title	author	DOI_link	DOI	vol	JOURNAL	profile_c
Analysis of Volatile compounds of Cacao Maraco (Theobroma bicolor Humb. Et Bonpl.) Fruit	"Clara E. Quijano, Jorge A. Pino,"	https://doi.org/10.1080/10412905.2009.9700150	10.1080/10412905.2009.9700150	"VOL. 21, 211-216 (May/June 2009)"	Journal of Essential Oil Research	JETbico2009Fru
Analysis of Volatile Compounds of camu-camu (Myrciaria dubia (HBK) Mcvaugh) Fruit Isolated by Different Methods	Clara E. Quijano & Jorge A. Pino	https://doi.org/10.1080/10412905.2007.9699323	10.1080/10412905.2007.9699323	"VOL. 19, 527-533 (Nov/Dec 2007)"	Journal of Essential Oil Research	JEMduco2007Fru
Analysis of Volatile Compounds of Sour Guava (Psidium guineense Swartz) Fruit	"A. F. Peralta-BohÃ_rquezo, F. Parada, C. E. Quijano & J. A. Pino"	https://doi.org/10.1080/10412905.2010.9700381	10.1080/10412905.2010.9700381	"VOL. 22, 493-498 (Nov/Dec 2010 )"	Journal of Essential Oil Research	JEPguco2010Fru
Analysis of Volatile Compounds Released From Flowers and Roots of Polygala cyparissias and Polygala paniculata by Headspace/SPME	"Moacir G. Pizzolatti, Beatriz G. Mendes, Cristian Soldi, Fabiana C. Missau, Janaina H. Bortoluzzi, Eduardo Carasek."	https://doi.org/10.1080/10412905.2009.9700163	10.1080/10412905.2009.9700163	"VOL. 21, 255-258 (May/June 2009)"	Journal of Essential Oil Research	JEPcyflbr2009Flo#JEPpaflbr2009Flo#JEPcyflbr2009Roo#JEPpaflbr2009Roo
Analytical discrimination of the Cold-Pressed Oils of Mandarins and their Hybrids.	"Solomon B. Mitiku, Masayoshi Sawamura, Simon M. Njoroge, Hiroshi Koaze."	https://doi.org/10.1080/10412905.2002.9699822	10.1080/10412905.2002.9699822	"VOL. 14, 196-202 (May/June 2002)"	Journal of Essential Oil Research	JECunkake2002Fru#JECpamike2002Fru#JECpaoret2002Fru#JECreteet2002Fru#JECunsamama2002Fru
Analytical Investigation of Murcott (Honey) tangerine Peel Oil.	"Wolfgang Feger, Herbert Brandauer, Herta Ziegler."	https://doi.org/10.1080/10412905.2003.9712097	10.1080/10412905.2003.9712097	"VOL. 15, 143-147 (May/June 2003)"	Journal of Essential Oil Research	JEMtabritch2003Pee
Anti-Tuberculosis Activity of Daucus littoralis Sibth. Et Sm. (Apiaceae) From Turkey.	"Kemal H.C. Baser, Mine Kurkcuoglu, Tulin Askun, Gulendam Tumen."	https://doi.org/10.1080/10412905.2009.9700248	10.1080/10412905.2009.9700248	"VOL. 21, 572-575 (Nov/Dec 2009)"	Journal of Essential Oil Research	JEDlitu2009Aer
Antiaflatoxigenic and antioxidant activity of an essential oil from Ageratum conyzoides L.	"Rajaram P Patil, Mansingraj S Nimbalkar, Umesh U Jadhav, Vishal V Dawkarc and Sanjay P Govindwarc"	 10.1002/jsfa.3857	 10.1002/jsfa.3857	"VOL.90,608â€“614(2010)"	Journal of Sci Food Agri	JEAComa2010Who
Antibacterial Action of Essential Oils from Corsica	"Paul-Georges Rossi , Liliane Berti , Jean Panighi , Anne Luciani , Jacques Maury , Alain Muselli , Dominique de Rocca Serra , Marcelle Gonny & Jean-Michel Bolla"	https://doi.org/10.1080/10412905.2007.9699254	10.1080/10412905.2007.9699254	"VOL. 19, 176-182 (Mar/Apr 2007)"	Journal of Essential Oil Research	JEMcoit2007Who#JEEglit2007Who
Antibacterial Activities of Coleus Aromaticus Benth (Lamiaceae) Essential Oil against Oral Pathogens	"K. Koba, A. Y. NÃ©nonÃ©nÃ©, K. Sanda, D. Garde, J. Millet, J.-P. Chaumont & C. Raynaud"	https://doi.org/10.1080/10412905.2011.9700464	10.1080/10412905.2011.9700464	"VOL. 23, 13-17 (Jan/Feb 2011)"	Journal of Essential Oil Research	JECArca2011Lea
Antibacterial Activity And Cytotoxicity Of Essential Oil Of Lantana Camara L. Leaves From Nigeria	O. Oluwadayo Sonibare* and I. Effiong			"Vol 7 (15), pp. 2618-2620, *(4 August, 2008)"	African Journal Of Biotechnology	JELcani2008Lea
Antibacterial Screening of Origanum majorana L.Oil from Tunisia	"N. Ben Hamida-Ben Ezzeddine, M. M. AbdelkÃ©fi, R. Ben Aissa & M. M. Chaabouni"	https://doi.org/10.1080/10412905.2001.9699698	10.1080/10412905.2001.9699698	"VOL. 13, 295-297 (July/Aug 2001)"	Journal of Essential Oil Research	JEOmatu2001Aer
"Antifungal Activity of the Essential Oil of Thymus pulegioides on Candida, Aspergillus and dermatophyte Species"	"Eugenia Pinto, Cidalia Pina-Vaz, Ligia Salgueiro, Maria Jose Goncalves, Sofia Costa-de-Oliveira, Carlos Cavaleiro, Ana Palmeira, Acacio Rodrigues, , Jose Martinez-de-Oliveira"	https://doi.org/10.1111/j.1439-0507.2002.tb04689.x	10.1111/j.1439-0507.2002.tb04689.x	"VOL. 55, 1367-1373 (2006)"	Journal of Medical Microbiology	JETpupo2006Aer
Antilisterial Properties of Cilantro Essential Oil	"Pascal J. Delaquis, Kareen Stanich"	https://doi.org/10.1080/10412905.2004.9698757	10.1080/10412905.2004.9698757	"VOL. 16, 409-414 (Sep/Oct 2004)"	Journal of Essential Oil Research	JECsaca2004Unk
Antimicrobial Activities of Essential Oils of Mint and Peppermint as Well as Some of Their Main Compounds	"Leopold Jirovetz, Gerhard Buchbauer, Stefania Bail, Zapriana Denkova, Alexander Slavchev, Albena Stoyanova."	https://doi.org/10.1080/10412905.2009.9700193	10.1080/10412905.2009.9700193	"VOL. 21, 363-366 (July/Aug 2009)"	Journal of Essential Oil Research	JEMpige2009Her#JEMcage2009Her
Antimicrobial Activities of Essential Oils of Nepal	Minoba Yonzon Dong Jin Lee Toshihiro Yokochi	https://doi.org/10.1080/10412905.2005.9698846	10.1080/10412905.2005.9698846	"VOL. 17, 107-111(Jan/Feb 2005)"	Journal of Essential Oil Research	JEMcane2005her#JERanne2005her#JEObane2005her
Antimicrobial Activities of Essential Oils of Nepal	"Minoba Yonzon, Dong Jin Lee, ToshihiroYokochi, Yasuhiro Kawango, Toro Nakahara"	https://doi.org/10.1080/10412905.2005.9698846	10.1080/10412905.2005.9698846	"VOL. 17, 107-111(Jan/Feb 2005)"	Journal of Essential Oil Research	JEMcane2005Aer#JEObane2005top
Antimicrobial Activities of Essential Oils of Nepal	"Minoba Yonzon, Dong Jin Lee, Toshihro Yokochi, Yasuhiro Kawano, Toro Nakahara"	https://doi.org/10.1080/10412905.2005.9698846	10.1080/10412905.2005.9698846	"VOL. 17, 107-111(Jan/Feb 2005)"	Journal of Essential Oil Research	JECrene2005flo
Antimicrobial Activities of Essential Oils of Nepal	"Minoba Yonzon,Dong Jin Lee,Toshihiro Yokochi,Yasuhiro Kawano, Toro Nakahara"	https://doi.org/10.1080/10412905.2005.9698846	10.1080/10412905.2005.9698846	"VOL. 17, 107-111(Jan/Feb 2005)"	Journal of Essential Oil Research	JECmane2005Who
Antimicrobial Activities of Roman Chamomile Oil From France and Its Main Compounds.	"Stefanie Bail, Gerhard Buchbauer, Leopold Jirovertz, Zapriana Denkova, Alexender Slavchev, Albena Stoyanova."	https://doi.org/10.1080/10412905.2009.9700171	10.1080/10412905.2009.9700171	"VOL. 21, 283-286 (May/June 2009)"	Journal of Essential Oil Research	JECnofr2009Flo
Antimicrobial Activity and Chemical Composition of Saccocalyx satureioides Coss. et Dur. Essential Oil and Extract Obtained by Microwave Extraction. Comparison with Hydrodistillation.	"Mourad Bendahou, Mohamed Benyoucef, Alain Muselli, Jean-Marie Desjobert, Julien Paolini, Antoine-FranÃ§ois Bernardini & Jean Costa"	https://doi.org/10.1080/10412905.2008.9700014	10.1080/10412905.2008.9700014	"VOL. 20, 174-178 (Mar/Apr 2008)"	Journal of Essential Oil Research	JESsaal2008Aer
Antimicrobial activity and chemical composition ofÂ Citrus aurantifoliaÂ (Christm.) Swingle essential oil from Italian organic crops	"Rosaria Costa, Carlo Bisignano, Angela Filocamo, Elisa Grasso, Francesco Occhiuto & Federica Spadaro"	https://doi.org/10.1080/10412905.2014.964428	10.1080/10412905.2014.964428	"VOL. 26, 400-408 (Nov/Dec 2014)"	Journal of Essential Oil Research	JEOvujhututin252014aer
Antimicrobial Activity of Essential Oils from Aromatic Plants Grown in the Mediterranean Area	"Luca Tommasi, Carmine Negro, Antonio Miceli, Franco Mazzotta"	https://doi.org/10.1080/10412905.2009.9700143	10.1080/10412905.2009.9700143	"VOL. 21, 185-189 (Mar/Apr 2009)"	Journal of Essential Oil Research	JETcait2009Lea#JEOvuit2009Lea#JERofit2009Lea#JEScuit2009Lea
Antimicrobial Activity of Essential Oils Isolated from Different Parts of Endemic Plant Portenschlagiella ramosissima Tutin	"Marina D. SokoviÄ‡ , Jasmina GlamoÄçlija , Ana Ä†iriÄ‡ , Dragoljub GrubiÅ¡iÄ‡ , Dejan StojkoviÄ‡ & Mihailo RistiÄ‡"	https://doi.org/10.1080/10412905.2008.9700033	10.1080/10412905.2008.9700033	"VOL. 20, 369-372(July/Aug 2008)"	Journal of Essential Oil Research	JEPramo2008See#JEPramo2008Roo#JEPramo2008Aer
Antimicrobial Activity of Nepeta rtanjensis Essential Oil	"Gordana StojanoviÄ‡, Niko RaduloviÄ‡, Jelena LazareviÄ‡, Dragoljub MiladinoviÄ‡ & Dejan ÄêokoviÄ‡"	https://doi.org/10.1080/10412905.2005.9699004	10.1080/10412905.2005.9699004	"VOL. 17, 587-589 (Sep/Oct 2005)"	Journal of Essential Oil Research	JENrtrtmo2005Who
Antimicrobial Activity of Nepeta rtanjensis Essential Oil	"Gordana Stojanovic, Nike Radulovic, Jelena Lazarevic, Dragoljub Miladinovic, Dejan Dokovic"	https://doi.org/10.1080/10412905.2005.9699004	10.1080/10412905.2005.9699004	"VOL. 17, 587-589 (Sep/Oct 2005)"	Journal of Essential Oil Research	JENrtsoba2005Who
Antimicrobial Activity of Pimpinella anisum and Foeniculum vulgare Essential Oils Against Paenibacillus larvae	"Liesel B.Gende, Matias D. Maggi, Rosalia Fritz, Martin J. Eguaras, Pedro N. Bailac, Marta I. Ponzi"	https://doi.org/10.1080/10412905.2009.9700120	10.1080/10412905.2009.9700120	"VOL. 21, 91-93 (Jan/Feb 2009)"	Journal of Essential Oil Research	JEPanar2009Fru#JEFvuar2009Fru
Antimicrobial Activity of the Essential Oil of Origanum bargyli Mouterde from Turkey	"Sengul Karaman, Ahmet Ilcim, Metin Digrak"	https://doi.org/10.1080/10412905.2004.9698785	10.1080/10412905.2004.9698785	"VOL. 16, 517-519 (Nov/Dec 2004)"	Journal of Essential Oil Research	JEObatu2004Who
Antimicrobial And Antioxidant Activities Of Leaves And Flowers Essential Oils Of Egyptian Lantana Camara L.	"Gamal S. El Baroty1,4, Hanan M. Goda2,4, Elham A. Khalifa3,4 and Hanaa H. Abd El Baky"			"Vol 6(6):246-255, (2014)"	Der Pharma Chemica	JELcaeg2014Lea
Antimicrobial and Antioxidant Activities of Melissa officinalis L. (Lamiaceae) Essential Oil	"Neda Mimica-Dukic, Biljana Bozin, Marina Sokovic,, Natasa Simin"	https://doi.org/10.1021/jf030698a	10.1021/jf030698a	"VOL. 52 (9), 2485-2489 (2004)"	Journal of Agricultural and Food Chemistry	JEMofse2004Aer
