ID	title	author	DOI	vol	JOURNAL
EBib0001163	Fruit Oil of Campomanesia xanthocarpa O. Berg and Campomanesia adamantium O. Berg	Claudia A.L. Cardoso, Alex S.V. Lima, Nilva Ré-Poppi & Maria do Carmo Vieira	10.11606/d.9.2002.tde-17032015-085231	VOL. 21, 482-483 (Nov/Dec 2009)	Journal of Essential Oil Research
EBib0001164	Fruit Volatiles from Cordia nitida Vahl.	Jorge A. Pino, Avilio Bello, Armando Urquiola, Rolando Marbot.	10.1080/10412905.2003.9712067	VOL. 14, 118-119 (Mar/Apr 2002)	Journal of Essential Oil Research
EBib0001165	Fruit Volatiles from Laurocerasus occidentalis (Sw.) Roem.	Jorge A. Pino, Avilio Bello, Armando Urquiola, Juan Aguero, Rolando Marbot.	10.1080/10412905.2002.9699794	VOL. 14, 126-127 (Mar/Apr 2002)	Journal of Essential Oil Research
EBib0001166	Fruit Volatiles of Cayena Cherry (Eugenia uniflora L.) from Cuba	Jorge A. Pino, Avilio Bello, Armando Urquiola, Juan Aguero & Rolando Marbot	10.1080/10412905.2003.9712067	VOL. 15, 70-71 (Mar/Apr 2003)	Journal of Essential Oil Research
EBib0001167	Fungicidal activity of four essential oils from Piper capense, Piper borbonense and Vetiveria zizanoides growing in Comoros against fungi decay wood	S.H. Soidrou, A. Farah, B. Satrani, M. Ghanmi, S. Jennan, S.O.S. Hassane, M. Lachkar, S. El Abed, S. Ibnsouda Koraichi & D. Bousta	10.1080/10412905.2013.767758	VOL. 25, 216-223 (May/June 2013)	Journal of Essential Oil Research
EBib0001168	GC-MS Analysis of Essential Oils from Some Greek Aromatic Plants and Their Fungitoxicity on Penicillium digitatum	Dimitra J. Daferera, Basil N. Ziogas & Moschos G. Polissiou	10.1021/jf990835x	VOL. 48(6), 2576-2581 (2000)	Journal of Agricultural and Food Chemistry
EBib0001169	GC Analysis of Rosemary Aroma Isolated Traditionally by Distillation and by SPME	Renata Zawirska-Wojtasiak, Erwin Wasowicz	10.1080/10412905.2009.9700094	VOL. 21, 8-15 (Jan/Feb 2009)	Journal of Essential Oil Research
EBib0001170	Gc And Gc/Ms Analyses Of The Algerian Lantana Camara Leaf Essential Oil: Effect Against Sitophilus Granarius Adults	Safia Zoubiri, Aoumeur Baaliouamer	10.1016/j.jscs.2011.01.013	Vol 16, 291–297, (2012)	Journal Of Saudi Chemical Society
EBib0001171	GC/MS Analysis of Artemisia verlotiorum Lamotte Oil	Gaston A. Vernin	10.1080/10412905.2000.9699482	VOL. 12, 143-146 (Mar/Apr 2000)	Journal of Essential Oil Research
EBib0001172	GC/MS Analysis of the Volatile Constituents of Calamintha nepeta (L.) Savi ssp. nepeta from Southeastern France	Francis Cozzolino, Roland Fellous, Gaston Vernin, Cyril Parkanyi	10.1080/10412905.2000.9699571	VOL. 12, 481-486 (July/Aug 2000)	Journal of Essential Oil Research
EBib0001173	GC/MS Analysis of the Volatile Constituents of Corymbia citriodora Hook. from Reunion Island	G.A. Vernin, C. Parkanyi, F, Cozzolino, R. Fellous	10.1080/10412905.2004.9698798	VOL. 16, 560-565 (Nov/Dec 2004)	Journal of Essential Oil Research
EBib0001174	GC/MS Analysis of the Volatile Constituents of the Essential Oils of Pituranthos scoparius (Coss et Dur.) Benth. et Hook, from Algeria	Gaston Vernin, Claude Lageot, Claude Ghiglione, Mostefa Dahia & Cyril Parkanyi	10.1080/10412905.1999.9711992	VOL. 11, 673-676 (Nov/Dec 1999)	Journal of Essential Oil Research
EBib0001175	GC/MS Analysis of Volatile Components of Everlasting (Helichrysum stoechas L.) Essential Oil	Gaston Vernin and Jean Claude Poite	10.1080/10412905.1998.9700969	VOL. 10, 553-557 (Sep/Oct1998)	Journal of Essential Oil Research
EBib0001176	GC/MS and 13C-NMR Integrated Analyses of the Essential Oils from Leaves, Branches and Female Cones of Cupressus arizonica from Italy	G.Flamini, P.L.Cioni, I.Morelli, A.Bighelli, V.Castola, J.Casanova	10.1080/10412905.2003.9698596	VOL. 15, 302-304 (Sep/Oct 2003) 	Journal of Essential Oil Research
EBib0001177	Geographic Variation in Oil Characteristics in Melaleuca ericifolia	J.J Brophy, J.C Doran	10.1080/10412905.2004.9698635	VOL. 16, 4-8 (Jan/Feb 2004)	Journal of Essential Oil Research
EBib0001178	Headspace Analysis of the Male and Female Flowers of Kiwifruit Grown in Iran.	A. Samadi-Maybodi, M.R. Shariat, M. Zarei, M.B. Rezai.	10.1080/10412905.2002.9699906	VOL. 14, 414-415 (Nov/Dec 2002)	Journal of Essential Oil Research
EBib0001179	Headspace Solid-phase Microextraction Analysis of the Volatile Flavour Compounds of Roasted Chickpea (Cicer arietinum L)	Ola Lasekan, Nurul Hanisah Juhari and Parveen Devi Pattiram	10.4172/2157-7110.1000112	VOL. 2(3), (1000112), 1-6 (May 2011)	Journal of Food Processing & Technology
EBib0001180	Headspace Solvent Microextraction of Volatile Components of Thymus daenensis	Payman Hashemi, Mir Mehdi Abolghasemi, Hatam Hassanvand & Shahla Ahmadi	10.1080/10412905.2010.9700347	VOL. 22, 365-368 (July/Aug 2010)	Journal of Essential Oil Research
EBib0001181	Headspace Volatiles of Scutellaria californica A. Gray Flowers	Gary R. Takeoka, Lan Dao, David M. Rodriguez & Robert Patterson	10.1080/10412905.2008.9699982	VOL. 20, 169-171 (Mar/Apr 2008)	Journal of Essential Oil Research
EBib0001182	Heartwood oils of Santalum macgregorii F. Muell. (PNG) Sandalwood)	J.J. Brophy, R.J. Goldsack, J.C. Doran, M. Niangu.	10.1080/10412905.2009.9700161	VOL. 21, 249-251 (May/June 2009)	Journal of Essential Oil Research
EBib0001183	Hydrodistillation Kinetic and Antibacterial effect Studies of the flower Essential Oil from the Tunisian Ridolfia segetum (L.)	Hichem Ben Jannet & Zine Mighri	10.1080/10412905.2007.9699273	VOL. 19, 258–261 (May/June 2007)	Journal of Essential Oil Research
EBib0001184	Identification of Components of Osage Orange Fruit (Maclura pomifera) and Their Repellency to German Cockroaches.	Chris Peterson, Junwei Zhu, Joel R. Coats.	10.1080/10412905.2002.9699833	VOL. 14, 233-237 (May/June 2002)	Journal of Essential Oil Research
EBib0001185	Identification of Flavonoid Content and Chemical Composition of the Essential Oils of Moroccan Herbs: Myrtle (Myrtus communis L.), Rockrose (Cistus ladanifer L.) and Montpellier cistus (Cistus monspeliensis L.)	Manuel Viuda-Martos, Esther Sendra, José A. Pérez-Alvarez, Juana Fernández-López, Mahassine Amensour & Jamal Abrini	10.1080/10412905.2011.9700439	VOL. 23, 1-9 (Mar/Apr 2011)	Journal of Essential Oil Research
EBib0001186	Identification of the Volatile components causing the characteristic Foxy odor in various cultivars of Fritillaria imperialis L.(Liliaceae)	Johannes Petrus Franciscus gerardus Helsper,Mark Bucking,Sorel Muresan,Jan Blaas & Willem Anna Wietsma	10.1021/jf0605594	VOL. 54, 5087-5091 (2006)	Journal of Agricultural and Food Chemistry
EBib0001187	Identification of the Volatile Compounds of Flower Oil of Campomanesia pubescens (Myrtaceae)	Claudia A.L. Cardoso & Nilva Ré-Poppi	10.1080/10412905.2009.9700210	VOL. 21, 433-434 (Sep/Oct 2009)	Journal of Essential Oil Research
EBib0001188	Identification of the Volatile Compounds of Flowers of Campomanesia sessiliflora O. Berg and Campomanesia xanthocarpa O. Berg	Claudia L. Cardoso, Vanessa M.F. Kataoka & Nilva Ré-Poppi	10.11606/d.9.2002.tde-17032015-085231	VOL. 22, 254-256 (May/June 2010)	Journal of Essential Oil Research
EBib0001189	Identification of the Volatile Compounds of Leaf Oil of Anacardium humile (Anacardiaceae)	Cristiane Regina Winck, Claudia A.L. Cardoso, Alex Haroldo Jeller, Nilva Re-Poppi, Rosemary Matias Coelho, Eloty Justina Dias Schelder.	10.1080/10412905.2010.9700255	VOL. 22, 11-12 (Jan/Feb 2010)	Journal of Essential Oil Research
EBib0001190	Identification of the Volatile Compounds of Leaves and Flowers in Guavira (Campomanesia adamantium O. Berg.)	Isabel D. Coutinho, Nilva Re Poppi, Claudia L. Cardoso	10.1080/10412905.2008.9700041	VOL. 20, 405-407 (Sep/Oct 2008)	Journal of Essential Oil Research
EBib0001191	Identification of Volatiles in Headspace Emitted from Mahonia japonica Flowers	H.S.MacTavish, J.M.Picone, R.A.Clery	10.1080/10412905.2003.9712127	VOL. 15, 231-233 (July/Aug 2003)	Journal of Essential Oil Research
EBib0001192	In-vitro Mycological activity of essential oil fromZingiber zerumbet rhizomes	Bhagya H. Madegowda, Parthepan Rameshwaran, Navya P. Nagaraju & Pushpa S. Murthy	10.1080/10412905.2015.1079274	VOL. 28, 81-88 (Jan/Feb 2016)	Journal of Essential Oil Research
EBib0001193	In vitro antibacterial effect of exotic plants essential oils on the honeybee pathogen Paenibacillus larvae, causal agent of American foulbrood	S. R. Fuselli, S. B. García de la Rosa, M. J. Eguaras and R. Fritz	10.5424/sjar/2010083-1261	VOL. 8(3), 651-657 (2010)	Spanish Journal of Agricultural Research
EBib0001194	In vitro Antimicrobial Activities of Essential Oils from Origanum minutiflorum and Sideritis erytrantha subsp. erytrantha on Phytopathogenic Bacteria	S. Altundag, B. Aslim, S. Ozturk	10.1080/10412905.2011.9700422	VOL. 23, 4-8 (Jan/Feb 2011)	Journal of Essential Oil Research
EBib0001195	In Vitro Antioxidant, Antimicrobial, and Antiviral Activities of the Essential Oil and various Extracts from Herbal Parts and Callus Cultures of Origanum acutidens	Munevver Sokmen, Julia Serkedjieva, Dimitra Daferera, Medine Gulluce, Moschos Polissiou, Bektas Tepe, H. Askin Akpulat, Fikrettin Sahin,, Atalay Sokme	10.1021/jf049859g	VOL. 52(11), 3309-3312 (2004)	Journal of Agricultural and Food Chemistry
EBib0001196	In vitro antioxidant potentials and chemistry of essential oils and oleoresins from fresh and sun-dried Mentha longifolia L.	Sunita Singh, S.S. Das, G. Singh, Marina Perotti, Carola Schuff & César A.N. Catalán	10.1080/10412905.2014.977455	VOL. 27, 61-69 (Jan/Feb 2015)	Journal of Essential Oil Research
EBib0001197	Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii	H. K. Srivastava, G. K. Satpute & A. A. Naqvi	10.1080/10412905.2000.9699575	VOL. 12, 501-506 (July/Aug 2000)	Journal of Essential Oil Research
EBib0001198	Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. martinii	H. K. Srivastava, G. K. Satpute & A. A. Naqvi	10.1080/10412905.2000.9699575	VOL. 12, 501-506 (July/Aug 2000)	Journal of Essential Oil Research
EBib0001199	Influence of season, drying temperature and extraction time on the yield and chemical composition of  marmeleiro (Croton sonderianus) essential oil	Ana Valéria Vieira de Souza, Douglas de Britto, Uiliane Soares dos Santos, Luma dos Passos Bispo, Izabel Cristina Casanova Turatti, Norberto Peporine Lopes, Ana Paula de Oliveira & Jackson Roberto Guedes da Silva Almeida	10.1080/10412905.2016.1178183	VOL. 29, 76-84 (Jan/Feb 2017)	Journal of Essential Oil Research
EBib0001200	Influence of the harvesting time, temperature and drying period on Artigo basil (Ocimum basilicum L.) Essential Oil	Jose Luiz S. Carvalho FilhoI, Arie F. BlankI, Pericles B. AlvesII, Polyana A.D. EhlertI, Alberto S. MeloI, Socrates C.H. CavalcantiIII, Maria de Fatima Arrigoni-BlankI, Renata Silva-MannI	10.1590/s0102-695x2006000100007	VOL. 16(1), 24-30 (Jan/Mar 2006)	Brazilian Journal of Pharmacognosy
EBib0001201	Influence of Vacuum Distillation Parameters on the Chemical Composition of a Five-Fold Sweet Orange Oil (Citrus sinensis Osbeck)	D.Lopes, A.C.Raga, G.R.Stuart, J.V. de Oliveira	10.1080/10412905.2003.9698624	VOL. 15, 108-111 (Nov/Dec 2003) 	Journal of Essential Oil Research
EBib0001202	Inhibition of Immediate-Type Allergic Reaction by Minthostachys verticillata (Griseb.) Epling Essential Oil	Laura N. Cariddi, Adriana Panero, Mirta S. Demo, Liliana I. Sabini, Ana M. Maldonado, Margarita Grosso & Julio Zygadlo	10.1080/10412905.2007.9699257	VOL. 19, 190-196 (Mar/Apr 2007)	Journal of Essential Oil Research
EBib0001203	Inhibition of Spore Development and Mycelial Growth of Rhizopus stolonifer by Essential Oil of Satureja richingeri from Iran	Malihe Safari, Arghavan Kamaly, Javad Hadian & Mohsen Farzaneh	10.1080/10412905.2011.9712283	VOL. 23, 5-10 (Nov/Dec 2011)	Journal of Essential Oil Research
EBib0001204	Inhibitory and Compatibility Effects of Essential Oils on Sapstain and Biological Control Fungi	Benjamin E.Dawson-Andoh,Rawle Lovell,D.Pascal Kamdem	10.1080/10412905.2000.9699577	VOL. 12, 109-515 (July/Aug 2000)	Journal of Essential Oil Research
EBib0001205	Insecticidal Activity and Chemical Composition of Volatile Oils from Hyptis martiusii Benth	Edigenia C. C. Araujo, Edilberto R. Silveira, Mary Anne S. Lima, Manoel Andrade Neto, Israel l. De andrade,, Marcos Aurelio A. Lima Gilvandete M. P. Santiago Antonio Lindemberg M. Mesquita	10.1021/jf021074s	VOL. 51(13), 3760-3762 (2003)	Journal of Agricultural and Food Chemistry
EBib0001206	Insecticidal Activity of the Essential Oil and Extracts of Gutierrezia mandonii and G. repens (Asteraceae) Growing in Argentina	Sandra V. Clemente, Graciela Mareggiani, Berta E. Juárez, María E. Mendiondo, Catalina M. van Baren, Paola Di Leo Lira, Adriana M. Broussalis, Arnaldo L. Bandoni & Graciela E. Ferraro	10.1080/10412905.2008.9700036	VOL. 20, 276-278 (May/June 2008)	Journal of Essential Oil Research
EBib0001207	Interactive Use of Linear Retention Indices on Polar and Apolar Columns with an MS- Library for Reliable Characterization of Australia Tea Tree and Other Melaleuca sp. Oils	Robert Shellie, Philip Marriott, Giovanni Zappia, Luigi Mondello, Giovanni Dugo	10.1080/10412905.2003.9698597	VOL. 15, 305-312 (Sep/Oct 2003)	Journal of Essential Oil Research
EBib0001208	Intra and Interspecific Variations of yield and Chemical Composition of Essential Oils From Five Eucalyptus Species Growing in the Congo-Brazzaville. Corymbia Subgenus	Thomus Silou, Aubin Nestor Loumouamou, Emile Loukakou, Jean-Claude Chalchat, Gilles Figueredo	10.1080/10412905.2009.9700149	VOL. 21, 203-211 (May/June 2009)	Journal of Essential Oil Research
EBib0001209	Intraspecific Variation of Tanacetum larvatum Essential Oil	V. M. Tadi?, I. S. Aljan?i?, V. E. Vajsb, S. M. Milosavljevi?, D. Djokovi? & I. Djordjevi?	10.1080/10412905.2010.9700355	VOL. 22, 394-398 (Sep/Oct 2010)	Journal of Essential Oil Research
EBib0001210	Investigation of Leaf Essential Oil of Myrica gale L. From Quebec: Purification and Analysis of Oxygenated Fractions	Muriel Sylvestre, Jean Legault, Serge Lavoie & André Pichette	10.1080/10412905.2006.9699380	VOL. 18, 38-41 (Jan/Feb 2006)	Journal of Essential Oil Research
EBib0001211	Investigation of peel and leaf essential oils of Citrus clementina Hort ex Tan growing in the south of Vietnam	Thao-Tran Thi Nguyen, Thanh-Tram Thi Tran, Tra-My Hua, The-Tai Diep, DuyKhiem Nguyen Chau, Fritz Duus and Thach Ngoc Le	10.1080/10412905.2015.1083491	VOL. 28, 96-103 (Mar/Apr 2016)	Journal of Essential Oil Research
EBib0001212	Investigation of the Essential Oil and Headspace of Laggera pterodonta (DC.) Sch. Bip. ex Oliv., a Medicinal Plant from Camerroon	Martin Benoit Ngassoum Leopold Jirovetz, Gerhard Buchbauer, Wilhelm Fleischhacker	10.1080/10412905.2000.9699532	VOL. 12, 345-349 (May/June 2000)	Journal of Essential Oil Research
EBib0001213	Investigation of the Essential Oil of Erigeron acris L. Herb	Jolanta Nazaruk, Jan Gudej, Teresa Majda & Jozef Góra	10.1080/10412905.2006.9699394	VOL. 18, 88-90 (Jan/Feb 2006)	Journal of Essential Oil Research
EBib0001214	Investigation of the Essential Oil of Feminine Cones, Leaves and Branches of Taxodium distichum from Italy.	Guido Flamini, pier Luigi loni, Ivano Morelli.	10.1080/10412905.2000.9699523	VOL. 12, 310-312 (May/June 2000)	Journal of Essential Oil Research
EBib0001215	Investigation of the Essential Oils of Bidens pilosa var. minor, Bidens alba and Flaveria linearis	Horacio A. Priestap, Bradley C. Bennett & J. Martin E. Quirke	10.1080/10412905.2008.9700039	VOL. 20, 396-402 (Sep/Oct 2008)	Journal of Essential Oil Research
EBib0001216	Investigation on Himalayan Artemisia Species VI: Essential Oil Constituents of Artemisia myriantha Wall. ex Bess. var. pleiocephala (Pamp.) Ling.	G. C. Shah & C. S. Mathela	10.1080/10412905.2006.9699188	VOL. 18, 633-634 (Sep/Oct 2006)	Journal of Essential Oil Research
EBib0001217	Investigations on bioactivity of essential oil of Ageratum Conyzoides L., from benin against the growth of fungi and aflatoxin production.	Euloge S. Adjou, Edwige Dahouenon-Ahoussi, René Degnon, Mohamed M. Soumanou, Dominique C.K. Sohounhloue.	http://dx.doi.org/10.5138/09750185.2251	NA	NA
EBib0001218	Isolation and Chiral GC Analysis of Beta-Besabolols-Trace Constituents from the Essential Oil of Santalum album L. (Santalaceae).	Norbert A. Braun, Manfred Meier, Wilhelm Pickenhagen.	10.1080/10412905.2003.9712064	VOL. 15, 63-65 (Mar/Apr 2003)	Journal of Essential Oil Research
EBib0001219	Isolation of Anisyl Acetone from Agarwood Oil.	Manfred Meier, Birgit Kohlenberg, Nobert A. Braun.	10.1080/10412905.2003.9712266	VOL. 15, 54-56 (Jan/Feb 2003)	Journal of Essential Oil Research
EBib0001220	Isolation of Rosemary Oils by Different Processes	C. Boutekedjiret, R. Belabbes, F. Bentahar, J.-M. Bessiere, S.A. Rezzoug	10.1080/10412905.2004.9698696	VOL. 16, 195-199 (May/June 2004)	Journal of Essential Oil Research
EBib0001221	Isolation of Thymus herba-barona Volatiles by Supercritical FIuid Extraction	Barbara De Gioannis, Bruno Marongiu & Silvia Porcedda	10.1080/10412905.2001.9699682	VOL. 13, 240-244 (July/Aug 2001)	Journal of Essential Oil Research
EBib0001222	Kadsura oblongifolia Merr. leaves, stem bark and root bark essential oils	Do N. Dai , Nguyen N. Tuan , Tran D. Thang & Isiaka A. Ogunwande	10.1080/10412905.2014.922509	VOL. 26, 372–376 (Sep/Oct)	Journal of Essential Oil Research
EBib0001223	Kessane in the Indian Celery Seed Oils	J. Philippe, G. Suvar.nalatha, R. Sankar, S. Suresh	10.1080/10412905.2002.9699852	VOL. 14, 276-277 (July/Aug 2002)	Journal of Essential Oil Research
EBib0001224	Laboratory Evaluation of Heterothalamus alienus Essential Oil Against Different Pests of Apis mellifera	Sergio R. Ruffinengo, Matías Maggi, Sandra Fuselli, Ignazio Floris, Gladys Clemente, Norberto H. Firpo, Pedro N. Bailac & Marta I. Ponzi	10.1080/10412905.2006.9699211	VOL. 18, 704-707 (Nov/Dec 2006)	Journal of Essential Oil Research
EBib0001225	Laboratory Evaluations of Syzygium aromaticum (L.) Merr. et Perry Essential Oil Against Varroa destructor	Matías D. Maggi, Sergio R. Ruffnengo, Liesel B. Gende, Edgardo G. Sarlo, Martín J. Eguaras, Pedro N. Bailac & Marta I. Ponzi	10.1080/10412905.2010.9700278	VOL. 22, 119-122 (Mar/Apr 2010)	Journal of Essential Oil Research
EBib0001226	Larvicidal activity of two algerian verbenaceae essential oils against culex pipiens	Safia Zoubiria, Aoumeur Baaliouamera	10.1016/j.vetpar.2011.04.033	NA	NA
EBib0001227	Leaf essential oil composition of Inula cuspidata (Wall. ex DC.) C.B. Clarke from India	Ram S. Verma, Rajendra C. Padalia & Amit Chauhan	10.1080/10412905.2014.891264	VOL. 26, 233-237 (July/August 2014)	Journal of Essential Oil Research
EBib0001228	Leaf Essential Oil of Mentha grandiflora Benth. (Lamiaceae)	Joseph J. B r o p h v and Robert J. Goldpack,Paul I. Forster,Christopher J. R Fwkes	10.1080/10412905.1997.9700749	VOL. 9 459-461 (July/Aug 1997)	Journal of Essential Oil Research
EBib0001229	Leaf Essential Oil of Piper barbatum H.B.K. (Piperaceae) from Peru.	Liliana Vergas, Maria Jose Perez-Alonso, Arturo Velasco-Negueruela, Jesus Pala-Paul, Maria Concepcion Garcia Vallejo.	10.1080/10412905.2003.9712102	VOL. 15, 163-164 (May/June 2003)	Journal of Essential Oil Research
EBib0001230	Leaf Essential Oils of Lycopus australis(Lamiaceae), the Austrlian Gipsywort	Joseph J.Brophy, Robert J.Goldsack, Paul I. Forster	10.1080/10412905.2005.9698854	VOL. 17, 133-134 (Mar/Apr 2005)	Journal of Essential Oil Research
EBib0001231	Leaf Essential Oils of Some Leptospermum (Myrtaceae) Species from Southern and Western Australia	Joseph J. Brophy, Robert J. Goldsack & Erich V. Lassak	10.1080/10412905.1999.9701053	VOL. 11, 1-5 (Jan/Feb 1999)	Journal of Essential Oil Research
EBib0001232	Leaf Essential Oils of the Australian Species of Gyrocarpus and Hernandia (Hernandiaceae).	Joseph J. Brophy, Robert J. Goldsack, Paul I. Forster.	10.1080/10412905.2000.9712199	VOL. 12, 717-722 (Nov/Dec 2000)	Journal of Essential Oil Research
EBib0001233	Leaf Essential Oils of the Genus Waterhousea (Myrtaceae)	Joseph J. Brophy, Robert J. Goldsack,Christopher J.R Fookes, Paul I. Forster	10.1080/10412905.2002.9699753	VOL. 14, 31-34 (Jan/Feb 2002)	Journal of Essential Oil Research
EBib0001234	Leaf of Tamarindus indica L.	Jorge A. Pino, Julio C. Escalona, Irina Licea, Renato Perez, Juan Aguero.		VOL. 14, 187-188 (May/June 2002)	Journal of Essential Oil Research
EBib0001235	Leaf Oil of Artemisia abrotanum L. Grown in Cuba	J. A. Pino, R. Marbot & M. Pilar Martí	10.1080/10412905.2011.9700438	VOL. 23, 119-120 (Jan/Feb 2011)	Journal of Essential Oil Research
EBib0001236	Leaf Oil of Backhousia enata (Myrtaceae)	Joseph J. Brophy, Robert J. Goldsack, Lyn A. Craven & Andrew J. Ford	10.1080/10412905.2007.9699221	VOL. 19, 26-27 (Jan/Feb 2007)	Journal of Essential Oil Research
EBib0001237	Leaf Oil of Campomanesia sessiliflora O. Berg	Claudia L. Cardoso, Vanessa M.F. Kataoka & Nilva Ré-Poppi	10.1080/10412905.2010.9700330	VOL. 22, 303-304 (July/Aug 2010)	Journal of Essential Oil Research
EBib0001238	Leaf Oil of Eugenia axillaris (Sw.) Willd. from Cuba	Jorge A. Pino, Avilio Bello, Armando Urguiola, Juan Aguero	10.1080/10412905.2003.9712249	VOL. 15, 15-16 (Jan/Feb 2003)	Journal of Essential Oil Research
EBib0001239	Leaf Oil of Eugenia rocana Britt. et Wils. from Cuba	Jorge A. Pino, Avilio Bello, Armando Urguiola, Juan Aguero	10.1080/10412905.2002.9699905	VOL. 14, 412-413 (Nov/Dec 2002)	Journal of Essential Oil Research
EBib0001240	Leaf Oil of Psidium salutare (HBK) Berg. from Cuba	Jorge A. Pino, Avilio Bello, Armando Urguiola, Juan Aguero	10.1080/10412905.2003.9712251	VOL. 15, 19-20 (Jan/Feb 2003)	Journal of Essential Oil Research
EBib0001241	Leaf Oil of Xylopia aromatica (Lam.) Mart. From Cuba.	Jorge A. Pino, Avilio Bello, Aromando Urquiola, Sergio Garcia, Aristides Rosado.	10.1080/10412905.2000.9712207	VOL. 12, 751-752 (Nov/Dec 2000)	Journal of Essential Oil Research
EBib0001242	Leaf Oils of Helichrysum melaleucum Rchb. ex Holl.,Oenanthe divaricata (R. Br.) Mabb. and Persea indica (L.) Spreng. from Madeira	Jorge A. Pino, Paulo Fernandes, Rolando Marbot, Arístides Rosado & Susana Sá Fontinha	10.1080/10412905.2004.9698778	VOL. 16, 487-489 (Sep/Oct 2004)	Journal of Essential Oil Research
EBib0001243	Leaf Oils of Helichrysum melaleucum Rchb.ex Holl., Oenanthe divaricata (R. Br.) and Persea indica (L.) Spreng. from Madeira.	Jorge A. Pino,Paulo Fernandes,Rolando Marbot, Aristides Rosado Susana Sa Fontinha	10.1080/10412905.2004.9698778	VOL. 16, 487-489 (Sep/Oct 2004)	Journal of Essential Oil Research
EBib0001244	Leaf Oils of Koanophyllon villosum (Sw.) King et Robins.	Jorge A. Pino,,Rolando Marbot, Armando Payo, Daniel Chao, Pedro Herrera, M. Pilar Marti	10.1080/10412905.2005.9698951	VOL. 17, 427-428 (July/Aug 2005)	Journal of Essential Oil Research
EBib0001245	Leaf Oils of Psidium cymosum Urb. and Psidium sartorianum Niedz. from Cuba	Jorge A. Pino, Avilio Bello, Armando Urguiola, Juan Aguero, Rolando Marbot	10.1080/10412905.2003.9712107	VOL. 15, 187-188 (May/June 2003)	Journal of Essential Oil Research
EBib0001246	Leaf Oils of Psidium parvifolium Griseb. and Psidium cattleianum Sabine from Cuba	Jorge A. Pino, Avilio Bello, Armando Urquiola, Rolando Marbot & M. Pilar Martí	10.1080/10412905.2004.9698745	VOL. 16, 370-371 (July/Aug 2004)	Journal of Essential Oil Research
EBib0001247	Leaf Oils of the Genera Barongia, Mitrantia, Sphaerantia and Ristantia (Myrtaceae)	Joseph J. Brophy, Robert J. Goldsack & Paul I. Forster	10.1080/10412905.2003.9712126	VOL. 15, 226-230 (Julv/August 2003)	Journal of Essential Oil Research
EBib0001248	Leaf Oils of the Genus Homoranthus (Myrtaceae)	Joseph J. Brophy, Robert J. Goldsack & Lachlan M. Copeland	10.1080/10412905.2004.9698650	VOL. 16, 46-60 (Jan/Feb 2004)	Journal of Essential Oil Research
EBib0001249	Leaf Oils of Two Cuban Asteraceae Species: Pluchea carolinensis Jacq. and Ambrosia hispida Pursh.	Jorge A. Pino,,Rolando Marbot, Armando Payo, Daniel Chao, Pedro Herrera, M. Pilar Marti	10.1080/10412905.2005.9698917	VOL. 17, 318-320 (May/June 2005)	Journal of Essential Oil Research
EBib0001250	Leaf Secretory Structure and Volatile Compounds of Eugenia copacabanensis Kiaersk. (Myrtaceae)	Rosani do Carmo de O. Arruda & Cristiane P. Victório	10.1080/10412905.2010.9700414	VOL. 23, 1-6 (Sep/Oct 2011)	Journal of Essential Oil Research
EBib0001251	Levels of lantadenes, bioactive pentacyclic triterpenoids, in young and mature leaves of Lantana camara var. aculeata	O. P. Sharma, A. Singh, S. Sharma	10.1016/s0367-326x(00)00156-8	VOL. 71(5), 487–491 (September 2000)	Fitoterapia
EBib0001252	Linalool-Rich Essential Oil from Leaves of Croton cajucara Benth.	Daise Lopes, Humberio R. Bizzo, Antonio F. Sa Sobrinho, Marcos V. G. Pereira.	10.1080/10412905.2000.9712196	VOL. 12, 705-708 (Nov/Dec 2000)	Journal of Essential Oil Research
EBib0001253	Lomatium grayi and Indra Swallowtail Butterfly. Composition of the Essential Oils of Three Varieties of Lomatium grayi (J. M. Coult et Rose) J. M. Coult et Rose.	Vasu Dev, Bill Ly, Art E. Miranda & Wayne Whaley	10.1080/10412905.2007.9699270	VOL. 19, 244–248 (May/June 2007)	Journal of Essential Oil Research
EBib0001254	Main Aroma Constituents of Genipap (Genipa americana L.) and Bacuri (Platonia insignis M.).	Eric S. Borges, Claudia M. Rezende.	10.1080/10412905.2000.9712046	VOL. 12, 71-74 (Jan/Feb 2000)	Journal of Essential Oil Research
EBib0001255	Main Industrial Niaouli (Melaleuca quinquenervia) Oil Chemotype Productions from Madagascar	Panja A. R. Ramanoelina, Jean Pierre Bianchini & Emile M. Gaydou	10.1080/10412905.2008.9700007	VOL. 20, 261-265( May/June 2008)	Journal of Essential Oil Research
EBib0001256	Melaleuca teretifolia Chemovars: New Australian Source of Citral and 1,8-Cineole	Ian A. Southwell, Michael Russell, Roslyn L. Smith, Joseph J. Brophy, John Day	10.1080/10412905.2003.9698606	VOL. 15, 339-341 (Sep/Oct 2003)	Journal of Essential Oil Research
