ID	title	author	DOI	vol	JOURNAL
EBib000224	Chemical Composition and Antimicrobial Activity of the Essential Oil of Stachys milanii Petrovi?	Radosav M. Pali?, Jelena S. Lazarevi?, Gordana S. Stojanovi? & Vladimir N. Ran?elovi?	10.1080/10412905.2006.9699092	VOL. 18, 290-292 (May/June 2006)	Journal of Essential Oil Research
EBib000225	Chemical Composition and Antimicrobial Activity of the Essential Oil of the Oriental Tobacco Yaka.	Sladjana Alagic, Lvica Stancic, Selekcija, Radosav Palic, Gordana Stojanovic, Mira Nikolic.	10.1080/10412905.2002.9699832	VOL. 14, 230-232 (May/June 2002)	Journal of Essential Oil Research
EBib000226	Chemical Composition and Antimicrobial Activity of the Essential Oils of Micromeria thymifolia (Scop.) Fritsch., M. dalmatica Benth., and Satureja cunefolia Ten. and Its Secretory Elements.	Katarina P. Savikin, Nebojsa R. Menkovic, Gordana M. Zdunic, Slavoljub R. Tasic, Mihailo S. Ristic, Tatjana R. Stevic, Zora P. Dajic-Stevanovic.	10.1080/10412905.2010.9700271	VOL. 22, 91-96 (Jan/Feb 2010)	Journal of Essential Oil Research
EBib000227	Chemical Composition and Antimicrobial Activity of the Flower Oil of Russowia sogdiana (Bunge) B. Fedtsch. (Asteraceae) from China	Manliang Tan , Ligang Zhou , Meng Qin , Duan Li , Weibo Jiang , Ye Wang & Xiaojiang Hao	10.1080/10412905.2007.9699258	VOL. 19, 197-200 (Mar/Apr 2007)	Journal of Essential Oil Research
EBib000228	Chemical Composition and Antimicrobial Activity of the Leaf Essential Oil of Argania spinosa L. Skeels.	Adil EI Kabouss, Zoubida Charrouf, Mohamed Faid, Francois-Xavier Garneau, Guy Collin.	10.1080/10412905.2002.9699801	VOL. 14, 147-149 (Mar/Apr 2002)	Journal of Essential Oil Research
EBib000229	Chemical Composition and Antimicrobial Activity of the Leaf Oil from Syzygium gardneri Thw.	Gopan Raj , Varughese George , Nediyaparambil S. Pradeep & Mathur G. Sethuraman	10.1080/10412905.2008.9699426	VOL. 20, 72-74 (Jan/Feb 2008)	Journal of Essential Oil Research
EBib000230	Chemical Composition and Antimicrobial Activity of the Volatile Oil from Baccharis articulata (Lam.) Pers.	Euclésio Simionatto, Vinicius Ilha, Anderson S. Mallmann, Carla Porto, Ionara I. Dalcol & Ademir F. Morel	10.1080/10412905.2008.9700032	VOL. 20, 366-368 (July/Aug 2008)	Journal of Essential Oil Research
EBib000231	Chemical Composition and Antimicrobial Activity of Volatile Components from Capitula, Stems-Leaves and Aerial Parts of Mantisalca duriaei Briq. et Cavill Growing Wild in Tunisia	Olfa Boussaada, Samia Ammar, Mohamed Ali Mahjoub, Dhouha Saidana, Jihene Chriaa, Imed Chraif, Mejda Daami, Ahmed N. Helal, Zine Mighri	10.1080/10412905.2009.9700142	VOL. 21, 179-184 (Mar/Apr 2009)	Journal of Essential Oil Research
EBib000232	Chemical Composition and Antimicrobial Activity of Volatile Components of Scorzonera undulata	Olfa Boussaada , Dhouha Saidana , Jihene Chriaa , Imed Chraif , Ammar , Mohamed Ali Mahjoub , Zine Mighri , Mejda Daami & Ahmed N. Helal	10.1080/10412905.2008.9700030	VOL. 20, 358-362 (July/Aug 2008)	Journal of Essential Oil Research
EBib000233	Chemical composition and antimicrobial activity of Eucalyptus radiata leaf essential oil, sampled over a year	Gillian D. Mahumanea , Sandy F. van Vuurena , Guy Kamatoub, Maxleene Sandasib and Alvaro M. Viljoenb	10.1080/10412905.2016.1175386	VOL. 28, 475-488 (Nov/Dec 2016)	Journal of Essential Oil Research
EBib000234	Chemical Composition and Antimicrobial Characteristic of the Essential Oils Obtained from the Flower, Leaf and Stem of Salvia officinalis L. Originating from Southeast Serbia	Dragan T. Velickovic, Mihailo S. Ristic, Novica V. Randjelovic & Andrija A. Smelcerovic	10.1080/10412905.2002.9699919	VOL. 14, 453-458 (Nov/Dec 2002)	Journal of Essential Oil Research
EBib000235	Chemical Composition and Antimicrobial Screening of the Essential Oil of Minthostachys verticillata (Griseb.) Epl. (Lamiaceae)	V. De Feo, Armando I. Ricciardi, Domenica Biscardi, F.Senatore	10.1080/10412905.1998.9700839	VOL. 10, 61-65 (Jan/Feb 1998)	Journal of Essential Oil Research
EBib000236	Chemical Composition and Antioxidant Activities of Tunisian and Canadian Coriander (Coriandrum sativum L.) Fruit	Jazia Sriti , Wissem Aidi Wannes , Thierry Talou , Gerard Vilarem & Brahim Marzouk	10.1080/10412905.2011.9700462	VOL. 23, 7-15 (July/Aug 2011)	Journal of Essential Oil Research
EBib000237	Chemical Composition and Antioxidant Activity of Essential Oil of Twelve Spice Plants	Olivera Politao, Mila Juki, Mladen Milo		VOL. 79, 545-552 ((July/Aug 2006)	Croatica Chemica Acta
EBib000238	Chemical Composition and Antioxidant Activity of Myrtus communis L. Floral Buds Essential Oil	Ahmed Snoussi , Mohamed Moncef Chaabouni , Nabiha Bouzouita & Faten Kachouri	10.1080/10412905.2011.9700440	VOL. 23, 10-14 (Mar/Apr 2011)	Journal of Essential Oil Research
EBib000239	Chemical Composition and antioxidant Activity of the Essential Oil From Oxytropis falcate Bunge	Hua Jiang. Wen Q. Zhan, Xia Liu, Sheng X. Jiang	10.1080/10412905.2009.9700176	VOL. 21, 300-302 (July/Aug 2009)	Journal of Essential Oil Research
EBib000240	Chemical Composition and Antioxidant Activity of the Essential Oil of Teucrium massiliense L.	Laura Giamperi, Anahi Bucchini, Daniele Fraternale, Pierpaolo Cara, Donata Ricci, Francesco Epifano, Salvatore Genovese, Massimo Curini	10.1080/10412905.2008.9700055	VOL. 20, 446-449 (Sep/Oct 2008)	Journal of Essential Oil Research
EBib000241	Chemical composition and antioxidant activity of Pistacia lentiscus essential oil from Southern Italy (Apulia)	C. Negro, L. De Bellis & A. Miceli	10.1080/10412905.2014.973614	VOL. 27, 23-29 (Jan/Feb 2015)	Journal of Essential Oil Research
EBib000242	Chemical composition and biological activities of Bocageopsis multiflora essential oil	Edinilze S.C. Oliveira, Ana Claudia F. Amaral, Emerson S. Lima & Jefferson Rocha de A. Silva	10.1080/10412905.2013.840809	VOL. 26, 161-165 (May/June 2014)	Journal of Essential Oil Research
EBib000243	Chemical Composition and Biological Activity of Essential Oil of Phellolophium madagascariensis Baker (Umbellifereae)	Hanta Andriamanantoanina , Luciano Ramaroson , Tantely Raminosoa , Michel Ratsimbason , Hervé Casabianca & Marie Florence Grenier-Loustalot	10.1080/10412905.2006.9699072	VOL. 18, 231-233 (Mar/Apr 2006)	Journal of Essential Oil Research
EBib000244	Chemical Composition and Biological Activity of the Leaf Oil of Siparuna thecaphora (Poepp. Et Endl.) A.DC.	Roser Vila, Jose Iglesias, Salvador Canigueral, Ana I. Santana, Pablo N. Soils, Mahabir P. Gupta.	10.1080/10412905.2002.9699767	VOL. 14, 66-67 (Jan/Feb 2002)	Journal of Essential Oil Research
EBib000245	Chemical Composition and Biological Properties of the Leaf Essential Oil of Tagetes lucida Cav. From Cuba	Erik L. Regalado, Miguel D. Fernández, Jorge A. Pino, Judith Mendiola & Olga A. Echemendia	10.1080/10412905.2011.9700485	VOL. 23, 63-67 (Sep/Oct2011)	Journal of Essential Oil Research
EBib000246	Chemical Composition and Cytotoxic Activity of Essential Oil from Myrcia laruotteana Fruits	Maria Élida A. Stefanello, Dilamara Riva, Edésio L. Simionatto, João E. de Carvalho, Ana Lucia T. Góis Ruiz & Marcos J. Salvador	10.1080/10412905.2011.9700473	VOL. 23, 7-10 (Sep/Oct 2011)	Journal of Essential Oil Research
EBib000247	Chemical Composition and in Vitro Antifungal Properties of the Essential Oils from Leaves and Flowers of Erigeron floribundus(H.B.et K.) Sch. Bip. from Cameroon	Jules-Roger Kuiate, Annette Amfo Tsona, Jacob Foko, Jean Marie Bessiere, Chantal Menut, Paul-Henri Amvam Zollo	10.1080/10412905.2005.9698896	VOL. 17, 261-264 (May/June 2005)	Journal of Essential Oil Research
EBib000248	Chemical composition and in vitro antioxidant properties of essential oil of Ricinus communis L.	Adel Kadri, Néji Gharsallah, Mohamed Damak and Radhouane Gdoura		VOL. 5(8), 1466-1470 (Apr 2011)	Journal of Medicinal Plants Research
EBib000249	Chemical Composition and In Vitro Cytotoxic Activity of Essential Oil of Leaves of Malus domestica Growing in Western Himalaya (India)	Mayanka Walia, Tavleen S.Mann, Dharmesh Kumar, Vijai K. Agnihotri and Bikram Singh	10.1155/2012/649727	VOL. 2012 (Article ID 649727), 1-6 (2012)	Evidence-Based Complementary and Alternative Medicine
EBib000250	Chemical Composition and Insecticidal Activity Hedeoma mandoniana Essential Oils	Antonio Vilaseca, Isabelle Guy, Brigitte Charles, Helene Guinaudeau, Antonieta Rojas de Arias, Alain Fournet	10.1080/10412905.2004.9698749	VOL. 16, 380-383 (July/Aug 2004)	Journal of Essential Oil Research
EBib000251	Chemical Composition and Insecticidal Activity of the Essential Oils from Bursera hollickii (Britton) Found in Jamaica	Grace-Ann O. Junor Roy B.R. Porter Trevor H. Yee	10.1080/10412905.2008.9700088	VOL. 20, 560-565 (Nov/Dec 2008)	Journal of Essential Oil Research
EBib000252	Chemical Composition And Insecticidal Properties Of Lantana Camara L. Leaf Essential Oils From Algeria	Safia Zoubiria* and Aoumeur Baaliouamer	10.1080/10412905.2012.692910	Vol 24, No. 4, 377–383, (August 2012)	Journal Of Essential Oil Research
EBib000253	Chemical Composition and Microbial Activity of the Essential Oil of Calamintha nepeta(L.) Savi ssp. nepeta var.subisodonda( Borb.) Hayek from Serbia	Dusanka Kitic, Gordana Stojanovic, Radosav Palic, Vladimir Randjelovic	10.1080/10412905.2005.9699036	VOL. 17, 701-703 (Nov/Dec 2005)	Journal of Essential Oil Research
EBib000254	Chemical composition and resistance-modifying effect of the essential oil of Lantana camara linn	Erlanio O Sousa, Natalya F Silva, Fabiola F.G Rodrigues, Adriana R Campos, Sidney G Lima, Jose Galberto M Costa	10.4103/0973-1296.62890	Vol 6, 22, 79-82( 2010)	Pharmacognosy Magazine
EBib000255	Chemical composition and scolicidal activity of Zataria multiflora Boiss essential oil	Hossein Mahmoudvand, Seyed Reza Mirbadie, Saeed Sadooghian, Majid Fasihi Harandi, Sareh Jahanbakhsh & Ebrahim Saedi Dezaki	10.1080/10412905.2016.1201546	VOL. 29, 42-47 (Jan/Feb 2017)	Journal of Essential Oil Research
EBib000256	Chemical Composition and Seasonal Variations of Rosemary Oil from Southern Spain	Sofia Salido, Joaquin Altarejos, Manuel Nogueras, Adolfo Sanchez, Pascual Luque	10.1080/10412905.2003.9712248	VOL. 15, 10-14 (Jan/Feb 2003)	Journal of Essential Oil Research
EBib000257	Chemical Composition and Seasonal Variations of Spike Lavender Oil from Southern Spain	Sofia Salido, Joaquin Altarejos, Manuel Nogueras, Adolfo Sanchez, Pascual Luque	10.1080/10412905.2004.9698698	VOL. 16, 206-210 (May/June 2004)	Journal of Essential Oil Research
EBib000258	Chemical composition and toxicity of the essential oil of Cayratia japonica against two grain storage insects	Zhi Long Liu, Kai Yang, Fan Huang, Qi Zhi Liu, Ligang Zhou & Shu Shan Du	10.5897/jmpr11.526	VOL. 24, 237-240 (May/Jun 2012)	Journal of Essential Oil Research
EBib000259	Chemical Composition of absolute and supercritical Carbon dioxide extract of Aframomum melegueta	Xavier Fernandez,Christine Pintaric,Louisette Lizzani-Cavelier,Andre-Michel Loiseau,Alain Morello,Patrick Pellerin	10.1002/ffj.1554	VOL. 21(1), 162-165 (Jan/Feb 2006)	Flavour and Fragrance Journal
EBib000260	Chemical Composition of Albanian Myrtle Oil (Myrtus communis L.)	Uran Asllani	10.1080/10412905.2000.9699481	VOL. 12, 140-142 (Mar/Apr 2000)	Journal of Essential Oil Research
EBib000261	Chemical Composition of Albanian Sage Oil (Salvia officinalis)	Uran Asllani	10.1080/10412905.2000.9712048	VOL. 12, 79-84 (Jan/Feb 2000)	Journal of Essential Oil Research
EBib000262	Chemical Composition of Albanian Thyme Oil (Thymus vulgaris L.)	Uran Asllani & Vilma Toska	10.1080/10412905.2003.9712103	VOL. 15, 165-167 (May/June 2003)	Journal of Essential Oil Research
EBib000263	Chemical Composition of Algerian Artemisia herba-alba Essential Oils Isolated by Microwave and Hydrodistillation	N. Dahmani-Hamzaoui & A. Baaliouamer	10.1080/10412905.2010.9700386	VOL. 22, 514-517 (Nov/Dec 2010)	Journal of Essential Oil Research
EBib000264	Chemical Composition of Alkanna orientalis from Greece	Olga Tzakou Anargyros Loukis X	10.1080/10412905.2008.9700066	VOL. 20, 490-491 (Nov/Dec 2008)	Journal of Essential Oil Research
EBib000265	Chemical Composition of Artemisia absinthium L. from Greece	A. Basta, O. Tzakou, M. Couladis & M. Pavlovi?	10.1080/10412905.2007.9699291	VOL. 19, 316-318 (July/Aug 2007)	Journal of Essential Oil Research
EBib000266	Chemical Composition of Cajuput Oil (Melaleuca leucadendra L.) from Cuba	Jorge A. Pino, Avilio Bello, Armando Urguiola, Juan Aguero Rolando Marbot	10.1080/10412905.2002.9699744	VOL. 14, 10-11 (Jan/Feb 2002)	Journal of Essential Oil Research
EBib000267	Chemical Composition of Cypress Essential Oils : Volatile Constituents of Leaf Oils from Seven Cultivated Cupressus species	C.Pierre-Leandri, X.Fernandez, L.Lizzani-Cuvelier, A.-M.Loiseau, R.Fellous	10.1080/10412905.2003.9698596	VOL. 15, 242-247 (July/Aug 2003)	Journal of Essential Oil Research
EBib000268	Chemical Composition of Essential From Fruits of Phellodendron chinense C. K. Schneid.	Anna Lis, Agata Zdrojewska.	10.1080/10412905.2009.9700156	VOL. 21, 194-196 (May/June 2009)	Journal of Essential Oil Research
EBib000269	Chemical composition of essential oil and rosewater extract of Himalayan Musk Rose (Rosa brunonii Lindl) from Kumaon region of western Himalaya	Ram S. Verma, Rajendra C. Padalia and Amit Chauhan	10.1080/10412905.2016.1144543	VOL. 28, 332-338 (Jul/Aug 2016)	Journal of Essential Oil Research
EBib000270	Chemical Composition of Essential Oil from Thymus vulgaris Hybrid	M.Mirza, Z.F.Baher	10.1080/10412905.2003.9698622	VOL. 15, 404-405 (Nov/Dec 2003)	Journal of Essential Oil Research
EBib000271	Chemical Composition of Essential Oil of Callistemon citrinus (Curtis) Skeel from Reunion	Jimmy Chane-Ming , Robert R. Vera & Daniel J. Fraisse	10.1080/10412905.1998.9700935	VOL. 10, 429-431(July/Aug 1998)	Journal of Essential Oil Research
EBib000272	Chemical Composition of Essential Oil of Dill (Anethum graveolens L.) Growing in Reunion Island	R. R. Vera & J. Chane-Ming	10.1080/10412905.1998.9700965	VOL. 10, 539-542 (Sep/Oct 1998)	Journal of Essential Oil Research
EBib000273	Chemical Composition Of Essential Oil Of Lantana Camara L.(Verbenaceae) And Synergistic Effect Of The Aminoglycosides Gentamicin And Amikacin	Erlânio O. Sousa1, Thiago S. Almeida1, Irwin R. A Menezes1, Fabíola F. G.Rodrigues1, Adriana R. Campos2, Sidney G. Lima2 and José G. M. da Costa		Vol 6:2, 144-150, (2012)	Records Of Natural Products
EBib000274	Chemical Composition of Essential Oil of Plectranthus melissoides Benth.	G.R. Mallavar.apu, S.Ramesh, N N.Mengi, A.Kalra	10.1080/10412905.2005.9698895	VOL. 17, 259-260 (May/June 2005)	Journal of Essential Oil Research
EBib000275	Chemical Composition of Essential Oil of Salvia persepolitana Boiss. and Salvia rhytidea Benth. From Iran	Zohreh Habibi , Maryam Yousefi , Hamid Reza Aghaie , Peyman Salehi , Shiva Masoudi & Abdolhossein Rustaiyan	10.1080/10412905.2008.9699405	VOL. 20, 1-3 (Jan/Feb 2008)	Journal of Essential Oil Research
EBib000276	Chemical Composition of Essential Oil of Three Artemisia Species Growing Wild in Iran: Artemisia kermanensis Podl., A. kopetdaghensis Krasch., M.Pop et Lincz. ex Poljak., and A. Haussknechtii Boiss.	Abdolhossein Rustaiyan , Maryam Tabatabaei-Anaraki , Masoud Kazemi , Shiva Masoudi & Paymaneh Makipour	10.1080/10412905.2009.9700205	VOL. 21, 410-412 (Sep/Oct 2009)	Journal of Essential Oil Research
EBib000277	Chemical Composition of Essential Oils from aerial Parts of Aframomum exscapum(Sims) Hepper collected in Guadeloupe,French West Indies.	M.A.Couppe de K. Martin,H. Joseph,S. Bercion, C. Menut	10.1002/ffj.1741	VOL. 21, 902-905 (2006)	Flavour and Fragrance Journal
EBib000278	Chemical Composition of Essential Oils From Bark and Leaves of Individual Trees of Ravensara aromatica Sonnerat.	Hanittrniaina Sahondra Andrianoelisoa, Chantal Menut, Panja Ramanoelina, Falihery Raobelison, Philippe Collas de Chatelperron, Pascal Danthu.	10.1080/10412905.2010.9700267	VOL. 22, 66-70 (Jan/Feb 2010)	Journal of Essential Oil Research
EBib000279	Chemical Composition of Essential Oils from Rhizomes, Leaves and Flowers of Curcuma longa L. from Reunion Island.	Jimmy Chane-Ming, Robert Vera, Jean- Claude Chalchat, Patrick Cabassu.	10.1080/10412905.2002.9699843	VOL. 14, 249-251 (July/Aug 2002)	Journal of Essential Oil Research
EBib000280	Chemical Composition of Essential Oils from Rhizomes,Leaves and Flowers of Curcuma longa L. from reunion Island	Jimmy Chane-Ming,Robert Vera,Jean-Claude Chalchat, Patrick Cabassu	10.1080/10412905.2002.9699843	VOL. 14, 249-251(July/Aug 2002)	Journal of Essential Oil Research
EBib000281	Chemical Composition of Essential Oils from Three Southern Brazilian Species of Mikania (Asteraceae)	R. Limberger, E.S. Suyenaga, A.T. Henriques, C. Menut, P. Verin, G. Lamaty, J.M. Bessiere	10.1080/10412905.1998.9700924	VOL. 10, 363-367 (July/Aug 1998)	Journal of Essential Oil Research
