49,19,25,26,25,17,9,6,4,5,9,3,5,2,6,8,1,7,4,4,9,3,0,1,8
19,28,8,9,9,10,7,4,4,4,1,0,3,2,1,3,1,1,4,3,1,0,0,0,1
25,8,32,25,18,9,5,4,2,2,8,1,3,2,6,7,1,8,2,4,7,1,0,1,7
26,9,25,33,21,8,6,5,1,3,8,1,5,2,5,7,1,6,3,4,7,3,0,1,8
25,9,18,21,32,10,7,5,3,4,7,2,4,2,6,7,2,5,4,4,8,3,0,0,6
17,10,9,8,10,19,6,3,1,2,4,1,1,2,2,4,1,5,1,3,5,0,0,0,1
9,7,5,6,7,6,13,5,2,4,1,1,0,2,2,2,1,1,4,5,1,0,0,0,1
6,4,4,5,5,3,5,10,1,5,2,0,0,2,1,1,2,0,3,3,1,0,0,0,1
4,4,2,1,3,1,2,1,8,1,0,1,0,0,2,1,0,1,2,1,0,0,0,0,0
5,4,2,3,4,2,4,5,1,13,1,1,0,3,1,1,3,0,4,4,0,0,1,1,0
9,1,8,8,7,4,1,2,0,1,11,1,0,0,4,4,0,2,0,1,4,0,0,0,3
3,0,1,1,2,1,1,0,1,1,1,7,0,0,1,1,0,0,0,0,1,0,0,0,1
5,3,3,5,4,1,0,0,0,0,0,0,8,1,0,2,0,0,0,0,1,1,0,0,1
2,2,2,2,2,2,2,2,0,3,0,0,1,5,0,0,1,0,1,3,0,0,0,0,0
6,1,6,5,6,2,2,1,2,1,4,1,0,0,10,5,0,4,1,0,4,0,0,1,3
8,3,7,7,7,4,2,1,1,1,4,1,2,0,5,9,0,4,1,1,4,0,0,0,3
1,1,1,1,2,1,1,2,0,3,0,0,0,1,0,0,6,0,3,2,0,0,2,1,0
7,1,8,6,5,5,1,0,1,0,2,0,0,0,4,4,0,8,0,1,4,0,0,0,2
4,4,2,3,4,1,4,3,2,4,0,0,0,1,1,1,3,0,8,2,0,0,0,0,0
4,3,4,4,4,3,5,3,1,4,1,0,0,3,0,1,2,1,2,8,0,0,1,1,0
9,1,7,7,8,5,1,1,0,0,4,1,1,0,4,4,0,4,0,0,9,1,0,0,4
3,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,5,1,0
1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,3,1
8,1,7,8,6,1,1,1,0,0,3,1,1,0,3,3,0,2,0,0,4,2,0,1,8
