pid,pname,pfid,phid,pgenus
93,Amyris elimifera,84,1,Amyris
94,Anacardium humile,6,1,Anacardium
95,Anaphalis contorta,15,1,Anaphalis
96,Anemia tomentosa var. anthriscifolia,8,1,Anemia
97,Anethum graveolens,11,1,Anethum
98,Angelica acutiloba,11,1,Angelica
99,Angelica archangelica,11,1,Angelica
100,Angelica glauca,11,1,Angelica
101,Angelica sylvestris,11,1,Angelica
102,Aniba riparia,48,1,Aniba
103,Aniba rosaeodora Ducke,48,1,Aniba
104,Aniba terminalis,48,1,Aniba
105,Annona cherimolia,9,1,Annona
106,Annona glabra,9,1,Annona
107,Annona montana,9,1,Annona
108,Annona reticulata L.,9,1,Annona
109,Anthemis altissima,15,1,Anthemis
110,Anthemis carpatica,15,1,Anthemis
111,Anthemis montana,15,1,Anthemis
112,Anthemis talyshensis,15,1,Anthemis
113,Anthemis tinctoria L.,15,1,Anthemis
114,Anthemis triumfettii,15,1,Anthemis
115,Anthocleista vogelii,52,1,Anthocleista
116,Anthriscus cerefolium,11,1,Anthriscus
117,Anvillea garcini,15,1,Anvillea
118,Apium graueolens,11,1,Apium
119,Apium graveolens,11,1,Apium
120,Aquilaria agallocha,93,1,Aquilaria
121,Arabidopsis thaliana,20,1,Arabidopsis
122,Argania spinosa,19,1,Argania
123,Arnica montana,15,1,Arnica
124,Artedia squamata,11,1,Artedia
125,Artemesia lobelii,15,1,Artemesia
126,Artemesia roxburghiana var. purpurascens,15,1,Artemesia
127,Artemisa haussknechtii,15,1,Artemisa
128,Artemisia abrotanum,15,1,Artemisia
129,Artemisia absinthium,15,1,Artemisia
130,Artemisia afra,15,1,Artemisia
131,Artemisia annua,15,1,Artemisia
132,Artemisia arborescens,15,1,Artemisia
133,Artemisia armeniaca,15,1,Artemisia
134,Artemisia aucheri,15,1,Artemisia
135,Artemisia barrelieri,15,1,Artemisia
136,Artemisia caerulescens ssp. caerulescens,15,1,Artemisia
137,Artemisia caerulescens ssp. cretacea,15,1,Artemisia
138,Artemisia campestris,15,1,Artemisia
139,Artemisia chamaemelifolia,15,1,Artemisia
140,Artemisia ciniformis,15,1,Artemisia
141,Artemisia coerulescens,15,1,Artemisia
142,Artemisia coerulescens ssp. cretacea,15,1,Artemisia
143,Artemisia copa,15,1,Artemisia
144,Artemisia densiflora,15,1,Artemisia
145,Artemisia deserti,15,1,Artemisia
146,Artemisia diffusa,15,1,Artemisia
147,Artemisia dracunculus,15,1,Artemisia
148,Artemisia ferganensis,15,1,Artemisia
149,Artemisia fragrans,15,1,Artemisia
150,Artemisia gallica,15,1,Artemisia
151,Artemisia gmelinii,14,1,Artemisia
152,Artemisia gypsacea,15,1,Artemisia
153,Artemisia herba-alba,15,1,Artemisia
154,Artemisia incana,15,1,Artemisia
155,Artemisia judaica,15,1,Artemisia
156,Artemisia kermanensis,15,1,Artemisia
157,Artemisia khorassanica,15,1,Artemisia
158,Artemisia kopetdaghensis,15,1,Artemisia
159,Artemisia lobelii,15,1,Artemisia
160,Artemisia maritima,14,1,Artemisia
161,Artemisia myriantha,15,1,Artemisia
162,Artemisia nilagirica,15,1,Artemisia
163,Artemisia nilagirica var. Septentrionalis,15,1,Artemisia
164,Artemisia persica,15,1,Artemisia
165,Artemisia roxburghiana,14,1,Artemisia
166,Artemisia santolina,15,1,Artemisia
167,Artemisia scoparia,15,1,Artemisia
168,Artemisia sieberi,14,1,Artemisia
169,Artemisia splendens,15,1,Artemisia
170,Artemisia stelleriana,14,1,Artemisia
171,Artemisia subdigitata,15,1,Artemisia
172,Artemisia verlotiorum,15,2,Artemisia
173,Artemisia verlotiorum Lamotte,15,1,Artemisia
174,Artemisia vulgaris,15,1,Artemisia
175,Artemisia wallichiana,15,1,Artemisia
176,Artmisia eriantha,15,1,Artmisia
177,Aspilia africana,15,1,Aspilia
178,Astartea leptophylla,62,1,Astartea
179,Astartea sp. nov.,62,1,Astartea
180,Aster ageratoides,15,1,Aster
181,Astrodaucus orientalis,11,1,Astrodaucus
182,Astrodaucus persicus,11,1,Astrodaucus
183,Astydamia latifolia,11,1,Astydamia
184,Athamanta sicula,11,1,Athamanta
185,Athamanta turbith subsp. Haynaldii,11,1,Athamanta
186,Athamanta turbith subsp. Hungarica,11,1,Athamanta
187,Athrotaxis cupressoides,32,1,Athrotaxis
188,Athrotaxis selaginoides,32,1,Athrotaxis
189,Athrotaxis taxifolia,32,1,Athrotaxis
190,Atlantia roxburghiana,84,1,Atlantia
191,Austrocedrus chilensis,32,1,Austrocedrus
192,Averrhoa carmbola,65,1,Averrhoa
193,Azilia eryngioedes,11,1,Azilia
194,Baccharis articulata,15,1,Baccharis
195,Baccharis articulata (female plant),15,1,Baccharis
196,Baccharis coridifolia,15,1,Baccharis
197,Baccharis dracunculifolia,15,1,Baccharis
198,Baccharis elaeoides,15,1,Baccharis
199,Baccharis halimifolia,15,1,Baccharis
