	Cleome coluteoides	Buhsea coluteoides,Buhsia trinervia,Cadaba trinervia,Stroemia trinervia
	Clinopodium vulgare	Acinos vulgaris,Calamintha vulgaris,Melissa clinopodium,Melissa vulgaris,Satureja vulgaris
	Coatesia paniculata	Geijera helmsiae,Geijera muelleri,Geijera paniculata,Geijera paniculata
	Coespeletia spicata	Espeletia spicata
	Coespeletia thyrsiformis	Espeletia racemosa,Espeletia thyrsiformis
	Coleus Aromaticus	Coleus amboinicus violaceus,Coleus aromaticus,Coleus carnosus,Coleus crassifolius,Coleus subfrutectosus,Coleus suborbicularis,Coleus suganda,Coleus vaalae,Majana amboinica,Majana carnosa,Majana suganda,Ocimum vaalae,Plectranthus amboinicus
	Conyza albida	Aster ambiguus,Baccharis ivifolia,Conyza albida,Conyza altissima,Conyza ambigua,Conyza bonariensis microcephala,Conyza bonariensis subleiotheca,Conyza erigeroides,Conyza floribunda,Conyza floribunda subleiotheca,Conyza groegeri,Conyza sumatrensis,Dimorphanthes ambigua,Erigeron albidus,Erigeron albidus,Erigeron ambiguus,Erigeron bonariensis microcephalus,Eschenbachia ambigua
	Conyza canadensis	Aster canadensis,Caenotus canadensis,Caenotus pusillus,Conyza canadensis,Conyza canadensis glabrata,Conyza canadensis incisa,Conyza canadensis obovoidea,Conyza canadensis pusilla,Conyza canadensis robusta,Conyza canadensis simplex,Conyza parva,Conyzella canadensis,Erigeron canadense glabratus,Erigeron canadense strictum,Erigeron canadensis pusillus,Erigeron myriocephalus,Erigeron paniculatus,Erigeron pusillus,Erigeron ruderalis,Erigeron strictus,Inula canadensis,Leptilon canadense pusillum,Leptilon canadensis,Leptilon pusillum,Marsea canadensis,Senecio ciliatus,Tessenia canadensis,Trimorpha canadensis
	Conyza canadensis	Aster canadensis,Caenotus canadensis,Caenotus pusillus,Conyza canadensis,Conyza canadensis glabrata,Conyza canadensis incisa,Conyza canadensis obovoidea,Conyza canadensis pusilla,Conyza canadensis robusta,Conyza canadensis simplex,Conyza parva,Conyzella canadensis,Erigeron canadense glabratus,Erigeron canadense strictum,Erigeron canadensis pusillus,Erigeron myriocephalus,Erigeron paniculatus,Erigeron pusillus,Erigeron ruderalis,Erigeron strictus,Inula canadensis,Leptilon canadense pusillum,Leptilon canadensis,Leptilon pusillum,Marsea canadensis,Senecio ciliatus,Tessenia canadensis,Trimorpha canadensis
	Copaifera langsdorffii	Copaiba langsdorfii,Copaifera nitida,Copaifera sellowii
	Copaifera langsdorffii	Copaiba langsdorfii,Copaifera nitida,Copaifera sellowii
	Cordia leucocephala	Cordia leucocalyx,Cordia leucocephala,Lithocardium leucocalyx,Lithocardium leucocephalum,Varronia leucocalyx
	Cordia nitida	Cordia elliptica,Cordia nitida,Cordia nitida angustata,Gerascanthus laevigatus
	Coriandrum sativum	Coriandrum diversifolium,Coriandrum globosum,Coriandrum majus,Coriandrum melphitense,Selinum coriandrum,Sium coriandrum,Sium testiculatum
	Coriandrum sativum	Coriandrum diversifolium,Coriandrum globosum,Coriandrum majus,Coriandrum melphitense,Selinum coriandrum,Sium coriandrum,Sium testiculatum
	Coriandrum sativum	Coriandrum diversifolium,Coriandrum globosum,Coriandrum majus,Coriandrum melphitense,Selinum coriandrum,Sium coriandrum,Sium testiculatum
	Coridothymus capitatus	Coridothymus capitatus,Origanum capitatum,Origanum cephalotos,Satureja capitata,Thymbra cephalota,Thymus capitatus,Thymus cephalotos,Thymus creticus
	Corymbia citriodora	Corymbia citriodora variegata,Corymbia variegata,Eucalyptus citriodora,Eucalyptus maculata citriodora,Eucalyptus melissiodora,Eucalyptus variegata
	Couroupita guianensis	Couratari pedicellaris,Couroupita acreensis,Couroupita antillana,Couroupita froesii,Couroupita guianensis surinamensis,Couroupita idolica,Couroupita membranacea,Couroupita peruviana,Couroupita saintcroixiana,Couroupita surinamensis,Couroupita venezuelensis,Lecythis bracteata,Pekea couroupita
	Craniotome furcata	Ajuga furcata,Anisomeles furcata,Anisomeles nepalensis,Craniotome furcata sikkimensis,Craniotome furcata urceolata,Craniotome versicolor,Nepeta versicolor
	Crassocephalum biafrae	Crassocephalum biafrae,Senecio biafrae,Senecio bojeri
	Crassocephalum crepidioides	Crassocephalum diversifolium,Gynura crepidioides,Gynura diversifolia,Gynura microcephala,Gynura polycephala,Senecio crepidioides,Senecio diversifolius
	Crassocephalum mannii	Crassocephalum mannii,Crassocephalum multicorymbosum,Senecio acervatus,Senecio bogoroensis,Senecio congolensis,Senecio mannii,Senecio morrumbalaensis,Senecio multicorymbosus
	Crassocephalum montuosum	Crassocephalum afromontanum,Crassocephalum bumbense,Crassocephalum butaguense,Crassocephalum luteum,Gynura lutea,Gynura montuosa,Senecio afromontanus,Senecio butaguensis,Senecio montuosus,Senecio rufopilosulus
	Crassocephalum rubens	Cacalia uniflora,Crassocephalum cernuum,Cremocephalum cernuum,Gynura cernua,Gynura rubens,Gynura rubens,Senecio cernuus,Senecio guineensis,Senecio purpureus,Senecio rubens,Senecio uniflorus
	Crassocephalum vitellinum	Gynura aurantiaca,Gynura vitellina,Senecio vitellinus
	Crinum latifolium	Amaryllis insignis,Amaryllis littoralis,Amaryllis moluccana,Crinum careyanum,Crinum cochinchinense,Crinum esquirolii,Crinum insigne,Crinum jemenicum,Crinum jemense,Crinum latifolium crilae,Crinum longistylum,Crinum moluccanum,Crinum ornatum careyanum,Crinum ornatum insigne,Crinum ornatum latifolium,Crinum ornatum longistylum,Crinum ornatum moluccanum,Crinum ornatum speciosum,Crinum speciosum
	Crithmum maritimum	Cachrys maritima,Crithmum canariense
	Croton cajucara	Croton motilonorum,Croton seputubensis,Oxydectes cajucara
	Croton campestris	Croton agrarius laetifolius,Croton campestris angustifolius,Croton campestris dupariaei,Croton campestris genuinus,Croton campestris grandivelus,Croton campestris laetifolius,Croton campestris nigricans,Croton laetifolius,Croton sellowianus angustifolius,Croton sellowianus brevifolius,Croton sellowianus tomentosus,Oxydectes campestris
	Croton flavens	Croton albidus,Croton althaeifolius,Croton astroites,Croton balsamifer,Croton cascarilla,Croton flavens balsamifer,Croton flavens genuinus,Croton flavens mucronatus,Croton flavens pallidus,Croton flavens richardii,Croton flavens rigidus,Croton flocculosus,Croton lamarckianus,Croton leprosus,Croton mauralis,Croton mucronatus,Croton padifolius,Croton portoricensis,Croton rhamnifolius antillanus,Croton richardii,Croton rigidus,Croton tomentosus,Oxydectes albida,Oxydectes althaeifolia,Oxydectes astroites,Oxydectes flavens,Oxydectes flocculosa,Semilta althaeifolia
	Croton sonderianus	Oxydectes sonderiana
	Cunila angustifolia	Hedyosmos angustifolius
	Cunila galioides	Cunila galioides hispida,Hedeoma glaziovii,Hedyosmos galioides
	Cunila spicata	Gardoquia spicata,Hedeoma hassleri,Hedyosmos spicatus
	Cupressus atlantica	Cupressus atlantica,Cupressus sempervirens atlantica
	Cupressus cashmeriana	Cupressus assamica,Cupressus darjeelingensis,Cupressus himalaica,Cupressus himalaica darjeelingensis,Cupressus pendula,Cupressus pseudohimalaica,Cupressus tortulosa,Cupressus torulosa cashmeriana
	Cupressus duclouxiana	Cupressus duclouxiana likiangensis
	Cupressus funebris	Chamaecyparis funebris,Cupressus funebris gracilis,Cupressus pendula,Platycyparis funebris
	Cupressus macnabiana	Callitropsis macnabiana,Cupressus nabiana,Hesperocyparis macnabiana,Neocupressus macnabiana
	Cupressus macrocarpa	Callitropsis macrocarpa,Cupressus hartwegii,Cupressus lambertiana,Cupressus macrocarpa lambertiana,Hesperocyparis macrocarpa,Neocupressus macrocarpa
	Cupressus sempervirens	Cupressus elongata,Cupressus horizontalis,Cupressus horizontalis pendula,Cupressus patula,Cupressus sempervirens horizontalis,Cupressus sempervirens horizontalis,Cupressus sempervirens horizontalis,Cupressus sempervirens numidica
	Cupressus tonkinensis	Cupressus austrotibetica,Cupressus austrotibetica medogensis,Cupressus austrotibetica tongmaiensis,Cupressus karnaliensis,Cupressus karnaliensis mustangensis,Cupressus lusitanica torulosa,Cupressus pakistanensis,Cupressus sempervirens indica,Cupressus tongmaiensis,Cupressus tongmaiensis ludlowii,Cupressus tonkinensis,Cupressus torulosa karnaliensis,Cupressus whitleyana
	Curcuma angustifolia	Curcuma angustifolia
	Curcuma longa	Amomum curcuma,Curcuma brog,Curcuma domestica,Curcuma longa vanaharidra,Curcuma ochrorhiza,Curcuma soloensis,Curcuma tinctoria,Kua domestica,Stissera curcuma
	Curcuma longa	Amomum curcuma,Curcuma brog,Curcuma domestica,Curcuma longa vanaharidra,Curcuma ochrorhiza,Curcuma soloensis,Curcuma tinctoria,Kua domestica,Stissera curcuma
	Cyclotrichium leucotrichum	Calamintha leucotricha
	Cyclotrichium straussii	Calamintha straussii,Satureja straussii
	Cymbopogon afronardus	Andropogon citrosus,Andropogon confertiflorus,Andropogon grandis,Andropogon hamulatus,Andropogon nardus,Andropogon nardus grandis,Andropogon nardus luridus,Andropogon nardus nilagiricus,Andropogon nardus prolixus,Andropogon nardus validus,Andropogon nardus zeyheri,Andropogon nilagiricus,Andropogon pseudohirtus,Andropogon thwaitesii,Cymbopogon afronardus,Cymbopogon claessensii,Cymbopogon confertiflorus,Cymbopogon nardus confertiflorus,Cymbopogon nardus luridus,Cymbopogon nardus nilgiricus,Cymbopogon prolixus,Cymbopogon thwaitesii,Cymbopogon validus,Cymbopogon validus lysocladus,Cymbopogon virgatus,Lagurus paniculatus,Sorghum nardus
	Cymbopogon citratus	Andropogon ceriferus,Andropogon citratus,Andropogon citriodorus,Andropogon fragrans,Andropogon nardus ceriferus,Andropogon roxburghii
	Cymbopogon distans	Andropogon distans,Andropogon nardus distans
	Cymbopogon flexuosus	Andropogon ampliflorus,Andropogon flexuosus,Andropogon nardus flexuosus,Cymbopogon flexuosus arunachalis,Cymbopogon flexuosus assamensis,Cymbopogon flexuosus sikkimensis,Cymbopogon travancorensis
	Cymbopogon giganteus	Andropogon giganteus,Cymbopogon caesius giganteus,Cymbopogon connatus benearmatus,Cymbopogon giganteus inermis
	Cymbopogon microstachys	Andropogon nardus microstachys,Cymbopogon flexuosus microstachys
	Cymbopogon nardus	Andropogon citrosus,Andropogon confertiflorus,Andropogon grandis,Andropogon hamulatus,Andropogon nardus,Andropogon nardus grandis,Andropogon nardus luridus,Andropogon nardus nilagiricus,Andropogon nardus prolixus,Andropogon nardus validus,Andropogon nardus zeyheri,Andropogon nilagiricus,Andropogon pseudohirtus,Andropogon thwaitesii,Cymbopogon afronardus,Cymbopogon claessensii,Cymbopogon confertiflorus,Cymbopogon nardus confertiflorus,Cymbopogon nardus luridus,Cymbopogon nardus nilgiricus,Cymbopogon prolixus,Cymbopogon thwaitesii,Cymbopogon validus,Cymbopogon validus lysocladus,Cymbopogon virgatus,Lagurus paniculatus,Sorghum nardus
	Cymbopogon nardus	Andropogon citrosus,Andropogon confertiflorus,Andropogon grandis,Andropogon hamulatus,Andropogon nardus,Andropogon nardus grandis,Andropogon nardus luridus,Andropogon nardus nilagiricus,Andropogon nardus prolixus,Andropogon nardus validus,Andropogon nardus zeyheri,Andropogon nilagiricus,Andropogon pseudohirtus,Andropogon thwaitesii,Cymbopogon afronardus,Cymbopogon claessensii,Cymbopogon confertiflorus,Cymbopogon nardus confertiflorus,Cymbopogon nardus luridus,Cymbopogon nardus nilgiricus,Cymbopogon prolixus,Cymbopogon thwaitesii,Cymbopogon validus,Cymbopogon validus lysocladus,Cymbopogon virgatus,Lagurus paniculatus,Sorghum nardus
	Cymbopogon proximus	Andropogon giganteus,Andropogon jwarancusa proximus,Andropogon jwarancusa sennarensis,Andropogon proximus,Andropogon schoenanthus proximus,Andropogon schoenanthus proximus,Andropogon sennarensis,Cymbopogon proximus,Cymbopogon proximus sennarensis,Cymbopogon sennarensis,Cymbopogon sennarensis proximus,Gymnanthelia proxima,Gymnanthelia sennarensis
	Cyperus esculentus	Chlorocyperus aureus,Chlorocyperus phymatodes,Cyperus aureus,Cyperus aureus esculentus,Cyperus bahiensis,Cyperus buchananii,Cyperus bulamensis,Cyperus callistus,Cyperus chrysostachys,Cyperus damiettensis,Cyperus esculentus angustispicatus,Cyperus esculentus angustispicatus,Cyperus esculentus aureus,Cyperus esculentus cyclolepis,Cyperus esculentus evolutus,Cyperus esculentus heermannii,Cyperus esculentus helodes,Cyperus esculentus leptostachyus,Cyperus esculentus lutescens,Cyperus esculentus macrostachyus,Cyperus esculentus macrostachyus,Cyperus esculentus phymatodes,Cyperus esculentus princeps,Cyperus esculentus sativus,Cyperus esculentus sprucei,Cyperus fulvescens,Cyperus gracilescens,Cyperus gracilis,Cyperus heermannii,Cyperus helodes,Cyperus hydra,Cyperus lutescens,Cyperus melanorhizus,Cyperus nervosus,Cyperus officinalis,Cyperus pallidus,Cyperus phymatodes,Cyperus phymatodes heermannii,Cyperus repens,Cyperus ruficomus,Cyperus sieberianus,Cyperus tenoreanus,Cyperus tenorei,Cyperus tuberosus,Cyperus variabilis,Pterocyperus esculentus,Pycreus esculentus
	Cyperus maculatus	Cyperus longus maculatus
	Cyperus rotundus	Chlorocyperus rotundus,Chlorocyperus salaamensis,Cyperus agrestis,Cyperus arabicus,Cyperus badius inconspicuus,Cyperus bicolor,Cyperus bifax,Cyperus bulbosostoloniferus,Cyperus comosus,Cyperus disruptus,Cyperus elongatus,Cyperus herbicavus,Cyperus hexastachyos,Cyperus hildra,Cyperus hydra,Cyperus inconspicuus,Cyperus laevissimus,Cyperus leptostachyus,Cyperus longus,Cyperus merkeri,Cyperus micreilema,Cyperus nubicus,Cyperus ochreoides,Cyperus officinalis,Cyperus oliganthus,Cyperus olivaris,Cyperus olivaris brevibracteatus,Cyperus pallescens,Cyperus pallescens,Cyperus patulus,Cyperus platystachys,Cyperus procerulus,Cyperus proteinolepis,Cyperus pseudovariegatus,Cyperus purpureovariegatus,Cyperus radicosus,Cyperus retzii,Cyperus rotundus acutus,Cyperus rotundus amaliae,Cyperus rotundus brevibracteatus,Cyperus rotundus brevibracteatus,Cyperus rotundus carinalis,Cyperus rotundus carinatus,Cyperus rotundus centiflorus,Cyperus rotundus comosus,Cyperus rotundus comosus,Cyperus rotundus comosus,Cyperus rotundus contractus,Cyperus rotundus depallescens,Cyperus rotundus disruptus,Cyperus rotundus divaricatus,Cyperus rotundus elongatus,Cyperus rotundus hydra,Cyperus rotundus inconspicuus,Cyperus rotundus inconspicuus,Cyperus rotundus inconspicuus,Cyperus rotundus latifolius,Cyperus rotundus latimarginatus,Cyperus rotundus macrostachyus,Cyperus rotundus major,Cyperus rotundus merkeri,Cyperus rotundus nubicus,Cyperus rotundus pallidus,Cyperus rotundus platystachys,Cyperus rotundus procerula,Cyperus rotundus pseudesculentus,Cyperus rotundus quimoyensis,Cyperus rotundus retzii,Cyperus rotundus salsolus,Cyperus rotundus spadiceus,Cyperus rotundus taylorii,Cyperus rotundus tetrastachyos,Cyperus rotundus tuberosus,Cyperus rubicundus,Cyperus rudioi,Cyperus rudioi minor,Cyperus stoloniferus pallidus,Cyperus taylorii,Cyperus tenuifolius,Cyperus tetrastachyos,Cyperus tuberosus,Cyperus viridis,Cyperus weinlandii,Cyperus yoshinagae,Pycreus rotundus,Schoenus tuberosus
	Daphnandra micrantha	Atherosperma micranthum
	Daphnandra repandula	Atherosperma repandulum
	Daucus littoralis	Caucalis glabra,Daucus gaillardoti,Daucus glaber,Daucus littoralis forsskalii,Daucus littoralis glabra,Daucus littoralis negevensis,Daucus pubescens,Orlaya anisopoda
	Decaspermum humile	Decaspermum laxiflorum,Decaspermum paniculatum laxiflorum,Myrtus sericocalyx,Nelitris humilis,Nelitris paniculata laxiflora
	Dennettia tripetala	Dennettia tripetala
	Desmos goezeanus	Unona queenslandica,Uva goezeana,Uvaria goezeana
	Desmos wardianus	Unona wardiana
	Dictamnus albus	Dictamnus albus macedonicus,Dictamnus altaica,Dictamnus angustifolius,Dictamnus davuricus,Dictamnus fraxinella,Dictamnus generalis,Dictamnus gymnostylis,Dictamnus himalayensis,Dictamnus macedonicus,Dictamnus major,Dictamnus microphyllus,Dictamnus obtusiflorus,Dictamnus odorus,Dictamnus sessilis,Dictamnus solitarius,Dictamnus suffultus,Dictamnus tadshikorum,Dictamnus turkestanicus bucharicus,Fraxinella alba,Fraxinella dictamnus
	Dicyclophora persica	Chamaesciadium persicum
	Diospyros blancoi	Cavanillea mabolo,Cavanillea philippensis,Diospyros blancoi,Diospyros durionoides,Diospyros mabolo,Diospyros mabolo,Diospyros malacapai,Diospyros merrillii,Diospyros philippensis,Diospyros utilis,Embryopteris discolor,Mabola edulis
	Dipteryx odorata	Coumarouna odorata,Coumarouna tetraphylla,Dipteryx tetraphylla
	Dittrichia graveolens	Conyza graveolens,Conyza minor,Cupularia graveolens,Erigeron graveolens,Helenium graveolens,Inula brahuica,Inula graveolens,Inula quadridentata,Paniopsis graveolens,Pulicaria graveolens,Solidago graveolens
	Doronicum austriacum	Doronicum austriacum,Doronicum balansae,Doronicum macrolepis,Doronicum vaginatum
	Dracocephalum aucheri	Dracocephalum botryoides,Nepeta lagopsioides,Teucrium palmatum
	Dracocephalum kotschyi	Dracocephalum oligadenium
	Dracocephalum moldavica	Dracocephalum fragrans,Dracocephalum moldavica albiflorum,Moldavica moldavica,Moldavica punctata,Moldavica setosa,Moldavica suaveolens,Nepeta moldavica,Ruyschiana moldavica
	Dracocephalum speciosum	Dracocephalum calanthum,Dracocephalum speciosum,Ruyschiana wallichii
	Ducrosia anethifolia	Ducrosia olivieri,Zozimia anethifolia
	Echinacea purpurea	Brauneria purpurea,Echinacea intermedia,Echinacea purpurea arkansana,Echinacea serotina,Echinacea serotina,Echinacea speciosa,Helichroa alba,Helichroa amoena,Helichroa crocea,Helichroa elatior,Helichroa fusca,Helichroa fuscata,Helichroa linnaeana,Helichroa purpurea,Helichroa uniflora,Lepachis purpurea,Rudbeckia aspera,Rudbeckia hispida,Rudbeckia purpurea,Rudbeckia serotina,Rudbeckia speciosa
	Echinophora carvifolia	Carpotheca carvifolia,Echinophora carvifolia
	Echinophora cinerea	Ferulago cinerea
	Echinophora orientalis	Echinophora orientale,Echinophora orientalis
	Echinophora tenuifolia	Anisosciadium tenuifolium sibthorpianum,Chrysosciadium sibthorpianum,Echinophora sibthorpiana,Echinophora tenuifolia
	Echinophora tenuifolia	Anisosciadium tenuifolium sibthorpianum,Chrysosciadium sibthorpianum,Echinophora sibthorpiana,Echinophora tenuifolia
	Echinophora tournefortii	Echinophora anatolica
	Echinophora trichophylla	Echinophora radians
	Echinops graecus	Echinops grandiflorus,Echinops lanuginosus,Echinops tenuissimus,Sphaerocephalus graecus
	Echinops ritro	Echinops altaicus,Echinops cirsiifolius,Echinops erevanensis,Echinops giganteus,Echinops horridus,Echinops major,Echinops maximus,Echinops multiflorus,Echinops paniculatus,Echinops ritro,Echinops rochelianus cirsiifolius,Echinops sphaerocephalus microcephalus,Echinops strigosus,Echinops tauricus,Echinops villosus,Sphaerocephalus multiflorus
	Elsholtzia blanda	Aphanochilus blandus,Perilla elata
	Elsholtzia ciliata	Elsholtzia ciliata brevipes,Elsholtzia ciliata depauperata,Elsholtzia ciliata duplicatocrenata,Elsholtzia ciliata leucantha,Elsholtzia ciliata minima,Elsholtzia ciliata ramosa,Elsholtzia ciliata remota,Elsholtzia communis longipilosa,Elsholtzia cristata,Elsholtzia cristata leucantha,Elsholtzia cristata ramosa,Elsholtzia cristata ruderalis,Elsholtzia cristata saxatilis,Elsholtzia cristata saxatilis,Elsholtzia cyprianii longipilosa,Elsholtzia formosana,Elsholtzia hallasanensis,Elsholtzia hallasanensis albiflora,Elsholtzia interrupta,Elsholtzia patrinii,Elsholtzia pseudocristata,Elsholtzia pseudocristata saxatilis,Elsholtzia saxatilis,Elsholtzia serotina,Elsholtzia splendens hallasanensis,Elsholtzia springia,Hyssopus bracteatus,Hyssopus ocymifolius,Mentha baikalensis,Mentha cristata,Mentha ovata,Mentha patrinii,Mentha perilloides,Perilla polystachya,Sideritis ciliata,Sideritis ciliata mokpoensis
	Elsholtzia densa	Dysophylla ianthina,Elsholtzia calycocarpa,Elsholtzia densa calycocarpa,Elsholtzia densa ianthina,Elsholtzia ianthina,Elsholtzia manshurica,Paulseniella pamirensis,Platyelasma calycocarpum,Platyelasma densum,Platyelasma manshuricum,Pogostemon ianthinus
	Elsholtzia fruticosa	Aphanochilus fruticosus,Aphanochilus polystachyus,Colebrookea oppositifolia,Elsholtzia dielsii,Elsholtzia fruticosa glabrifolia,Elsholtzia fruticosa inclusa,Elsholtzia fruticosa leptostachya,Elsholtzia fruticosa parvifolia,Elsholtzia fruticosa paucidentata,Elsholtzia polystachya,Elsholtzia souliei,Elsholtzia tristis,Leucosceptrum plectranthoideum,Perilla fruticosa
	Elsholtzia incisa	Aphanochilus foetens,Aphanochilus incisus,Aphanochilus paniculatus,Elsholtzia incisa,Elsholtzia incisa major,Elsholtzia major,Elsholtzia stachyodes major,Hyptis stachyodes,Mentha blanda,Mentha blanda,Mentha foetens,Mentha incisa,Mentha paniculata,Nepeta imobus,Perilla leptostachya
	Eremostachys adenantha	Eremostachys adenantha
	Eremostachys macrophylla	Eremostachys macrochila,Eremostachys macrophylla,Eremostachys molucelloides,Eremostachys molucelloides intermedia,Eremostachys molucelloides macrophylla,Eremostachys molucelloides macrophylla,Eremostachys pyramidalis,Moluccella lanata
	Erigeron annuus	Aster annuus,Aster stenactis,Cineraria corymbosa,Diplopappus annuus,Diplopappus dubius,Doronicum bellidiflorum,Erigeron annuus discoideus,Erigeron bellidioides,Erigeron diversifolius,Erigeron heterophyllus,Erigeron strigosus,Phalacroloma acutifolium,Phalacroloma annuum,Pulicaria annua,Pulicaria bellidiflora,Stenactis annua,Stenactis dubia
	Erigeron floribundus	Blumea floresiana,Conyza bilbaoana,Conyza bonariensis leiotheca,Conyza elata,Conyza floresiana,Conyza floribunda,Conyza floribunda laciniata,Conyza floribunda linearifolia,Conyza myriocephala,Conyza naudini,Conyza sumatrensis floribunda,Conyza sumatrensis leiotheca,Dimorphanthes floribunda,Erigeron bilbaoanus,Erigeron bonariensis floribundum,Erigeron bonariensis glabrata,Erigeron bonariensis leiothecus,Erigeron myriocephalus,Erigeron naudinii,Erigeron naudinii,Erigeron sumatrensis leiotheca,Leptilon floribundum,Marsea bonariensis leiotheca,Placus floresiana
	Eryngium bungei	Eryngium kermanense
	Eryngium caeruleum	Eryngium armatum,Eryngium caeruleum,Eryngium intermedium,Eryngium latifolium,Eryngium planifolium,Eryngium pumilum,Eryngium pusillum
	Eryngium foetidum	Eryngium foetidum
	Eryngium palmatum	Eryngium tricuspidatum
	Eryngium paludosum	Eryngium rostratum paludosum
	Eryngium pandanifolium	Eryngium decaisneanum,Eryngium lassauxii,Eryngium oligodon,Eryngium pandanifolium lasseauxii
	Eryngium paniculatum	Eryngium humboldtianum,Eryngium paniculatum,Eryngium paniculatum atrocephalum,Eryngium subulatum
	Eryngium rostratum	Eryngium rostratum diversifolium
	Eschweilera coriacea	Chytroma cincturata,Chytroma grandifolia,Eschweilera acuminatissima,Eschweilera eymaana,Eschweilera fractiflexa,Eschweilera grandifolia,Eschweilera matamata,Eschweilera odora,Eschweilera pallida,Eschweilera retroflexa,Eschweilera vageleri,Jugastrum coriaceum,Lecythis acuminatissima,Lecythis coriacea,Lecythis grandifolia,Lecythis odora,Lecythis peruviana,Lecythis retroflexa,Neohuberia matamata
	Eucalyptus alba	Eucalyptus alba australasica,Eucalyptus leucadendron
	Eucalyptus albens	Eucalyptus albens elongata,Eucalyptus hemiphloia albens
	Eucalyptus blakelyi	Eucalyptus blakelyi irrorata,Eucalyptus blakelyi parvifructa
	Eucalyptus citriodora	Corymbia citriodora variegata,Corymbia variegata,Eucalyptus citriodora,Eucalyptus maculata citriodora,Eucalyptus melissiodora,Eucalyptus variegata
	Eucalyptus citriodora	Corymbia citriodora variegata,Corymbia variegata,Eucalyptus citriodora,Eucalyptus maculata citriodora,Eucalyptus melissiodora,Eucalyptus variegata
	Eucalyptus cladocalyx	Eucalyptus corynocalyx,Eucalyptus langii
	Eucalyptus dealbata	Eucalyptus dealbata populnea,Eucalyptus tereticornis dealbata,Eucalyptus umbellata dealbata,Eucalyptus viminalis dealbata
	Eucalyptus deanei	Eucalyptus saligna parviflora
	Eucalyptus decaisneana	Eucalyptus decaisneana,Eucalyptus fabrorum,Eucalyptus falcifolia,Eucalyptus gigantea,Eucalyptus heterophylla,Eucalyptus nervosa,Eucalyptus obliqua,Eucalyptus obliqua degressa,Eucalyptus obliqua megacarpa,Eucalyptus pallens,Eucalyptus procera
	Eucalyptus deglupta	Eucalyptus binacag,Eucalyptus multiflora,Eucalyptus naudiniana,Eucalyptus sarassa,Eucalyptus schlechteri,Eucalyptus versicolor,Eugenia binacag
	Eucalyptus dives	Eucalyptus amygdalina latifolia
	Eucalyptus gunnii	Eucalyptus angustifolia,Eucalyptus gunnii,Eucalyptus huberiana,Eucalyptus viminalis huberiana,Eucalyptus viminalis rhynchocorys
	Eucalyptus intertexta	Eucalyptus intertexta diminuta,Eucalyptus intertexta fruticosa
	Eucalyptus kruseana	Eucalyptus morrisonii
	Eucalyptus maculata	Eucalyptus maculata
	Eucalyptus microtheca	Eucalyptus raveretiana jerichoensis
	Eucalyptus miniata	Eucalyptus aurantiaca
	Eucalyptus nesophila	Eucalyptus nesophila
	Eucalyptus nitens	Eucalyptus goniocalyx nitens
	Eucalyptus orbifolia	Eucalyptus lata
	Eucalyptus ovata	Eucalyptus acervula,Eucalyptus brachypoda,Eucalyptus gunnii acervula,Eucalyptus gunnii elata,Eucalyptus gunnii ovata,Eucalyptus mulleri,Eucalyptus ovata grandiflora,Eucalyptus paludosa,Eucalyptus stuartiana,Eucalyptus stuartiana longifolia
	Eucalyptus polycarpa	Eucalyptus derbyensis,Eucalyptus erubescens,Eucalyptus polycarpa,Eucalyptus pyrophora polycarpa,Eucalyptus terminalis carnosa
	Eucalyptus punctata	Eucalyptus punctata didyma,Eucalyptus punctata major,Eucalyptus shiressii,Eucalyptus tereticornis brachycorys
	Eucalyptus robusta	Eucalyptus multiflora,Eucalyptus multiflora bivalvis,Eucalyptus robusta bivalvis,Eucalyptus robusta rostrata,Eucalyptus rostrata
	Eucalyptus saligna	Eucalyptus saligna pallidivalvis,Eucalyptus saligna protrusa
	Eucalyptus torelliana	Eucalyptus torelliana
	Eugenia acapulcensis	Eugenia antiguae,Eugenia bartlettiana,Eugenia baruensis,Eugenia bonplandiana,Eugenia bracteolosa,Eugenia campechiana,Eugenia carranzae,Eugenia carthagenensis,Eugenia carthagenensis baruensis,Eugenia comitanensis,Eugenia deltoidea,Eugenia escuintlensis,Eugenia ilhensis,Eugenia maritima,Eugenia mosquitensis,Eugenia ovatifolia,Eugenia sibunensis,Myrtus maritima
	Eugenia arenosa	Guajava herbacea,Psidium herbaceum
	Eugenia axillaris	Eugenia axillaris,Eugenia cambucarana
	Eugenia beaurepaireana	Eugenia beaurepaireana,Myrtus beaurepairiana,Pilothecium beaurepairianum,Pilothecium ternatifolium
	Eugenia brasiliensis	Eugenia bracteolaris,Eugenia brasiliensis erythrocarpa,Eugenia brasiliensis leucocarpa,Eugenia dombeyi,Eugenia filipes,Eugenia ubensis,Myrtus dombeyi,Myrtus grumixama,Stenocalyx brasiliensis,Stenocalyx brasiliensis erythrocarpa,Stenocalyx brasiliensis iocarpa,Stenocalyx brasiliensis leucocarpa,Stenocalyx brasiliensis silvestris,Stenocalyx ubensis
	Eugenia burkartiana	Pseudocaryophyllus burkartianus
