pid	synonyms
494	Pycreus esculentus
495	Cyperus longus maculatus
496	Chlorocyperus rotundus
496	Chlorocyperus salaamensis
496	Cyperus agrestis
496	Cyperus arabicus
496	Cyperus badius inconspicuus
496	Cyperus bicolor
496	Cyperus bifax
496	Cyperus bulbosostoloniferus
496	Cyperus comosus
496	Cyperus disruptus
496	Cyperus elongatus
496	Cyperus herbicavus
496	Cyperus hexastachyos
496	Cyperus hildra
496	Cyperus hydra
496	Cyperus inconspicuus
496	Cyperus laevissimus
496	Cyperus leptostachyus
496	Cyperus longus
496	Cyperus merkeri
496	Cyperus micreilema
496	Cyperus nubicus
496	Cyperus ochreoides
496	Cyperus officinalis
496	Cyperus oliganthus
496	Cyperus olivaris
496	Cyperus olivaris brevibracteatus
496	Cyperus pallescens
496	Cyperus pallescens
496	Cyperus patulus
496	Cyperus platystachys
496	Cyperus procerulus
496	Cyperus proteinolepis
496	Cyperus pseudovariegatus
496	Cyperus purpureovariegatus
496	Cyperus radicosus
496	Cyperus retzii
496	Cyperus rotundus acutus
496	Cyperus rotundus amaliae
496	Cyperus rotundus brevibracteatus
496	Cyperus rotundus brevibracteatus
496	Cyperus rotundus carinalis
496	Cyperus rotundus carinatus
496	Cyperus rotundus centiflorus
496	Cyperus rotundus comosus
496	Cyperus rotundus comosus
496	Cyperus rotundus comosus
496	Cyperus rotundus contractus
496	Cyperus rotundus depallescens
496	Cyperus rotundus disruptus
496	Cyperus rotundus divaricatus
496	Cyperus rotundus elongatus
496	Cyperus rotundus hydra
496	Cyperus rotundus inconspicuus
496	Cyperus rotundus inconspicuus
496	Cyperus rotundus inconspicuus
496	Cyperus rotundus latifolius
496	Cyperus rotundus latimarginatus
496	Cyperus rotundus macrostachyus
496	Cyperus rotundus major
496	Cyperus rotundus merkeri
496	Cyperus rotundus nubicus
496	Cyperus rotundus pallidus
496	Cyperus rotundus platystachys
496	Cyperus rotundus procerula
496	Cyperus rotundus pseudesculentus
496	Cyperus rotundus quimoyensis
496	Cyperus rotundus retzii
496	Cyperus rotundus salsolus
496	Cyperus rotundus spadiceus
496	Cyperus rotundus taylorii
496	Cyperus rotundus tetrastachyos
496	Cyperus rotundus tuberosus
496	Cyperus rubicundus
496	Cyperus rudioi
496	Cyperus rudioi minor
496	Cyperus stoloniferus pallidus
496	Cyperus taylorii
496	Cyperus tenuifolius
496	Cyperus tetrastachyos
496	Cyperus tuberosus
496	Cyperus viridis
496	Cyperus weinlandii
496	Cyperus yoshinagae
496	Pycreus rotundus
496	Schoenus tuberosus
500	Atherosperma micranthum
501	Atherosperma repandulum
507	Caucalis glabra
507	Daucus gaillardoti
507	Daucus glaber
507	Daucus littoralis forsskalii
507	Daucus littoralis glabra
507	Daucus littoralis negevensis
507	Daucus pubescens
507	Orlaya anisopoda
508	Decaspermum laxiflorum
508	Decaspermum paniculatum laxiflorum
508	Myrtus sericocalyx
508	Nelitris humilis
508	Nelitris paniculata laxiflora
510	Dennettia tripetala
511	Unona queenslandica
511	Uva goezeana
511	Uvaria goezeana
512	Unona wardiana
513	Dictamnus albus macedonicus
513	Dictamnus altaica
513	Dictamnus angustifolius
513	Dictamnus davuricus
513	Dictamnus fraxinella
513	Dictamnus generalis
513	Dictamnus gymnostylis
513	Dictamnus himalayensis
513	Dictamnus macedonicus
513	Dictamnus major
513	Dictamnus microphyllus
513	Dictamnus obtusiflorus
513	Dictamnus odorus
513	Dictamnus sessilis
513	Dictamnus solitarius
513	Dictamnus suffultus
513	Dictamnus tadshikorum
513	Dictamnus turkestanicus bucharicus
513	Fraxinella alba
513	Fraxinella dictamnus
514	Chamaesciadium persicum
515	Cavanillea mabolo
515	Cavanillea philippensis
515	Diospyros blancoi
515	Diospyros durionoides
515	Diospyros mabolo
515	Diospyros mabolo
515	Diospyros malacapai
515	Diospyros merrillii
515	Diospyros philippensis
515	Diospyros utilis
515	Embryopteris discolor
515	Mabola edulis
517	Coumarouna odorata
517	Coumarouna tetraphylla
517	Dipteryx tetraphylla
518	Conyza graveolens
518	Conyza minor
518	Cupularia graveolens
518	Erigeron graveolens
518	Helenium graveolens
518	Inula brahuica
518	Inula graveolens
518	Inula quadridentata
518	Paniopsis graveolens
518	Pulicaria graveolens
518	Solidago graveolens
519	Doronicum austriacum
519	Doronicum balansae
519	Doronicum macrolepis
519	Doronicum vaginatum
520	Dracocephalum botryoides
520	Nepeta lagopsioides
520	Teucrium palmatum
521	Dracocephalum oligadenium
522	Dracocephalum fragrans
522	Dracocephalum moldavica albiflorum
522	Moldavica moldavica
522	Moldavica punctata
522	Moldavica setosa
522	Moldavica suaveolens
522	Nepeta moldavica
522	Ruyschiana moldavica
523	Dracocephalum calanthum
523	Dracocephalum speciosum
523	Ruyschiana wallichii
525	Ducrosia olivieri
525	Zozimia anethifolia
527	Brauneria purpurea
527	Echinacea intermedia
527	Echinacea purpurea arkansana
527	Echinacea serotina
527	Echinacea serotina
527	Echinacea speciosa
527	Helichroa alba
527	Helichroa amoena
527	Helichroa crocea
527	Helichroa elatior
527	Helichroa fusca
527	Helichroa fuscata
527	Helichroa linnaeana
527	Helichroa purpurea
527	Helichroa uniflora
527	Lepachis purpurea
527	Rudbeckia aspera
527	Rudbeckia hispida
527	Rudbeckia purpurea
527	Rudbeckia serotina
527	Rudbeckia speciosa
528	Carpotheca carvifolia
528	Echinophora carvifolia
530	Ferulago cinerea
532	Echinophora orientale
532	Echinophora orientalis
534	Anisosciadium tenuifolium sibthorpianum
534	Chrysosciadium sibthorpianum
534	Echinophora sibthorpiana
534	Echinophora tenuifolia
535	Anisosciadium tenuifolium sibthorpianum
535	Chrysosciadium sibthorpianum
535	Echinophora sibthorpiana
535	Echinophora tenuifolia
536	Echinophora anatolica
537	Echinophora radians
538	Echinops grandiflorus
538	Echinops lanuginosus
538	Echinops tenuissimus
538	Sphaerocephalus graecus
539	Echinops altaicus
539	Echinops cirsiifolius
539	Echinops erevanensis
539	Echinops giganteus
539	Echinops horridus
539	Echinops major
539	Echinops maximus
539	Echinops multiflorus
539	Echinops paniculatus
539	Echinops ritro
539	Echinops rochelianus cirsiifolius
539	Echinops sphaerocephalus microcephalus
539	Echinops strigosus
539	Echinops tauricus
539	Echinops villosus
539	Sphaerocephalus multiflorus
542	Aphanochilus blandus
542	Perilla elata
543	Elsholtzia ciliata brevipes
543	Elsholtzia ciliata depauperata
543	Elsholtzia ciliata duplicatocrenata
543	Elsholtzia ciliata leucantha
543	Elsholtzia ciliata minima
543	Elsholtzia ciliata ramosa
543	Elsholtzia ciliata remota
543	Elsholtzia communis longipilosa
543	Elsholtzia cristata
543	Elsholtzia cristata leucantha
543	Elsholtzia cristata ramosa
543	Elsholtzia cristata ruderalis
543	Elsholtzia cristata saxatilis
543	Elsholtzia cristata saxatilis
543	Elsholtzia cyprianii longipilosa
543	Elsholtzia formosana
543	Elsholtzia hallasanensis
543	Elsholtzia hallasanensis albiflora
543	Elsholtzia interrupta
543	Elsholtzia patrinii
543	Elsholtzia pseudocristata
543	Elsholtzia pseudocristata saxatilis
543	Elsholtzia saxatilis
543	Elsholtzia serotina
543	Elsholtzia splendens hallasanensis
543	Elsholtzia springia
543	Hyssopus bracteatus
543	Hyssopus ocymifolius
543	Mentha baikalensis
543	Mentha cristata
543	Mentha ovata
543	Mentha patrinii
543	Mentha perilloides
543	Perilla polystachya
543	Sideritis ciliata
543	Sideritis ciliata mokpoensis
544	Dysophylla ianthina
544	Elsholtzia calycocarpa
544	Elsholtzia densa calycocarpa
544	Elsholtzia densa ianthina
544	Elsholtzia ianthina
544	Elsholtzia manshurica
544	Paulseniella pamirensis
544	Platyelasma calycocarpum
544	Platyelasma densum
544	Platyelasma manshuricum
544	Pogostemon ianthinus
545	Aphanochilus fruticosus
545	Aphanochilus polystachyus
545	Colebrookea oppositifolia
545	Elsholtzia dielsii
545	Elsholtzia fruticosa glabrifolia
545	Elsholtzia fruticosa inclusa
545	Elsholtzia fruticosa leptostachya
545	Elsholtzia fruticosa parvifolia
545	Elsholtzia fruticosa paucidentata
545	Elsholtzia polystachya
545	Elsholtzia souliei
545	Elsholtzia tristis
545	Leucosceptrum plectranthoideum
545	Perilla fruticosa
546	Aphanochilus foetens
546	Aphanochilus incisus
546	Aphanochilus paniculatus
546	Elsholtzia incisa
546	Elsholtzia incisa major
546	Elsholtzia major
546	Elsholtzia stachyodes major
546	Hyptis stachyodes
546	Mentha blanda
546	Mentha blanda
546	Mentha foetens
546	Mentha incisa
546	Mentha paniculata
546	Nepeta imobus
546	Perilla leptostachya
548	Eremostachys adenantha
549	Eremostachys macrochila
549	Eremostachys macrophylla
549	Eremostachys molucelloides
549	Eremostachys molucelloides intermedia
549	Eremostachys molucelloides macrophylla
549	Eremostachys molucelloides macrophylla
549	Eremostachys pyramidalis
549	Moluccella lanata
553	Aster annuus
553	Aster stenactis
553	Cineraria corymbosa
553	Diplopappus annuus
553	Diplopappus dubius
553	Doronicum bellidiflorum
553	Erigeron annuus discoideus
553	Erigeron bellidioides
553	Erigeron diversifolius
553	Erigeron heterophyllus
553	Erigeron strigosus
553	Phalacroloma acutifolium
553	Phalacroloma annuum
553	Pulicaria annua
553	Pulicaria bellidiflora
553	Stenactis annua
553	Stenactis dubia
554	Blumea floresiana
554	Conyza bilbaoana
554	Conyza bonariensis leiotheca
554	Conyza elata
554	Conyza floresiana
554	Conyza floribunda
554	Conyza floribunda laciniata
554	Conyza floribunda linearifolia
554	Conyza myriocephala
554	Conyza naudini
554	Conyza sumatrensis floribunda
554	Conyza sumatrensis leiotheca
554	Dimorphanthes floribunda
554	Erigeron bilbaoanus
554	Erigeron bonariensis floribundum
554	Erigeron bonariensis glabrata
554	Erigeron bonariensis leiothecus
554	Erigeron myriocephalus
554	Erigeron naudinii
554	Erigeron naudinii
554	Erigeron sumatrensis leiotheca
554	Leptilon floribundum
554	Marsea bonariensis leiotheca
554	Placus floresiana
556	Eryngium kermanense
557	Eryngium armatum
557	Eryngium caeruleum
557	Eryngium intermedium
557	Eryngium latifolium
557	Eryngium planifolium
557	Eryngium pumilum
557	Eryngium pusillum
559	Eryngium foetidum
560	Eryngium tricuspidatum
561	Eryngium rostratum paludosum
562	Eryngium decaisneanum
562	Eryngium lassauxii
562	Eryngium oligodon
562	Eryngium pandanifolium lasseauxii
563	Eryngium humboldtianum
563	Eryngium paniculatum
563	Eryngium paniculatum atrocephalum
563	Eryngium subulatum
564	Eryngium rostratum diversifolium
569	Chytroma cincturata
569	Chytroma grandifolia
569	Eschweilera acuminatissima
569	Eschweilera eymaana
569	Eschweilera fractiflexa
569	Eschweilera grandifolia
569	Eschweilera matamata
569	Eschweilera odora
569	Eschweilera pallida
569	Eschweilera retroflexa
569	Eschweilera vageleri
569	Jugastrum coriaceum
569	Lecythis acuminatissima
569	Lecythis coriacea
569	Lecythis grandifolia
569	Lecythis odora
569	Lecythis peruviana
569	Lecythis retroflexa
569	Neohuberia matamata
571	Eucalyptus alba australasica
571	Eucalyptus leucadendron
572	Eucalyptus albens elongata
572	Eucalyptus hemiphloia albens
573	Eucalyptus blakelyi irrorata
573	Eucalyptus blakelyi parvifructa
578	Corymbia citriodora variegata
578	Corymbia variegata
578	Eucalyptus citriodora
578	Eucalyptus maculata citriodora
578	Eucalyptus melissiodora
578	Eucalyptus variegata
579	Corymbia citriodora variegata
579	Corymbia variegata
579	Eucalyptus citriodora
579	Eucalyptus maculata citriodora
579	Eucalyptus melissiodora
579	Eucalyptus variegata
580	Eucalyptus corynocalyx
580	Eucalyptus langii
583	Eucalyptus dealbata populnea
583	Eucalyptus tereticornis dealbata
583	Eucalyptus umbellata dealbata
583	Eucalyptus viminalis dealbata
584	Eucalyptus saligna parviflora
585	Eucalyptus decaisneana
585	Eucalyptus fabrorum
585	Eucalyptus falcifolia
585	Eucalyptus gigantea
585	Eucalyptus heterophylla
585	Eucalyptus nervosa
585	Eucalyptus obliqua
585	Eucalyptus obliqua degressa
585	Eucalyptus obliqua megacarpa
585	Eucalyptus pallens
585	Eucalyptus procera
586	Eucalyptus binacag
586	Eucalyptus multiflora
586	Eucalyptus naudiniana
586	Eucalyptus sarassa
586	Eucalyptus schlechteri
586	Eucalyptus versicolor
586	Eugenia binacag
587	Eucalyptus amygdalina latifolia
592	Eucalyptus angustifolia
592	Eucalyptus gunnii
592	Eucalyptus huberiana
592	Eucalyptus viminalis huberiana
592	Eucalyptus viminalis rhynchocorys
594	Eucalyptus intertexta diminuta
594	Eucalyptus intertexta fruticosa
596	Eucalyptus morrisonii
601	Eucalyptus maculata
603	Eucalyptus raveretiana jerichoensis
604	Eucalyptus aurantiaca
605	Eucalyptus nesophila
606	Eucalyptus goniocalyx nitens
607	Eucalyptus lata
608	Eucalyptus acervula
608	Eucalyptus brachypoda
608	Eucalyptus gunnii acervula
608	Eucalyptus gunnii elata
608	Eucalyptus gunnii ovata
608	Eucalyptus mulleri
608	Eucalyptus ovata grandiflora
608	Eucalyptus paludosa
608	Eucalyptus stuartiana
608	Eucalyptus stuartiana longifolia
609	Eucalyptus derbyensis
609	Eucalyptus erubescens
609	Eucalyptus polycarpa
609	Eucalyptus pyrophora polycarpa
609	Eucalyptus terminalis carnosa
611	Eucalyptus punctata didyma
611	Eucalyptus punctata major
611	Eucalyptus shiressii
611	Eucalyptus tereticornis brachycorys
614	Eucalyptus multiflora
614	Eucalyptus multiflora bivalvis
614	Eucalyptus robusta bivalvis
614	Eucalyptus robusta rostrata
614	Eucalyptus rostrata
615	Eucalyptus saligna pallidivalvis
615	Eucalyptus saligna protrusa
618	Eucalyptus torelliana
622	Eugenia antiguae
622	Eugenia bartlettiana
622	Eugenia baruensis
622	Eugenia bonplandiana
622	Eugenia bracteolosa
622	Eugenia campechiana
622	Eugenia carranzae
622	Eugenia carthagenensis
622	Eugenia carthagenensis baruensis
622	Eugenia comitanensis
622	Eugenia deltoidea
622	Eugenia escuintlensis
622	Eugenia ilhensis
622	Eugenia maritima
622	Eugenia mosquitensis
622	Eugenia ovatifolia
622	Eugenia sibunensis
622	Myrtus maritima
623	Guajava herbacea
623	Psidium herbaceum
625	Eugenia axillaris
625	Eugenia cambucarana
627	Eugenia beaurepaireana
627	Myrtus beaurepairiana
627	Pilothecium beaurepairianum
627	Pilothecium ternatifolium
628	Eugenia bracteolaris
628	Eugenia brasiliensis erythrocarpa
628	Eugenia brasiliensis leucocarpa
628	Eugenia dombeyi
628	Eugenia filipes
628	Eugenia ubensis
628	Myrtus dombeyi
628	Myrtus grumixama
628	Stenocalyx brasiliensis
628	Stenocalyx brasiliensis erythrocarpa
628	Stenocalyx brasiliensis iocarpa
628	Stenocalyx brasiliensis leucocarpa
628	Stenocalyx brasiliensis silvestris
628	Stenocalyx ubensis
629	Pseudocaryophyllus burkartianus
633	Acmena grata
633	Calyptranthes aromatica
633	Caryophyllus antisepticus
633	Eugenia antiseptica
633	Eugenia collinsae
633	Eugenia cuprea
633	Eugenia glaucicalyx
633	Eugenia grata
633	Jambosa aromatica
633	Myrtus quadrangularis
633	Syzygium glaucicalyx
633	Syzygium gratum
633	Syzygium gratum confertum
633	Syzygium ovatifolium
634	Eugenia dimorpha australis
634	Luma dimorpha
635	Myrtus dysenterica
635	Stenocalyx dysentericus
636	Eugenia atropunctata
636	Eugenia atropunctata gracilis
636	Eugenia atropunctata robusta
636	Eugenia gardneriana
636	Eugenia gardneriana depauperata
636	Eugenia gardneriana dives
636	Eugenia gardneriana ovata
636	Eugenia gardneriana rigida
636	Eugenia membranacea
636	Eugenia moraviana gardneriana
636	Eugenia oligoneura
636	Eugenia patula
636	Eugenia perorebi
636	Eugenia racemifera
636	Eugenia seriatoracemosa
636	Eugenia sylvatica
636	Eugenia tinge-lingua
636	Myrcia doloresensis
637	Eugenia buxifolia
637	Eugenia fetida
637	Eugenia macrostemon
637	Eugenia mayana
637	Eugenia myrtoides
637	Eugenia ossaeana
637	Eugenia poiretii
637	Eugenia triplinervia
637	Eugenia triplinervia angustifolia
637	Eugenia triplinervia buxifolia
637	Eugenia triplinervia laevigata
637	Eugenia triplinervia latissima
637	Eugenia triplinervia oblongata
637	Eugenia triplinervia obovata
637	Eugenia unedifolia
637	Myrtus acka
637	Myrtus axillaris
637	Myrtus buxifolia
637	Myrtus foetida
637	Myrtus poiretii
639	Eugenia lanosa
641	Eugenia vincifolia
643	Eugenia melanadenia
644	Eugenia moraviana impunctata
644	Eugenia paracatuana
644	Myrtus moraviana
647	Eugenia nitida
647	Gomidesia chamissoeana
647	Gomidesia nitida
647	Myrcia neonitida
647	Myrcia nitida
649	Emurtia punicifolia
649	Eugenia adstringens
649	Eugenia ambigua
649	Eugenia arbutifolia
649	Eugenia arbutifolia obscura
649	Eugenia arbutifolia pallida
649	Eugenia arctostaphyloides
649	Eugenia arctostaphyloides ovalis
649	Eugenia benthamii
649	Eugenia boliviensis
649	Eugenia calycolpoides
649	Eugenia chacoensis
649	Eugenia ciarensis
649	Eugenia clinocarpa
649	Eugenia coarensis
649	Eugenia dasyantha
649	Eugenia decorticans
649	Eugenia diantha ciliata
649	Eugenia diantha glabra
649	Eugenia dipoda
649	Eugenia dipoda brachypoda
649	Eugenia fruticulosa
649	Eugenia glareosa
649	Eugenia insipida
649	Eugenia kochiana
649	Eugenia kunthiana
649	Eugenia kunthiana opaca
649	Eugenia kunthiana pellucida
649	Eugenia linearifolia
649	Eugenia linearifolia oppositifolia
649	Eugenia linearifolia ternifolia
649	Eugenia macroclada
649	Eugenia maximiliana
649	Eugenia mugiensis
649	Eugenia myrtillifolia
649	Eugenia nhanica
649	Eugenia obtusifolia
649	Eugenia obversa
649	Eugenia oleifolia
649	Eugenia ovalifolia
649	Eugenia ovalifolia chacoensis
649	Eugenia phillyraeoides
649	Eugenia platyclada
649	Eugenia platyclada cuneata
649	Eugenia platyclada microphylla
649	Eugenia platyclada multiflora
649	Eugenia platyclada ovalis
649	Eugenia polyphylla
649	Eugenia polyphylla obovata
649	Eugenia prominens
649	Eugenia psammophila
649	Eugenia psychotrioides
649	Eugenia pungens subalterna
649	Eugenia punicifolia brachypoda
649	Eugenia punicifolia subalterna
649	Eugenia pyramidalis
649	Eugenia pyramidalis angustifolia
649	Eugenia pyrroclada
649	Eugenia pyrroclada columbiensis
649	Eugenia pyrroclada guianensis
649	Eugenia rhombocarpa
649	Eugenia romana
649	Eugenia romana pickeli
649	Eugenia rufoflavescens
649	Eugenia sabulosa
649	Eugenia sancta
649	Eugenia spathophylla
649	Eugenia spathulata
649	Eugenia subalterna
649	Eugenia subcorymbosa
649	Eugenia suffruticosa
649	Eugenia suffruticosa laeta
649	Eugenia suffruticosa latifolia
649	Eugenia suffruticosa opaca
649	Eugenia surinamensis
649	Eugenia surinamensis impunctata
649	Eugenia surinamensis punctata
649	Eugenia triphylla
649	Eugenia vaga
649	Eugenia vaga brachypoda
649	Eugenia vaga brasiliensis
649	Eugenia vaga dipoda
649	Eugenia vaga pumila
649	Eugenia vaga punicifolia
649	Eugenia vaga rigida
649	Myrtus arbutifolia
649	Myrtus oleifolia
649	Myrtus psychotrioides
649	Myrtus punicifolia
649	Pseudomyrcianthes kochiana
649	Psidium sylvestre
650	Eugenia camporum
650	Eugenia dolichophylla
650	Eugenia montigena
650	Eugenia pitanga camporum
650	Eugenia pitanga venosa
650	Luma pitanga
650	Myrtus pitanga
650	Myrtus pitanga angustifolia
650	Stenocalyx pitanga
650	Stenocalyx pitanga nana
652	Eugenia pluriflora opaca
652	Eugenia pluriflora perforata
653	Emurtia punicifolia
653	Eugenia adstringens
653	Eugenia ambigua
653	Eugenia arbutifolia
653	Eugenia arbutifolia obscura
653	Eugenia arbutifolia pallida
653	Eugenia arctostaphyloides
653	Eugenia arctostaphyloides ovalis
653	Eugenia benthamii
653	Eugenia boliviensis
653	Eugenia calycolpoides
653	Eugenia chacoensis
653	Eugenia ciarensis
653	Eugenia clinocarpa
653	Eugenia coarensis
653	Eugenia dasyantha
653	Eugenia decorticans
653	Eugenia diantha ciliata
653	Eugenia diantha glabra
653	Eugenia dipoda
653	Eugenia dipoda brachypoda
653	Eugenia fruticulosa
653	Eugenia glareosa
653	Eugenia insipida
653	Eugenia kochiana
653	Eugenia kunthiana
653	Eugenia kunthiana opaca
653	Eugenia kunthiana pellucida
653	Eugenia linearifolia
653	Eugenia linearifolia oppositifolia
653	Eugenia linearifolia ternifolia
653	Eugenia macroclada
653	Eugenia maximiliana
653	Eugenia mugiensis
653	Eugenia myrtillifolia
653	Eugenia nhanica
653	Eugenia obtusifolia
653	Eugenia obversa
653	Eugenia oleifolia
653	Eugenia ovalifolia
653	Eugenia ovalifolia chacoensis
653	Eugenia phillyraeoides
653	Eugenia platyclada
653	Eugenia platyclada cuneata
653	Eugenia platyclada microphylla
653	Eugenia platyclada multiflora
653	Eugenia platyclada ovalis
653	Eugenia polyphylla
653	Eugenia polyphylla obovata
653	Eugenia prominens
653	Eugenia psammophila
653	Eugenia psychotrioides
653	Eugenia pungens subalterna
653	Eugenia punicifolia brachypoda
653	Eugenia punicifolia subalterna
653	Eugenia pyramidalis
653	Eugenia pyramidalis angustifolia
653	Eugenia pyrroclada
653	Eugenia pyrroclada columbiensis
653	Eugenia pyrroclada guianensis
653	Eugenia rhombocarpa
653	Eugenia romana
653	Eugenia romana pickeli
653	Eugenia rufoflavescens
653	Eugenia sabulosa
653	Eugenia sancta
653	Eugenia spathophylla
653	Eugenia spathulata
653	Eugenia subalterna
653	Eugenia subcorymbosa
653	Eugenia suffruticosa
653	Eugenia suffruticosa laeta
653	Eugenia suffruticosa latifolia
653	Eugenia suffruticosa opaca
653	Eugenia surinamensis
653	Eugenia surinamensis impunctata
653	Eugenia surinamensis punctata
653	Eugenia triphylla
653	Eugenia vaga
653	Eugenia vaga brachypoda
653	Eugenia vaga brasiliensis
653	Eugenia vaga dipoda
653	Eugenia vaga pumila
653	Eugenia vaga punicifolia
653	Eugenia vaga rigida
653	Myrtus arbutifolia
653	Myrtus oleifolia
653	Myrtus psychotrioides
653	Myrtus punicifolia
653	Pseudomyrcianthes kochiana
653	Psidium sylvestre
654	Eugenia albotomentosa
654	Eugenia albotomentosa goyazensis
654	Eugenia albotomentosa urussangensis
654	Eugenia dumicola
654	Eugenia hassleriana
654	Eugenia phlebotomonides
654	Eugenia pyriformis argentea
654	Eugenia pyriformis uvalha
654	Eugenia turbinata
654	Eugenia uvalha
654	Eugenia vauthiereana
654	Eugenia viminalis
654	Luma turbinata
654	Myrciaria dumicola
654	Myrtus conceptionis
654	Myrtus pyriformis
654	Pseudomyrcianthes pyriformis
654	Stenocalyx lanceolatus
656	Eugenia ypanemensis
656	Luma repanda
657	Eugenia fiscalensis
657	Eugenia foetida rhombea
657	Eugenia leptopa
657	Eugenia pusilana
660	Eugenia rotundifolia
660	Jambosa rotundifolia
662	Eugenia caldensis
662	Eugenia retusa
662	Eugenia undulatifolia
662	Phyllocalyx limbatus
662	Phyllocalyx marginatus
662	Phyllocalyx retusus
662	Phyllocalyx speciosus
663	Eugenia stigmatosa acutata
663	Eugenia stigmatosa obtusata
663	Myrtus stigmatosa
665	Eugenia sulcata latifolia
665	Eugenia sulcata pubescens
665	Eugenia sulcata stricta
665	Stenocalyx sulcatus
665	Stenocalyx sulcatus
665	Stenocalyx sulcatus latifolius
665	Stenocalyx sulcatus ligustrinus
665	Stenocalyx sulcatus longifolius
665	Stenocalyx sulcatus strictus
667	Eugenia diaphana
667	Eugenia lineatifolia
667	Eugenia uniflora
668	Eugenia batucaryensis
668	Eugenia calycosema
668	Eugenia guabiju
668	Eugenia maschalantha
668	Eugenia opaca
668	Eugenia opaca brasiliensis
668	Eugenia opaca montevideensis
668	Eugenia uruguayensis opaca
668	Luma calycosema
668	Luma opaca
668	Luma uruguayensis
672	Conoclinium dichotomum
672	Conoclinium flaccidum
672	Conoclinium nepetifolium
672	Conoclinium venulosum
672	Eupatorium coelestinum
672	Eupatorium deltifolium
672	Eupatorium deltoideum
672	Eupatorium violaceum
673	Ayapana officinalis
673	Eupatorium ayapana
673	Eupatorium luzoniense
673	Eupatorium triplinerve
673	Eupatorium triplinerve
674	Falcaria falcarioides
674	Pimpinella falcarioides
674	Scaligeria falcarioides
675	Acca sellowiana rugosa
675	Feijoa obovata
675	Feijoa schenckiana
675	Feijoa sellowiana
675	Feijoa sellowiana rugosa
675	Orthostemon obovatus
675	Orthostemon sellowianus
676	Feronia lucida
676	Feroniella lucida
676	Feroniella oblata
677	Ferula assa-foetida
677	Peucedanum alliacea
678	Ferula communis
679	Ferula erubescens
679	Ferula galbaniflua
679	Ferula persica
679	Peucedanum galbanifluum
680	Ferula candelabrum
680	Ferula chiliantha
680	Ferula communis glauca
680	Ferula neapolitana
680	Peucedanum glaucum
680	Peucedanum neapolitanum
681	Ferula erubescens
681	Ferula galbaniflua
681	Ferula persica
681	Peucedanum galbanifluum
682	Ferula collina
682	Ferula hirtella
682	Ferula khorasanica
682	Ferula microloba
682	Peucedanum szowitzianum
683	Peucedanum macrocolea
684	Peucedanum microcolea
685	Ferula lapidosa
685	Ferula microcarpa
685	Ferula pachycarpa
685	Ferula stewartiana affghanica
685	Ferula stylosa
685	Ferula thomsonii
685	Peucedanum ovinum
685	Peucedanum thomsonii
686	Ferula collina
686	Ferula hirtella
686	Ferula khorasanica
686	Ferula microloba
686	Peucedanum szowitzianum
688	Ferula angulata
688	Ferulago linearifolia
688	Ferula angulata
688	Ferulago linearifolia
690	Dorema odoriferum
690	Ferulago angulata carduchorum
691	Ferulago confusa
693	Ferulago longistylis
695	Ficus benjamina comosa
695	Ficus benjamina comosa
695	Ficus benjamina haematocarpa
695	Ficus benjamina nuda
695	Ficus comosa
695	Ficus cuspidato-caudata
695	Ficus haematocarpa
695	Ficus neglecta
695	Ficus nitida
695	Ficus nuda
695	Ficus papyrifera
695	Ficus parvifolia
695	Ficus pendula
695	Ficus pyrifolia
695	Ficus reclinata
695	Ficus retusa nitida
695	Ficus striata
695	Ficus umbrina
695	Ficus xavieri
695	Urostigma benjamina
695	Urostigma benjaminum nudum
695	Urostigma haematocarpum
695	Urostigma neglectum
695	Urostigma nitidum
695	Urostigma nudum
696	Iria falcata
696	Isolepis falcata
696	Scirpus falcatus
697	Abies cupressoides
697	Cupresstellata patagonica
697	Fitzroya patagonica
697	Pinus cupressoides
698	Flaveria latifolia
698	Flaveria latifolia
698	Flaveria linearis latifolia
698	Flaveria maritima
698	Flaveria tenuifolia
698	Gymnosperma nudatum
698	Havanella linearis
698	Selloa nudata
699	Helianthus cernuus
700	Anethum dulce
700	Anethum foeniculum
700	Anethum foeniculum piperitum
700	Anethum minus
700	Anethum panmori
700	Anethum panmorium
700	Anethum piperitum
700	Anethum rupestre
700	Foeniculum capillaceum
700	Foeniculum capillaceum dulce
700	Foeniculum capillaceum macrocarpum
700	Foeniculum capillaceum piperitum
700	Foeniculum commune
700	Foeniculum divaricatum
700	Foeniculum dulce
700	Foeniculum foeniculum
700	Foeniculum giganteum
700	Foeniculum luteum
700	Foeniculum officinale
700	Foeniculum officinale dulce
700	Foeniculum officinale dulce
700	Foeniculum officinale pateri
700	Foeniculum officinale sativum
700	Foeniculum panmorium
700	Foeniculum piperitum
700	Foeniculum piperitum
700	Foeniculum piperitum divaricatum
700	Foeniculum piperitum pluriradiatum
700	Foeniculum rigidum
700	Foeniculum vulgare
700	Foeniculum vulgare capillaceum
700	Foeniculum vulgare capillaceum
700	Foeniculum vulgare dulce
700	Foeniculum vulgare pateri
700	Foeniculum vulgare pauciradiatum
700	Foeniculum vulgare piperitum
700	Foeniculum vulgare piperitum
700	Foeniculum vulgare piperitum
700	Ligusticum foeniculum
700	Ligusticum foeniculum
700	Meum foeniculum
700	Meum piperatum
700	Meum piperitum
700	Meum piperitum
700	Ozodia foeniculacea
