pid	synonyms
1036	Mentha nemorosa crispa
1036	Mentha nemorosa dulcissima
1036	Mentha nigrescens
1036	Mentha niliaca sapida
1036	Mentha noeana
1036	Mentha norica
1036	Mentha nouletiana
1036	Mentha oblonga
1036	Mentha omissa
1036	Mentha pachylodes
1036	Mentha pagana
1036	Mentha pallida
1036	Mentha panormitana
1036	Mentha pantotricha
1036	Mentha paramecophyllon
1036	Mentha parviflora
1036	Mentha pedroi
1036	Mentha pellita
1036	Mentha persica
1036	Mentha petitrix
1036	Mentha phaeocoma
1036	Mentha planitiensis
1036	Mentha procera
1036	Mentha psiloclada
1036	Mentha ratisbonensis
1036	Mentha recta
1036	Mentha reflexifolia
1036	Mentha reflexifolia serrulata
1036	Mentha retinervis
1036	Mentha rigens
1036	Mentha rocheliana
1036	Mentha rotundifolia
1036	Mentha rotundifolia maritima
1036	Mentha rozaliae
1036	Mentha sapida
1036	Mentha sedunensis
1036	Mentha seriata
1036	Mentha serotina
1036	Mentha serratula
1036	Mentha serrulata
1036	Mentha sphaerostachya
1036	Mentha spicata microphylla
1036	Mentha stenantha
1036	Mentha stenanthelmia
1036	Mentha stenoclada
1036	Mentha stenostachya
1036	Mentha stenotricha
1036	Mentha suavis
1036	Mentha suavissima
1036	Mentha subincana
1036	Mentha subintegrifolia
1036	Mentha subviridis
1036	Mentha sylvestris
1036	Mentha sylvestris alpigena
1036	Mentha sylvestris angustifolia
1036	Mentha sylvestris arctifrons
1036	Mentha sylvestris brevifrons
1036	Mentha sylvestris candicans
1036	Mentha sylvestris canescens
1036	Mentha sylvestris canescens
1036	Mentha sylvestris compacta
1036	Mentha sylvestris crispa
1036	Mentha sylvestris diffusa
1036	Mentha sylvestris discolor
1036	Mentha sylvestris flaccida
1036	Mentha sylvestris floribunda
1036	Mentha sylvestris grandis
1036	Mentha sylvestris hybrida
1036	Mentha sylvestris iberica
1036	Mentha sylvestris incana
1036	Mentha sylvestris lancifolia
1036	Mentha sylvestris lavandulacea
1036	Mentha sylvestris major
1036	Mentha sylvestris marisensis
1036	Mentha sylvestris microcephala
1036	Mentha sylvestris microphylla
1036	Mentha sylvestris minor
1036	Mentha sylvestris mollis
1036	Mentha sylvestris mollissima
1036	Mentha sylvestris mollissima
1036	Mentha sylvestris nouletiana
1036	Mentha sylvestris pahinensis
1036	Mentha sylvestris pallescens
1036	Mentha sylvestris pellita
1036	Mentha sylvestris procurrens
1036	Mentha sylvestris serotina
1036	Mentha sylvestris simplex
1036	Mentha sylvestris sordida
1036	Mentha sylvestris subintegra
1036	Mentha sylvestris teydae
1036	Mentha sylvestris thaumasia
1036	Mentha sylvestris tomentosa
1036	Mentha sylvestris wierzbickiana
1036	Mentha syriaca
1036	Mentha syrmiensis
1036	Mentha szamosiana
1036	Mentha szenezyana
1036	Mentha szilyana
1036	Mentha taphrophila
1036	Mentha tenorei
1036	Mentha thaumasia
1036	Mentha tomentosa
1036	Mentha transmota
1036	Mentha transsilvanica
1036	Mentha uliginosa
1036	Mentha ulotricha
1036	Mentha vallesiaca
1036	Mentha veroniciformis
1036	Mentha villosa nouletiana
1036	Mentha villosa sapida
1036	Mentha villosa tenorei
1036	Mentha viridescens
1036	Mentha viridis candicans
1036	Mentha viridis canescens
1036	Mentha viridis minutodonta
1036	Mentha viridis nouletiana
1036	Mentha weinerniana
1036	Mentha wierzbickiana
1036	Mentha wierzbickiana holubyana
1036	Mentha wierzbickiana lintiae
1036	Mentha wierzbickiana richteri
1036	Mentha wierzbickiana stenantha
1036	Mentha wierzbickiana subcrispa
1036	Mentha wirzbickiana
1036	Mentha wondracekii
1037	Mentha acroceraia
1037	Mentha acuminata
1037	Mentha aepycaulos
1037	Mentha aequifrons
1037	Mentha albida
1037	Mentha albida
1037	Mentha alpigena
1037	Mentha ambigua
1037	Mentha aquatica gracilis
1037	Mentha bacsensis
1037	Mentha baldensis
1037	Mentha balsamiflora
1037	Mentha bezdanensis
1037	Mentha brachyclada
1037	Mentha brassoensis
1037	Mentha brevidentata
1037	Mentha brevispicata
1037	Mentha brittingeri
1037	Mentha caerulescens
1037	Mentha candicans
1037	Mentha candicans angustifolia
1037	Mentha candicans leptostachya
1037	Mentha candicans ramosa
1037	Mentha canescens
1037	Mentha cardiophyllos
1037	Mentha castellana
1037	Mentha caucasica
1037	Mentha caucasica
1037	Mentha chaunanthera
1037	Mentha chrysostomi
1037	Mentha coerulescens
1037	Mentha collivaga
1037	Mentha cordata
1037	Mentha cretica
1037	Mentha crispa
1037	Mentha cuspidata
1037	Mentha danubialis
1037	Mentha danubialis
1037	Mentha decloetiana
1037	Mentha densicapilla
1037	Mentha despecta
1037	Mentha dionisiana
1037	Mentha discolor
1037	Mentha divaricata
1037	Mentha domingoi
1037	Mentha dulcissima
1037	Mentha dumetorum hispidula
1037	Mentha eisensteiniana
1037	Mentha ensidens
1037	Mentha favratii
1037	Mentha filina
1037	Mentha firmicaulis
1037	Mentha flanatica
1037	Mentha foliosa
1037	Mentha foroiulensis
1037	Mentha glaucostachya
1037	Mentha grisella
1037	Mentha grisella caucasica
1037	Mentha grisella minutiflora
1037	Mentha grisella seriata
1037	Mentha grisella syriaca
1037	Mentha halleri
1037	Mentha hapalophylla
1037	Mentha hispidula
1037	Mentha hollosyana
1037	Mentha horridula
1037	Mentha hugueninii
1037	Mentha hybrida
1037	Mentha illyrica
1037	Mentha incana
1037	Mentha incana barthiana
1037	Mentha incana litoralis
1037	Mentha ischnostachya
1037	Mentha josephi
1037	Mentha jucunda
1037	Mentha jurana
1037	Mentha kozorensis
1037	Mentha krassoensis
1037	Mentha kuncii
1037	Mentha laggeri
1037	Mentha lavandulacea
1037	Mentha lavandulifolia
1037	Mentha leioneura
1037	Mentha lepidioides
1037	Mentha lereschii
1037	Mentha leucantha
1037	Mentha ligustrina
1037	Mentha litigiosa
1037	Mentha longifolia acroceraia
1037	Mentha longifolia acuminata
1037	Mentha longifolia acutidens
1037	Mentha longifolia aequifrons
1037	Mentha longifolia alpigena
1037	Mentha longifolia ambigua
1037	Mentha longifolia angustifolia
1037	Mentha longifolia angustifrons
1037	Mentha longifolia angustissima
1037	Mentha longifolia anisodons
1037	Mentha longifolia apentiana
1037	Mentha longifolia apoxodonta
1037	Mentha longifolia argenticapilla
1037	Mentha longifolia arthrostachya
1037	Mentha longifolia bacsensis
1037	Mentha longifolia balcanica
1037	Mentha longifolia balsamiflora
1037	Mentha longifolia barthiana
1037	Mentha longifolia bojanaensis
1037	Mentha longifolia brassoensis
1037	Mentha longifolia brevifolia
1037	Mentha longifolia brevifrons
1037	Mentha longifolia bulgarica
1037	Mentha longifolia bureschiana
1037	Mentha longifolia cadrilateri
1037	Mentha longifolia campiensis
1037	Mentha longifolia campylostachya
1037	Mentha longifolia candicans
1037	Mentha longifolia candicans
1037	Mentha longifolia capitata
1037	Mentha longifolia capitulata
1037	Mentha longifolia cardibasea
1037	Mentha longifolia cardiophylla
1037	Mentha longifolia caucasica
1037	Mentha longifolia caucasica
1037	Mentha longifolia cesarea
1037	Mentha longifolia chaunanthera
1037	Mentha longifolia collivaga
1037	Mentha longifolia comata
1037	Mentha longifolia crenigena
1037	Mentha longifolia dejmerii
1037	Mentha longifolia delphinensis
1037	Mentha longifolia demissa
1037	Mentha longifolia densicapilla
1037	Mentha longifolia densicapilla
1037	Mentha longifolia diabolina
1037	Mentha longifolia diabolina
1037	Mentha longifolia discolor
1037	Mentha longifolia divaricata
1037	Mentha longifolia dobrogensis
1037	Mentha longifolia dripanoidea
1037	Mentha longifolia eclytanthea
1037	Mentha longifolia eisensteiniana
1037	Mentha longifolia ensidens
1037	Mentha longifolia erminea
1037	Mentha longifolia erminea
1037	Mentha longifolia falcatodentata
1037	Mentha longifolia favratii
1037	Mentha longifolia feleacaensis
1037	Mentha longifolia ferdinandii
1037	Mentha longifolia firmicaulis
1037	Mentha longifolia flaccida
1037	Mentha longifolia flanatica
1037	Mentha longifolia focsaniensis
1037	Mentha longifolia foroiulensis
1037	Mentha longifolia fuliginosa
1037	Mentha longifolia gibbosidens
1037	Mentha longifolia glaucostachya
1037	Mentha longifolia graciliflora
1037	Mentha longifolia gracilis
1037	Mentha longifolia grandis
1037	Mentha longifolia grinensis
1037	Mentha longifolia grisella
1037	Mentha longifolia gulekensis
1037	Mentha longifolia hapalophylla
1037	Mentha longifolia hebosa
1037	Mentha longifolia heterodons
1037	Mentha longifolia holasia
1037	Mentha longifolia hollosyana
1037	Mentha longifolia horridula
1037	Mentha longifolia hugueninii
1037	Mentha longifolia huteri
1037	Mentha longifolia incana
1037	Mentha longifolia incisifolia
1037	Mentha longifolia ingens
1037	Mentha longifolia irregularis
1037	Mentha longifolia ischnostachya
1037	Mentha longifolia javorkae
1037	Mentha longifolia jurana
1037	Mentha longifolia kozorensis
1037	Mentha longifolia laggeri
1037	Mentha longifolia lanyiana
1037	Mentha longifolia latibracteata
1037	Mentha longifolia lavandulacea
1037	Mentha longifolia lavandulacea
1037	Mentha longifolia leioneura
1037	Mentha longifolia lepidioides
1037	Mentha longifolia leptophylla
1037	Mentha longifolia leptostachya
1037	Mentha longifolia lereschii
1037	Mentha longifolia libidinosa
1037	Mentha longifolia lignosa
1037	Mentha longifolia ligustrina
1037	Mentha longifolia litoralis
1037	Mentha longifolia lonciana
1037	Mentha longifolia macedonica
1037	Mentha longifolia macilenta
1037	Mentha longifolia macrophyllos
1037	Mentha longifolia magnifrons
1037	Mentha longifolia major
1037	Mentha longifolia marisensis
1037	Mentha longifolia melesensis
1037	Mentha longifolia mesomorpha
1037	Mentha longifolia microphylla
1037	Mentha longifolia microverticillata
1037	Mentha longifolia minutiflora
1037	Mentha longifolia minutiflora
1037	Mentha longifolia modesta
1037	Mentha longifolia moldovica
1037	Mentha longifolia mollicoma
1037	Mentha longifolia mollis
1037	Mentha longifolia mollis
1037	Mentha longifolia mollissima
1037	Mentha longifolia mollissima
1037	Mentha longifolia montenegrina
1037	Mentha longifolia mosztongensis
1037	Mentha longifolia nematostachya
1037	Mentha longifolia nicolaensis
1037	Mentha longifolia niederederi
1037	Mentha longifolia norica
1037	Mentha longifolia oblongifolia
1037	Mentha longifolia oblongolanceolatifolia
1037	Mentha longifolia ochroleuca
1037	Mentha longifolia ochthegena
1037	Mentha longifolia ovatifrons
1037	Mentha longifolia pachylodes
1037	Mentha longifolia pagana
1037	Mentha longifolia pahinensis
1037	Mentha longifolia pantotricha
1037	Mentha longifolia paramecophyllon
1037	Mentha longifolia pascua
1037	Mentha longifolia paucidentata
1037	Mentha longifolia pellita
1037	Mentha longifolia pellita
1037	Mentha longifolia phaeocoma
1037	Mentha longifolia planitiensis
1037	Mentha longifolia planitiensis
1037	Mentha longifolia polystachya
1037	Mentha longifolia procera
1037	Mentha longifolia prodanii
1037	Mentha longifolia pseudoelongata
1037	Mentha longifolia pseudoulotricha
1037	Mentha longifolia pustariensis
1037	Mentha longifolia ramosissima
1037	Mentha longifolia reciaensis
1037	Mentha longifolia recta
1037	Mentha longifolia reflexifolia
1037	Mentha longifolia reticulatinervosa
1037	Mentha longifolia retinervis
1037	Mentha longifolia rocheliana
1037	Mentha longifolia romanica
1037	Mentha longifolia rotundibracteata
1037	Mentha longifolia rozaliae
1037	Mentha longifolia schneekapellae
1037	Mentha longifolia scytina
1037	Mentha longifolia sedunensis
1037	Mentha longifolia serbica
1037	Mentha longifolia seriata
1037	Mentha longifolia serrulata
1037	Mentha longifolia serrulata
1037	Mentha longifolia sordida
1037	Mentha longifolia sparsiramea
1037	Mentha longifolia splendens
1037	Mentha longifolia stenantha
1037	Mentha longifolia stenanthelmia
1037	Mentha longifolia stenostachya
1037	Mentha longifolia stenotricha
1037	Mentha longifolia striata
1037	Mentha longifolia striatula
1037	Mentha longifolia subacutidentata
1037	Mentha longifolia subalpina
1037	Mentha longifolia subamplexicaulifolia
1037	Mentha longifolia subincana
1037	Mentha longifolia subintegra
1037	Mentha longifolia subintegrifolia
1037	Mentha longifolia submissa
1037	Mentha longifolia subnemorosa
1037	Mentha longifolia subobtusa
1037	Mentha longifolia subpyramidaliformis
1037	Mentha longifolia subpyramidalis
1037	Mentha longifolia subviridiformis
1037	Mentha longifolia subviridis
1037	Mentha longifolia syriaca
1037	Mentha longifolia syriaca
1037	Mentha longifolia szabolcsensis
1037	Mentha longifolia szamosiana
1037	Mentha longifolia szenezyana
1037	Mentha longifolia szolnokensis
1037	Mentha longifolia taphrophila
1037	Mentha longifolia taurica
1037	Mentha longifolia tenuior
1037	Mentha longifolia terasia
1037	Mentha longifolia trachypriononta
1037	Mentha longifolia trachypriononta
1037	Mentha longifolia transmota
1037	Mentha longifolia ulotricha
1037	Mentha longifolia urumovii
1037	Mentha longifolia vallesiaca
1037	Mentha longifolia velutina
1037	Mentha longifolia veroniciformis
1037	Mentha longifolia villocaulis
1037	Mentha longifolia vineicola
1037	Mentha longifolia virens
1037	Mentha longifolia viridescens
1037	Mentha longifolia viridescens
1037	Mentha longifolia weinerniana
1037	Mentha longifolia wirzbickiana
1037	Mentha longifolia zernestensis
1037	Mentha longifolia zomborensis
1037	Mentha macilenta
1037	Mentha marisensis
1037	Mentha mellifluens
1037	Mentha mentita
1037	Mentha microcephala
1037	Mentha microstachya
1037	Mentha minutiflora
1037	Mentha mixta
1037	Mentha mollicoma
1037	Mentha mollis
1037	Mentha mollis leptostachya
1037	Mentha mollis retinervis
1037	Mentha mollissima
1037	Mentha mollissima bornmuelleri
1037	Mentha mollissima exserta
1037	Mentha mollissima inclusa
1037	Mentha mollissima plicata
1037	Mentha monticola
1037	Mentha monticola jurana
1037	Mentha mosztongensis
1037	Mentha nativitatis-mariae
1037	Mentha neilreichiana
1037	Mentha nematostachya
1037	Mentha nemorosa crispa
1037	Mentha nemorosa dulcissima
1037	Mentha nigrescens
1037	Mentha niliaca sapida
1037	Mentha noeana
1037	Mentha norica
1037	Mentha nouletiana
1037	Mentha oblonga
1037	Mentha omissa
1037	Mentha pachylodes
1037	Mentha pagana
1037	Mentha pallida
1037	Mentha panormitana
1037	Mentha pantotricha
1037	Mentha paramecophyllon
1037	Mentha parviflora
1037	Mentha pedroi
1037	Mentha pellita
1037	Mentha persica
1037	Mentha petitrix
1037	Mentha phaeocoma
1037	Mentha planitiensis
1037	Mentha procera
1037	Mentha psiloclada
1037	Mentha ratisbonensis
1037	Mentha recta
1037	Mentha reflexifolia
1037	Mentha reflexifolia serrulata
1037	Mentha retinervis
1037	Mentha rigens
1037	Mentha rocheliana
1037	Mentha rotundifolia
1037	Mentha rotundifolia maritima
1037	Mentha rozaliae
1037	Mentha sapida
1037	Mentha sedunensis
1037	Mentha seriata
1037	Mentha serotina
1037	Mentha serratula
1037	Mentha serrulata
1037	Mentha sphaerostachya
1037	Mentha spicata microphylla
1037	Mentha stenantha
1037	Mentha stenanthelmia
1037	Mentha stenoclada
1037	Mentha stenostachya
1037	Mentha stenotricha
1037	Mentha suavis
1037	Mentha suavissima
1037	Mentha subincana
1037	Mentha subintegrifolia
1037	Mentha subviridis
1037	Mentha sylvestris
1037	Mentha sylvestris alpigena
1037	Mentha sylvestris angustifolia
1037	Mentha sylvestris arctifrons
1037	Mentha sylvestris brevifrons
1037	Mentha sylvestris candicans
1037	Mentha sylvestris canescens
1037	Mentha sylvestris canescens
1037	Mentha sylvestris compacta
1037	Mentha sylvestris crispa
1037	Mentha sylvestris diffusa
1037	Mentha sylvestris discolor
1037	Mentha sylvestris flaccida
1037	Mentha sylvestris floribunda
1037	Mentha sylvestris grandis
1037	Mentha sylvestris hybrida
1037	Mentha sylvestris iberica
1037	Mentha sylvestris incana
1037	Mentha sylvestris lancifolia
1037	Mentha sylvestris lavandulacea
1037	Mentha sylvestris major
1037	Mentha sylvestris marisensis
1037	Mentha sylvestris microcephala
1037	Mentha sylvestris microphylla
1037	Mentha sylvestris minor
1037	Mentha sylvestris mollis
1037	Mentha sylvestris mollissima
1037	Mentha sylvestris mollissima
1037	Mentha sylvestris nouletiana
1037	Mentha sylvestris pahinensis
1037	Mentha sylvestris pallescens
1037	Mentha sylvestris pellita
1037	Mentha sylvestris procurrens
1037	Mentha sylvestris serotina
1037	Mentha sylvestris simplex
1037	Mentha sylvestris sordida
1037	Mentha sylvestris subintegra
1037	Mentha sylvestris teydae
1037	Mentha sylvestris thaumasia
1037	Mentha sylvestris tomentosa
1037	Mentha sylvestris wierzbickiana
1037	Mentha syriaca
1037	Mentha syrmiensis
1037	Mentha szamosiana
1037	Mentha szenezyana
1037	Mentha szilyana
1037	Mentha taphrophila
1037	Mentha tenorei
1037	Mentha thaumasia
1037	Mentha tomentosa
1037	Mentha transmota
1037	Mentha transsilvanica
1037	Mentha uliginosa
1037	Mentha ulotricha
1037	Mentha vallesiaca
1037	Mentha veroniciformis
1037	Mentha villosa nouletiana
1037	Mentha villosa sapida
1037	Mentha villosa tenorei
1037	Mentha viridescens
1037	Mentha viridis candicans
1037	Mentha viridis canescens
1037	Mentha viridis minutodonta
1037	Mentha viridis nouletiana
1037	Mentha weinerniana
1037	Mentha wierzbickiana
1037	Mentha wierzbickiana holubyana
1037	Mentha wierzbickiana lintiae
1037	Mentha wierzbickiana richteri
1037	Mentha wierzbickiana stenantha
1037	Mentha wierzbickiana subcrispa
1037	Mentha wirzbickiana
1037	Mentha wondracekii
1038	Mentha acroceraia
1038	Mentha acuminata
1038	Mentha aepycaulos
1038	Mentha aequifrons
1038	Mentha albida
1038	Mentha albida
1038	Mentha alpigena
1038	Mentha ambigua
1038	Mentha aquatica gracilis
1038	Mentha bacsensis
1038	Mentha baldensis
1038	Mentha balsamiflora
1038	Mentha bezdanensis
1038	Mentha brachyclada
1038	Mentha brassoensis
1038	Mentha brevidentata
1038	Mentha brevispicata
1038	Mentha brittingeri
1038	Mentha caerulescens
1038	Mentha candicans
1038	Mentha candicans angustifolia
1038	Mentha candicans leptostachya
1038	Mentha candicans ramosa
1038	Mentha canescens
1038	Mentha cardiophyllos
1038	Mentha castellana
1038	Mentha caucasica
1038	Mentha caucasica
1038	Mentha chaunanthera
1038	Mentha chrysostomi
1038	Mentha coerulescens
1038	Mentha collivaga
1038	Mentha cordata
1038	Mentha cretica
1038	Mentha crispa
1038	Mentha cuspidata
1038	Mentha danubialis
1038	Mentha danubialis
1038	Mentha decloetiana
1038	Mentha densicapilla
1038	Mentha despecta
1038	Mentha dionisiana
1038	Mentha discolor
1038	Mentha divaricata
1038	Mentha domingoi
1038	Mentha dulcissima
1038	Mentha dumetorum hispidula
1038	Mentha eisensteiniana
1038	Mentha ensidens
1038	Mentha favratii
1038	Mentha filina
1038	Mentha firmicaulis
1038	Mentha flanatica
1038	Mentha foliosa
1038	Mentha foroiulensis
1038	Mentha glaucostachya
1038	Mentha grisella
1038	Mentha grisella caucasica
1038	Mentha grisella minutiflora
1038	Mentha grisella seriata
1038	Mentha grisella syriaca
1038	Mentha halleri
1038	Mentha hapalophylla
1038	Mentha hispidula
1038	Mentha hollosyana
1038	Mentha horridula
1038	Mentha hugueninii
1038	Mentha hybrida
1038	Mentha illyrica
1038	Mentha incana
1038	Mentha incana barthiana
1038	Mentha incana litoralis
1038	Mentha ischnostachya
1038	Mentha josephi
1038	Mentha jucunda
1038	Mentha jurana
1038	Mentha kozorensis
1038	Mentha krassoensis
1038	Mentha kuncii
1038	Mentha laggeri
1038	Mentha lavandulacea
1038	Mentha lavandulifolia
1038	Mentha leioneura
1038	Mentha lepidioides
1038	Mentha lereschii
1038	Mentha leucantha
1038	Mentha ligustrina
1038	Mentha litigiosa
1038	Mentha longifolia acroceraia
1038	Mentha longifolia acuminata
1038	Mentha longifolia acutidens
1038	Mentha longifolia aequifrons
1038	Mentha longifolia alpigena
1038	Mentha longifolia ambigua
1038	Mentha longifolia angustifolia
1038	Mentha longifolia angustifrons
1038	Mentha longifolia angustissima
1038	Mentha longifolia anisodons
1038	Mentha longifolia apentiana
1038	Mentha longifolia apoxodonta
1038	Mentha longifolia argenticapilla
1038	Mentha longifolia arthrostachya
1038	Mentha longifolia bacsensis
1038	Mentha longifolia balcanica
1038	Mentha longifolia balsamiflora
1038	Mentha longifolia barthiana
1038	Mentha longifolia bojanaensis
1038	Mentha longifolia brassoensis
1038	Mentha longifolia brevifolia
1038	Mentha longifolia brevifrons
1038	Mentha longifolia bulgarica
1038	Mentha longifolia bureschiana
1038	Mentha longifolia cadrilateri
1038	Mentha longifolia campiensis
1038	Mentha longifolia campylostachya
1038	Mentha longifolia candicans
1038	Mentha longifolia candicans
1038	Mentha longifolia capitata
1038	Mentha longifolia capitulata
1038	Mentha longifolia cardibasea
1038	Mentha longifolia cardiophylla
1038	Mentha longifolia caucasica
1038	Mentha longifolia caucasica
1038	Mentha longifolia cesarea
1038	Mentha longifolia chaunanthera
1038	Mentha longifolia collivaga
1038	Mentha longifolia comata
1038	Mentha longifolia crenigena
1038	Mentha longifolia dejmerii
1038	Mentha longifolia delphinensis
1038	Mentha longifolia demissa
1038	Mentha longifolia densicapilla
1038	Mentha longifolia densicapilla
1038	Mentha longifolia diabolina
1038	Mentha longifolia diabolina
1038	Mentha longifolia discolor
1038	Mentha longifolia divaricata
1038	Mentha longifolia dobrogensis
1038	Mentha longifolia dripanoidea
1038	Mentha longifolia eclytanthea
1038	Mentha longifolia eisensteiniana
1038	Mentha longifolia ensidens
1038	Mentha longifolia erminea
1038	Mentha longifolia erminea
1038	Mentha longifolia falcatodentata
1038	Mentha longifolia favratii
1038	Mentha longifolia feleacaensis
1038	Mentha longifolia ferdinandii
1038	Mentha longifolia firmicaulis
1038	Mentha longifolia flaccida
1038	Mentha longifolia flanatica
1038	Mentha longifolia focsaniensis
1038	Mentha longifolia foroiulensis
1038	Mentha longifolia fuliginosa
1038	Mentha longifolia gibbosidens
1038	Mentha longifolia glaucostachya
1038	Mentha longifolia graciliflora
1038	Mentha longifolia gracilis
1038	Mentha longifolia grandis
1038	Mentha longifolia grinensis
1038	Mentha longifolia grisella
1038	Mentha longifolia gulekensis
1038	Mentha longifolia hapalophylla
1038	Mentha longifolia hebosa
1038	Mentha longifolia heterodons
1038	Mentha longifolia holasia
1038	Mentha longifolia hollosyana
1038	Mentha longifolia horridula
1038	Mentha longifolia hugueninii
1038	Mentha longifolia huteri
1038	Mentha longifolia incana
1038	Mentha longifolia incisifolia
1038	Mentha longifolia ingens
1038	Mentha longifolia irregularis
1038	Mentha longifolia ischnostachya
1038	Mentha longifolia javorkae
1038	Mentha longifolia jurana
1038	Mentha longifolia kozorensis
1038	Mentha longifolia laggeri
1038	Mentha longifolia lanyiana
1038	Mentha longifolia latibracteata
1038	Mentha longifolia lavandulacea
1038	Mentha longifolia lavandulacea
1038	Mentha longifolia leioneura
1038	Mentha longifolia lepidioides
1038	Mentha longifolia leptophylla
1038	Mentha longifolia leptostachya
1038	Mentha longifolia lereschii
1038	Mentha longifolia libidinosa
1038	Mentha longifolia lignosa
1038	Mentha longifolia ligustrina
1038	Mentha longifolia litoralis
1038	Mentha longifolia lonciana
1038	Mentha longifolia macedonica
1038	Mentha longifolia macilenta
1038	Mentha longifolia macrophyllos
1038	Mentha longifolia magnifrons
1038	Mentha longifolia major
1038	Mentha longifolia marisensis
1038	Mentha longifolia melesensis
1038	Mentha longifolia mesomorpha
1038	Mentha longifolia microphylla
1038	Mentha longifolia microverticillata
1038	Mentha longifolia minutiflora
1038	Mentha longifolia minutiflora
1038	Mentha longifolia modesta
1038	Mentha longifolia moldovica
1038	Mentha longifolia mollicoma
1038	Mentha longifolia mollis
1038	Mentha longifolia mollis
1038	Mentha longifolia mollissima
1038	Mentha longifolia mollissima
1038	Mentha longifolia montenegrina
1038	Mentha longifolia mosztongensis
1038	Mentha longifolia nematostachya
1038	Mentha longifolia nicolaensis
1038	Mentha longifolia niederederi
1038	Mentha longifolia norica
1038	Mentha longifolia oblongifolia
1038	Mentha longifolia oblongolanceolatifolia
1038	Mentha longifolia ochroleuca
1038	Mentha longifolia ochthegena
1038	Mentha longifolia ovatifrons
1038	Mentha longifolia pachylodes
1038	Mentha longifolia pagana
1038	Mentha longifolia pahinensis
1038	Mentha longifolia pantotricha
1038	Mentha longifolia paramecophyllon
1038	Mentha longifolia pascua
1038	Mentha longifolia paucidentata
1038	Mentha longifolia pellita
1038	Mentha longifolia pellita
1038	Mentha longifolia phaeocoma
1038	Mentha longifolia planitiensis
1038	Mentha longifolia planitiensis
1038	Mentha longifolia polystachya
1038	Mentha longifolia procera
1038	Mentha longifolia prodanii
1038	Mentha longifolia pseudoelongata
1038	Mentha longifolia pseudoulotricha
1038	Mentha longifolia pustariensis
1038	Mentha longifolia ramosissima
1038	Mentha longifolia reciaensis
1038	Mentha longifolia recta
1038	Mentha longifolia reflexifolia
1038	Mentha longifolia reticulatinervosa
1038	Mentha longifolia retinervis
1038	Mentha longifolia rocheliana
1038	Mentha longifolia romanica
1038	Mentha longifolia rotundibracteata
1038	Mentha longifolia rozaliae
1038	Mentha longifolia schneekapellae
1038	Mentha longifolia scytina
1038	Mentha longifolia sedunensis
1038	Mentha longifolia serbica
1038	Mentha longifolia seriata
1038	Mentha longifolia serrulata
1038	Mentha longifolia serrulata
1038	Mentha longifolia sordida
1038	Mentha longifolia sparsiramea
1038	Mentha longifolia splendens
1038	Mentha longifolia stenantha
1038	Mentha longifolia stenanthelmia
1038	Mentha longifolia stenostachya
1038	Mentha longifolia stenotricha
1038	Mentha longifolia striata
1038	Mentha longifolia striatula
1038	Mentha longifolia subacutidentata
1038	Mentha longifolia subalpina
1038	Mentha longifolia subamplexicaulifolia
1038	Mentha longifolia subincana
1038	Mentha longifolia subintegra
1038	Mentha longifolia subintegrifolia
1038	Mentha longifolia submissa
1038	Mentha longifolia subnemorosa
1038	Mentha longifolia subobtusa
1038	Mentha longifolia subpyramidaliformis
1038	Mentha longifolia subpyramidalis
1038	Mentha longifolia subviridiformis
1038	Mentha longifolia subviridis
1038	Mentha longifolia syriaca
1038	Mentha longifolia syriaca
1038	Mentha longifolia szabolcsensis
1038	Mentha longifolia szamosiana
1038	Mentha longifolia szenezyana
1038	Mentha longifolia szolnokensis
1038	Mentha longifolia taphrophila
1038	Mentha longifolia taurica
1038	Mentha longifolia tenuior
1038	Mentha longifolia terasia
1038	Mentha longifolia trachypriononta
1038	Mentha longifolia trachypriononta
1038	Mentha longifolia transmota
1038	Mentha longifolia ulotricha
1038	Mentha longifolia urumovii
1038	Mentha longifolia vallesiaca
1038	Mentha longifolia velutina
1038	Mentha longifolia veroniciformis
1038	Mentha longifolia villocaulis
1038	Mentha longifolia vineicola
1038	Mentha longifolia virens
1038	Mentha longifolia viridescens
1038	Mentha longifolia viridescens
1038	Mentha longifolia weinerniana
1038	Mentha longifolia wirzbickiana
1038	Mentha longifolia zernestensis
1038	Mentha longifolia zomborensis
1038	Mentha macilenta
1038	Mentha marisensis
1038	Mentha mellifluens
1038	Mentha mentita
1038	Mentha microcephala
1038	Mentha microstachya
1038	Mentha minutiflora
1038	Mentha mixta
1038	Mentha mollicoma
1038	Mentha mollis
1038	Mentha mollis leptostachya
1038	Mentha mollis retinervis
1038	Mentha mollissima
1038	Mentha mollissima bornmuelleri
1038	Mentha mollissima exserta
1038	Mentha mollissima inclusa
1038	Mentha mollissima plicata
1038	Mentha monticola
1038	Mentha monticola jurana
1038	Mentha mosztongensis
1038	Mentha nativitatis-mariae
1038	Mentha neilreichiana
1038	Mentha nematostachya
1038	Mentha nemorosa crispa
1038	Mentha nemorosa dulcissima
1038	Mentha nigrescens
1038	Mentha niliaca sapida
1038	Mentha noeana
1038	Mentha norica
1038	Mentha nouletiana
1038	Mentha oblonga
1038	Mentha omissa
1038	Mentha pachylodes
1038	Mentha pagana
1038	Mentha pallida
1038	Mentha panormitana
1038	Mentha pantotricha
1038	Mentha paramecophyllon
