EPSID	EPID	synonyms
EPS13202	EP1320	Piper latifolium
EPS13203	EP1320	Piper roxburghii
EPS13204	EP1320	Piper sarmentosum
EPS13205	EP1320	Piper turbinatum
EPS13206	EP1321	Artanthe mikaniana
EPS13207	EP1321	Piper debile
EPS13208	EP1321	Piper mikanianum clausum
EPS13209	EP1321	Piper misionesanum
EPS13210	EP1321	Piper parthenium
EPS13211	EP1321	Piper parthenium pilosius
EPS13212	EP1321	Schilleria mikaniana
EPS13213	EP1322	Piper nigrum
EPS13214	EP1323	Piper nigrum
EPS13215	EP1324	Piper nigrum
EPS13216	EP1325	Piper nigrum
EPS13217	EP1326	Piper nigrum
EPS13218	EP1327	Piper nigrum
EPS13219	EP1328	Piper nigrum
EPS13220	EP1329	Piper nigrum
EPS13221	EP1330	Piper nigrum
EPS13222	EP1331	Chavica celtidiformis
EPS13223	EP1331	Chavica hainana
EPS13224	EP1331	Chavica labillardieri
EPS13225	EP1331	Chavica maritima
EPS13226	EP1331	Chavica officinarum
EPS13227	EP1331	Chavica parvifolia
EPS13228	EP1331	Chavica peepuloides
EPS13229	EP1331	Chavica retrofracta
EPS13230	EP1331	Cubeba chaba
EPS13231	EP1331	Piper arnottianum
EPS13232	EP1331	Piper callosum
EPS13233	EP1331	Piper chaba
EPS13234	EP1331	Piper longum
EPS13235	EP1331	Piper maritimum
EPS13236	EP1331	Piper officinarum
EPS13237	EP1331	Piper palawanum
EPS13238	EP1331	Piper parvifolium
EPS13239	EP1331	Steffensia carpunya
EPS13240	EP1332	Artanthe adunca
EPS13241	EP1332	Artanthe cearensis
EPS13242	EP1332	Artanthe celtidifolia
EPS13243	EP1332	Artanthe elongata
EPS13244	EP1332	Artanthe galeottii
EPS13245	EP1332	Artanthe granulosa
EPS13246	EP1332	Artanthe velloziana
EPS13247	EP1332	Lepianthes granulatum
EPS13248	EP1332	Piper aduncifolium
EPS13249	EP1332	Piper aduncum ossanum
EPS13250	EP1332	Piper aduncum sigualense
EPS13251	EP1332	Piper anguillispicum
EPS13252	EP1332	Piper angustifolium
EPS13253	EP1332	Piper angustifolium ossanum
EPS13254	EP1332	Piper celtidifolium
EPS13255	EP1332	Piper disparispicum
EPS13256	EP1332	Piper dubium
EPS13257	EP1332	Piper elongatifolium
EPS13258	EP1332	Piper elongatum
EPS13259	EP1332	Piper elongatum
EPS13260	EP1332	Piper elongatum pampayacusum
EPS13261	EP1332	Piper fatoanum
EPS13262	EP1332	Piper granulosum
EPS13263	EP1332	Piper hebecarpum
EPS13264	EP1332	Piper imberbe
EPS13265	EP1332	Piper intersitum
EPS13266	EP1332	Piper kuntzei
EPS13267	EP1332	Piper lancifolium
EPS13268	EP1332	Piper lineatum hirtipetiolatum
EPS13269	EP1332	Piper linguifolium
EPS13270	EP1332	Piper martinicense
EPS13271	EP1332	Piper martinicense montis-pilati
EPS13272	EP1332	Piper multinervium
EPS13273	EP1332	Piper nonconformans
EPS13274	EP1332	Piper oblanceolatum fragilicaule
EPS13275	EP1332	Piper ossanum
EPS13276	EP1332	Piper parvibracteatum
EPS13277	EP1332	Piper purpurascens
EPS13278	EP1332	Piper reciprocum
EPS13279	EP1332	Piper scabrum
EPS13280	EP1332	Piper stehleorum
EPS13281	EP1332	Piper subrectinerve
EPS13282	EP1332	Steffensia adunca
EPS13283	EP1332	Steffensia angustifolia
EPS13284	EP1332	Steffensia celtidifolia
EPS13285	EP1332	Steffensia elongata
EPS13286	EP1335	Lentiscus atlantica
EPS13287	EP1335	Lentiscus mutica
EPS13288	EP1335	Pistacia atlantica cabulica
EPS13289	EP1335	Pistacia atlantica cypricola
EPS13290	EP1335	Pistacia atlantica latifolia
