occurrenceId	verbatimScientificName	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species
	Stachys multicaulis	Stachys multicaulis Benth.	3905624	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys multicaulis
	Stachys obtusicrena	Stachys obtusicrena Boiss.	3905410	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys obtusicrena
	Stachys officinalis	Stachys officinalis A.Kerner	9158676	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys officinalis
	Stachys persica	Stachys persica S.G.Gmel. ex C.A.Mey.	3904837	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys alpina
	Stachys pilifera	Stachys pilifera Benth.	3904759	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys pilifera
	Stachys recta	Stachys recta L.	2927298	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys recta
	Stachys schtschegleevii	Stachys schtschegleevii Sosn. ex Grossh.	3903670	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys inflata
	Steganotaenia araliacea	Steganotaenia araliacea Hochst.	3637619	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Steganotaenia	Steganotaenia araliacea
	Stenotaenia nudicaulis	Stenotaenia nudicaulis Boiss.	5539364	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Stenotaenia	Stenotaenia nudicaulis
	Sterculia tragacantha	Sterculia tragacantha Lindl.	5406677	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Sterculia	Sterculia tragacantha
	Sundacarpus amarus	Sundacarpus amarus (Blume) C.N.Page	2687875	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Sundacarpus	Sundacarpus amarus
	Syzygium aromaticum	Syzygium aromaticum (L.) Merr. & L.M.Perry	3183002	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium aromaticum
	Syzygium cordatum	Syzygium cordatum Hochst. ex C.Krauss	3184753	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium cordatum
	Syzygium gardneri	Syzygium gardneri Thwaites	3184746	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium gardneri
	Syzygium malaccense	Syzygium malaccense (L.) Merr. & L.M.Perry	3184509	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium malaccense
	Tagetes aff. maxima	Tagetes maxima Kuntze	4235370	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes mandonii
	Tagetes erecta	Tagetes erecta L.	3088488	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes erecta
	Tagetes filifolia	Tagetes filifolia Lag.	3088506	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes filifolia
	Tagetes lucida	Tagetes lucida Cav.	3088537	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes lucida
	Tagetes minuta	Tagetes minuta L.	3088481	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes minuta
	Tagetes multiflora	Tagetes multiflora Kunth	3088531	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes multiflora
	Tagetes patula	Tagetes patula L.	3088492	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes erecta
	Tagetes tenuifolia	Tagetes tenuifolia Cav.	7497356	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes tenuifolia
	Tagetes zipaquinensis	Tagetes zypaquinensis Humb. & Bonpl.	3088474	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes zypaquinensis
	Talauma ovata	Talauma ovata A.St.-Hil.	3153277	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	Magnolia ovata
	Talisia esculenta	Talisia esculenta Radlk.	3788345	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Talisia	Talisia esculenta
	Tamarindus indica L.	Tamarindus indica L.	2975768	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tamarindus	Tamarindus indica
	Tanacetum annuum	Tanacetum annuum L.	3118596	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum annuum
	Tanacetum balsamita L.	Tanacetum balsamita L.	3118254	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum balsamita
	Tanacetum cadmeum	Tanacetum cadmeum (Boiss.) Heywood	3118572	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum cadmeum
	Tanacetum cadmeum	Tanacetum cadmeum (Boiss.) Heywood	3118572	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum cadmeum
	Tanacetum densum	Tanacetum densum (Labill.) Heywood	8201768	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum densum
	Tanacetum dolichophyllum	Tanacetum dolichophyllum (S.Kitam.) S.Kitam.	3118348	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hippolytia	Hippolytia dolichophylla
	Tanacetum elburensis	Tanacetum L.	3118160	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	
	Tanacetum khorassanicum	Tanacetum khorassanicum (Krasch.) Tzvel.	3118342	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tzvelevopyrethrum	Tzvelevopyrethrum khorassanicum
	Tanacetum larvatum	Tanacetum larvatum (Pant.) Hayek	3118214	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum larvatum
	Tanacetum lingulatum	Tanacetum lingulatum (Boiss.) Bornm.	3118331	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Xylanthemum	Xylanthemum lingulatum
	Tanacetum macrophyllum	Tanacetum macrophyllum Sch.Bip.	3118526	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum macrophyllum
	Tanacetum nubigenum	Tanacetum nubigenum Wall.	8605734	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum nubigenum
	Tanacetum parthenium	Tanacetum parthenium Sch.Bip.	3118430	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum parthenium
	Tanacetum persicum	Tanacetum persicum (Boiss.) Mozaff.	4233461	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum parthenium
	Tanacetum polycephalum	Tanacetum polycephalum Sch.Bip.	3118540	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum polycephalum
	Tanacetum polycephalum	Tanacetum polycephalum Sch.Bip.	3118540	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum polycephalum
	Tanacetum vulgare	Tanacetum vulgare L.	3118274	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum vulgare
	Taxodium distichum	Taxodium distichum Rich.	2684191	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Taxodium	Taxodium distichum
	Tephrosia cinerea	Tephrosia cinerea Pers.	5342191	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia	Tephrosia cinerea
	Tephrosia densiflora	Tephrosia densiflora Hook.f.	5342374	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia	Tephrosia densiflora
	Tephrosia egregia	Tephrosia egregia Sandwith	5342231	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia	Tephrosia egregia
	Tephrosia persica	Tephrosia persica Boiss.	5342096	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia	Tephrosia persica
	Tephrosia vogelii	Tephrosia vogelii Hook.f.	5342354	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Tephrosia	Tephrosia vogelii
	Tessaria absinthioides	Tessaria absinthioides DC.	3114905	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tessaria	Tessaria absinthioides
	Tetraclinis articulata	Tetraclinis articulata Mast.	2684184	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Tetraclinis	Tetraclinis articulata
	Teucrium alopecurus	Teucrium alopecurus de NoÃ©	3898816	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium alopecurus
	Teucrium antitauricum	Teucrium antitauricum Ekim	3898664	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium antitauricum
	Teucrium arduini	Teucrium arduinii L.	7465222	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium arduinii
	Teucrium atratum	Teucrium atratum Pomel	3898535	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium atratum
	Teucrium botrys	Teucrium botrys L.	2926903	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium botrys
	Teucrium carolipaui	Teucrium carolipaui Vicioso ex Pau	7308668	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium carolipaui
	Teucrium chamaedrys	Teucrium chamaedrys L.	6411747	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium chamaedrys
	Teucrium chamaedrys	Teucrium chamaedrys L.	6411747	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium chamaedrys
	Teucrium creticum	Teucrium creticum L.	3897353	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium creticum
	Teucrium flavum	Teucrium flavum L.	3887754	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium flavum
	Teucrium mascatenses	Teucrium mascatense Boiss.	3895376	FUZZY	96	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium mascatense
	Teucrium massiliense	Teucrium massiliense L.	3895361	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium massiliense
	Teucrium melissoides	Teucrium melissoides Boiss. & Hausskn. ex Boiss.	3895299	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium melissoides
	Teucrium monta	Teucrium montanum L.	7308294	FUZZY	94	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium montanum
	Teucrium montanum	Teucrium montanum L.	7308294	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium montanum
	Teucrium multicaule	Teucrium multicaule Montbr. & Auch. ex Benth.	3895149	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium multicaule
	Teucrium orientale	Teucrium orientale L.	2926897	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium orientale
	Teucrium persicum	Teucrium persicum Boiss.	3894583	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium persicum
	Teucrium pestalozzae	Teucrium pestalozzae Boiss.	3894575	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium pestalozzae
	Teucrium polium	Teucrium polium L.	3887764	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium polium
	Teucrium sandrasicum	Teucrium sandrasicum O.Schwarz	3893397	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium sandrasicum
	Teucrium scordium	Teucrium scordium L.	7945074	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium scordium
	Teucrium stocksianum	Teucrium stocksianum Boiss.	7308003	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	Teucrium stocksianum
	Thamnosciadium junceum	Thamnosciadium junceum (Sibth. & Sm.) Hartvig	3635565	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thamnosciadium	Thamnosciadium junceum
	Thamnosma montana	Thamnosma montana Torr. & Frem.	3190417	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Thamnosma	Thamnosma montana
	Thapsia garganica	Thapsia garganica L.	6026849	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thapsia	Thapsia garganica
	Thapsia maxima	Thapsia maxima Miller	5538727	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thapsia	Thapsia villosa
	Thapsia villosa	Thapsia villosa L.	6026828	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thapsia	Thapsia villosa
	Theobroma bicolor	Theobroma bicolor Humb. & Bonpl.	3152209	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Theobroma	Theobroma bicolor
	Thevetia peruviana	Thevetia peruviana Merr.	7813493	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Thevetia	Thevetia peruviana
	Thryptomene hexandra	Thryptomene hexandra C.T.White	3177581	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Thryptomene	Thryptomene hexandra
	Thryptomene oligandra	Thryptomene oligandra F.Muell.	3177594	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Thryptomene	Thryptomene oligandra
	Thryptomene parviflora	Thryptomene parviflora Domin	3177599	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Thryptomene	Thryptomene parviflora
	Thymbra capitata	Thymbra capitata (L.) Cav.	5607804	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymbra	Thymbra capitata
	Thymbra spicata	Thymbra spicata L.	7307908	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymbra	Thymbra spicata
	Thymus albicans	Thymus albicans Hoffmanns. & Link	7308328	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus albicans
	Thymus algeriensis	Thymus algeriensis Boiss. & Reut.	5607769	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus algeriensis
	Thymus algeriensis genuinus	Thymus algeriensis Boiss. & Reut.	5607769	HIGHERRANK	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus algeriensis
	Thymus alpigenus	Thymus alpigenus (A.Kern. ex Heinr.Braun) Ronniger	7537087	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus praecox
	Thymus arundanus	Thymus arundanus Willk.	5607725	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus arundanus
	Thymus atticus	Thymus atticus ÄŒelak.	5607698	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus atticus
	Thymus baeticus	Thymus baeticus Boiss. ex Lacaita	8363061	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus baeticus
	Thymus bracteosus	Thymus bracteosus Vis. ex Benth.	5607570	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus bracteosus
	Thymus canoviridis	Thymus canoviridis Jalas	5607514	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus canoviridis
	Thymus capitatus	Thymus L.	2926960	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	
	Thymus carnosus	Thymus carnosus Boiss.	5607503	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus carnosus
	Thymus caucasicus	Thymus L.	2926960	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	
	Thymus ciliates	Thymus L.	2926960	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	
	Thymus cilicicus	Thymus cilicicus Boiss. & Balansa	5607463	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus cilicicus
	Thymus daenensis	Thymus daenensis Celak.	7307535	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus daenensis
	Thymus fallax	Thymus fallax Fisch. & Mey.	5607088	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus fallax
	Thymus fedtschenkoi	Thymus fedtschenkoi Ronniger	7307424	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus fedtschenkoi
	Thymus fontanesii	Thymus fontanesii Boiss. & Reut.	5607055	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pallescens
	Thymus herba-barona	Thymus herba-barona Loisel.	7307315	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus herba-barona
	Thymus hirtus	Thymus L.	2926960	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	
	Thymus kotschyanus	Thymus kotschyanus Boiss. & Hohen.	7307181	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus kotschyanus
	Thymus leptobotrys	Thymus leptobotrys Murb.	5606576	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus maroccanus
	Thymus leucostomus	Thymus leucostomus Hausskn. & Velen.	7307123	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus leucostomus
	Thymus longicaulis	Thymus longicaulis C.Presl	7307062	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus longicaulis
	Thymus mastichina	Thymus mastichina L.	7307002	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus mastichina
	Thymus munbyanus	Thymus munbyanus Boiss. & Reut.	7306942	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus munbyanus
	Thymus numidicus	Thymus numidicus Poir.	7306910	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus numidicus
	Thymus oblongifolius	Thymus oblongifolius Opiz	7431272	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus oblongifolius
	Thymus pallescens	Thymus pallescens de NoÃ©	5606031	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pallescens
	Thymus pallidus	Thymus pallidus Coss. ex Batt.	7452786	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pallidus
	Thymus pectinatus	Thymus pectinatus Fisch. & Mey.	7306830	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pectinatus
	Thymus persicus	Thymus persicus (Ronniger ex Rech.f.) Jalas	5605958	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus persicus
	Thymus pseudopulegioides	Thymus pseudopulegioides Klokov & Des.-Shost.	5605792	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus nummularius
	Thymus pubescens	Thymus pubescens Boiss. & Kotschy ex Celak.	7306773	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pubescens
	Thymus pulegioides	Thymus pulegioides L.	5341443	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pulegioides
	Thymus pulegioides	Thymus pulegioides L.	5341443	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pulegioides
	Thymus richardii	Thymus richardii Pers.	7306705	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus richardii
	Thymus roegneri	Thymus roegneri K.Koch	5605565	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus roegneri
	Thymus rohlenae	Thymus rohlenae Velen. ex RÃ¶hl.	5605562	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus longicaulis
	Thymus satureioides	Thymus saturejoides Coss. & Balansa	7306681	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus saturejoides
	Thymus serpyllum	Thymus serpyllum L.	6409622	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus serpyllum
	Thymus serpyllum	Thymus serpyllum L.	6409622	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus serpyllum
	Thymus spinulosus	Thymus spinulosus Ten.	5605285	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus spinulosus
	Thymus striatus	Thymus striatus Vahl	7306614	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus striatus
	Thymus subcollinus	Thymus subcollinus Klokov	5605244	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus subcollinus
	Thymus tosevii	Thymus tosevii Velen.	8370075	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus sibthorpii
	Thymus vulgaris	Thymus vulgaris L.	5341442	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus vulgaris
