490	Cyperus rotundus	Cyperus rotundus (L.)	Cyperus rotundus		Cyperus rotundus (L.)				Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus rotundus	490	33	2
491	Daphnandra apatela	Daphnandra apatela Schodde	Daphnandra apatela		Daphnandra apatela Schodde				Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra apatela	491	16	1
492	Daphnandra johnsonii	Daphnandra johnsonii Schodde	Daphnandra johnsonii		Daphnandra johnsonii Schodde				Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra johnsonii	492	16	1
493	Daphnandra melasamena	Daphnandra melasmena Schodde	Daphnandra melasmena		Daphnandra melasmena Schodde		Typographical error in specific epithet		Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra melasmena	493	16	1
494	Daphnandra micrantha	Daphnandra micrantha Benth.	Daphnandra micrantha		Daphnandra micrantha Benth.				Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra micrantha	494	16	1
495	Daphnandra repandula	Daphnandra repandula F.Muell.	Daphnandra repandula		Daphnandra repandula F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra repandula	495	16	1
496	Daphnandra tenuipes	Daphnandra tenuipes Perkins	Daphnandra tenuipes		Daphnandra tenuipes Perkins				Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra tenuipes	496	16	1
497	Daucus carota	Daucus carota (L.)	Daucus carota		Daucus carota (L.)				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota	497	11	1
498	Daucus carota ssp. carota	Daucus carota subsp. carota	Daucus carota		Daucus carota subsp. carota	Details Check: [same word twice?] carota subsp. carota			Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota	498	11	1
499	Daucus carota ssp. sativus var. Koral	Daucus carota subsp. sativus (Hoffm.) Schübl. & Martens	Daucus carota	YES	Daucus carota subsp. sativus (Hoffm.) Schübl. & Martens	Missing Data? ssp./subsp. Sativus (var.) Koral			Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota	499	11	1
500	Daucus carota ssp. sativus var. Perfekcja	Daucus carota subsp. sativus (Hoffm.) Schübl. & Martens	Daucus carota	YES	Daucus carota subsp. sativus (Hoffm.) Schübl. & Martens	Missing Data? ssp./subsp. sativus (var.) Perfekcja			Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota	500	11	1
501	Daucus littoralis	Daucus littoralis Sibth. & Sm.	Daucus littoralis		Daucus littoralis Sibth. & Sm.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus littoralis	501	11	1
502	Decaspermum humile	Decaspermum humile (G.Don) A.J.Scott	Decaspermum humile		Decaspermum humile (G.Don) A.J.Scott				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Decaspermum	Decaspermum humile	502	62	1
503	Decaspermum struckoilicum	Decaspermum struckoilicum N.Snow & Guymer	Decaspermum struckoilicum		Decaspermum struckoilicum N.Snow & Guymer				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Decaspermum	Decaspermum struckoilicum	503	62	1
504	Dennettia tripetala	Dennettia tripetala Baker f.	Dennettia tripetala		Dennettia tripetala Baker f.				Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Uvariopsis	Uvariopsis tripetala	504	9	1
505	Desmos goezeanus	Desmos goezeanus (F.Muell.) Jessup	Desmos goezeanus		Desmos goezeanus (F.Muell.) Jessup				Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Desmos	Desmos goezeanus	505	9	1
506	Desmos wardianus	Desmos wardianus (Bailey) Jessup	Desmos wardianus		Desmos wardianus (Bailey) Jessup				Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Desmos	Desmos wardianus	506	9	1
507	Dictamnus albus	Dictamnus albus (L.)	Dictamnus albus		Dictamnus albus (L.)				Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Dictamnus	Dictamnus albus	507	84	1
508	Dicyclophora persica	Dicyclophora persica Boiss.	Dicyclophora persica		Dicyclophora persica Boiss.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Dicyclophora	Dicyclophora persica	508	11	1
509	Diospyros blancoi	Diospyros blancoi A.DC.	Diospyros blancoi		Diospyros blancoi A.DC.				Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros discolor	509	34	1
510	Diplotaenia cachrydifolia	Diplotaenia cachrydifolia Boiss.	Diplotaenia cachrydifolia		Diplotaenia cachrydifolia Boiss.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Diplotaenia	Diplotaenia cachrydifolia	510	11	1
511	Dipteryx odorata	Dipteryx odorata Willd.	Dipteryx odorata		Dipteryx odorata Willd.				Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dipteryx	Dipteryx odorata	511	37	1
512	Dittrichia graveolens	Dittrichia graveolens (L.) Greuter	Dittrichia graveolens		Dittrichia graveolens (L.) Greuter				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Dittrichia	Dittrichia graveolens	512	15	1
513	Doronicum austriacum	Doronicum austriacum Jacq.	Doronicum austriacum		Doronicum austriacum Jacq.				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum	Doronicum austriacum	513	15	1
514	Dracocephalum aucheri	Dracocephalum aucheri Boiss.	Dracocephalum aucheri		Dracocephalum aucheri Boiss.				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Dracocephalum	Dracocephalum aucheri	514	47	1
515	Dracocephalum kotschyi	Dracocephalum kotschyi Boiss.	Dracocephalum kotschyi		Dracocephalum kotschyi Boiss.				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Dracocephalum	Dracocephalum kotschyi	515	47	1
516	Dracocephalum moldavica	Dracocephalum moldavica (L.)	Dracocephalum moldavica		Dracocephalum moldavica (L.)				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Dracocephalum	Dracocephalum moldavica	516	47	1
517	Dracocephalum speciosum	Dracocephalum speciosum Benth.	Dracocephalum speciosum		Dracocephalum speciosum Benth.				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Dracocephalum	Dracocephalum wallichii	517	47	1
518	Drimys brasiliensis	Drimys brasiliensis Miers	Drimys brasiliensis		Drimys brasiliensis Miers				Plantae	Tracheophyta	Magnoliopsida	Canellales	Winteraceae	Drimys	Drimys brasiliensis	518	99	1
519	Ducrosia anethifolia	Ducrosia anethifolia Boiss.	Ducrosia anethifolia		Ducrosia anethifolia Boiss.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ducrosia	Ducrosia anethifolia	519	11	1
520	Ducrosia assadii	Ducrosia assadii R.Alava	Ducrosia assadii		Ducrosia assadii R.Alava				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ducrosia	Ducrosia assadii	520	11	1
521	Echinacea purpurea	Echinacea purpurea Moench	Echinacea purpurea		Echinacea purpurea Moench				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Echinacea	Echinacea purpurea	521	15	1
522	Echinophora carvifolia	Echinophora carvifolia Boiss. & Bal.	Echinophora carvifolia		Echinophora carvifolia Boiss. & Bal.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thecocarpus	Thecocarpus carvifolius	522	11	1
523	Echinophora chysantha	Echinophora chrysantha Freyn & Sint.	Echinophora chrysantha		Echinophora chrysantha Freyn & Sint.		Typographical error in specific epithet		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora chrysantha	523	11	1
524	Echinophora cinerea	Echinophora cinerea (Boiss.) Hedge & Lamond	Echinophora cinerea		Echinophora cinerea (Boiss.) Hedge & Lamond				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora cinerea	524	11	1
525	Echinophora lamondiana	Echinophora lamondiana B.Yildiz & Z.Bahrecioglu	Echinophora lamondiana		Echinophora lamondiana B.Yildiz & Z.Bahrecioglu				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora lamondiana	525	11	1
526	Echinophora orientalis	Echinophora orientalis (DC.) Hedge & Lamond	Echinophora orientalis		Echinophora orientalis (DC.) Hedge & Lamond	Formatting? (DC.) Hedge & Lamond			Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Anisosciadium	Anisosciadium orientale	526	11	1
527	Echinophora platyloba	Echinophora platyloba DC.	Echinophora platyloba		Echinophora platyloba DC.	Formatting? DC.			Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora platyloba	527	11	1
528	Echinophora tenuifolia	Echinophora tenuifolia (L.)	Echinophora tenuifolia		Echinophora tenuifolia (L.)				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora tenuifolia	528	11	1
529	Echinophora tenuifolia ssp. sibthorpiana	Echinophora tenuifolia subsp. sibthorpiana (Guss.) Tutin	Echinophora tenuifolia		Echinophora tenuifolia subsp. sibthorpiana (Guss.) Tutin				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora tenuifolia	529	11	1
530	Echinophora tournefortii	Echinophora tournefortii Jaub. & Spach	Echinophora tournefortii		Echinophora tournefortii Jaub. & Spach				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora tournefortii	530	11	1
531	Echinophora trichophylla	Echinophora trichophylla Sm.	Echinophora trichophylla		Echinophora trichophylla Sm.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Echinophora	Echinophora trichophylla	531	11	1
532	Echinops graecus	Echinops graecus Mill.	Echinops graecus		Echinops graecus Mill.				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Echinops	Echinops graecus	532	15	1
533	Echinops ritro	Echinops ritro (L.)	Echinops ritro		Echinops ritro (L.)				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Echinops	Echinops ritro	533	15	1
534	Eclipta indica	Eclipta (L.)	Eclipta indica		Eclipta (L.)	Species Missing	Entry not found		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eclipta		534	15	1
535	Elettariopsis elan	Elettariopsis elan C.K.Lim	Elettariopsis elan		Elettariopsis elan C.K.Lim				Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Elettariopsis	Elettariopsis elan	535	101	1
536	Elsholtzia blanda	Elsholtzia blanda Benth.	Elsholtzia blanda		Elsholtzia blanda Benth.				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia blanda	536	47	1
537	Elsholtzia ciliata	Elsholtzia ciliata (Thunb.) Hylander	Elsholtzia ciliata		Elsholtzia ciliata (Thunb.) Hylander				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia ciliata	537	47	1
538	Elsholtzia densa	Elsholtzia densa Benth.	Elsholtzia densa		Elsholtzia densa Benth.				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia densa	538	47	1
539	Elsholtzia fruticosa	Elsholtzia fruticosa Rehder	Elsholtzia fruticosa		Elsholtzia fruticosa Rehder				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia fruticosa	539	47	1
540	Elsholtzia incisa	Elsholtzia incisa (Benth.) Benth.	Elsholtzia incisa		Elsholtzia incisa (Benth.) Benth.				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia stachyodes	540	47	1
541	Elyonurus muticus	Elyonurus muticus (Spreng.) Kuntze	Elyonurus muticus		Elyonurus muticus (Spreng.) Kuntze				Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Elionurus	Elionurus muticus	541	76	1
542	Eremostachys adenantha	Eremostachys adenantha Jaub. & Spach	Eremostachys adenantha		Eremostachys adenantha Jaub. & Spach				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Phlomoides	Phlomoides adenantha	542	47	1
543	Eremostachys macrophylla	Eremostachys macrophylla Montbret & Aucher ex Benth.	Eremostachys macrophylla		Eremostachys macrophylla Montbret & Aucher ex Benth.				Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Phlomoides	Phlomoides molucelloides	543	47	1
544	Erica manipuliflora Salisb.	Erica manipuliflora Salisb.	Erica manipuliflora		Erica manipuliflora Salisb.				Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	Erica manipuliflora	544	35	1
545	Erichtites hieracifolia	Erechtites hieracifolia (L.) Raf.	Erechtites hieracifolia	YES	Erechtites hieracifolia (L.) Raf.		Typographical Error		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erechtites	Erechtites hieracifolia	545	15	1
546	Erigeron acris	Erigeron acris (L.)	Erigeron acris		Erigeron acris (L.)				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron acris	546	15	1
547	Erigeron annuus	Erigeron annuus Pers.	Erigeron annuus		Erigeron annuus Pers.				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron annuus	547	15	1
548	Erigeron floribundus	Erigeron floribundus Sch.Bip.	Erigeron floribundus		Erigeron floribundus Sch.Bip.				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron floribundus	548	15	1
549	Eryngium billardieri	Eryngium billardieri Delar.	Eryngium billardieri		Eryngium billardieri Delar.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium billardieri	549	11	1
550	Eryngium bungei	Eryngium bungei Boiss.	Eryngium bungei		Eryngium bungei Boiss.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium bungei	550	11	1
551	Eryngium caeruleum	Eryngium caeruleum M.Bieb.	Eryngium caeruleum		Eryngium caeruleum M.Bieb.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium caucasicum	551	11	1
552	Eryngium expansum	Eryngium expansum F.Muell.	Eryngium expansum		Eryngium expansum F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium expansum	552	11	1
553	Eryngium foetidum	Eryngium foetidum (L.)	Eryngium foetidum		Eryngium foetidum (L.)				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium foetidum	553	11	1
554	Eryngium palmatum	Eryngium palmatum Pan_i_ & Vis.	Eryngium palmatum		Eryngium palmatum Pan_i_ & Vis.	Formatting? _i_			Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium palmatum	554	11	1
555	Eryngium paludosum	Eryngium paludosum (C.Moore & Betche) P.W.Michael	Eryngium paludosum		Eryngium paludosum (C.Moore & Betche) P.W.Michael				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium paludosum	555	11	1
556	Eryngium pandanifolium	Eryngium pandanifolium Cham. & Schltdl.	Eryngium pandanifolium		Eryngium pandanifolium Cham. & Schltdl.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium pandanifolium	556	11	1
557	Eryngium paniculatum	Eryngium paniculatum Cav. & Dombey ex Delar.	Eryngium paniculatum		Eryngium paniculatum Cav. & Dombey ex Delar.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium humboldtii	557	11	1
558	Eryngium rostratum	Eryngium rostratum Cav.	Eryngium rostratum		Eryngium rostratum Cav.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium rostratum	558	11	1
559	Eryngium serbicum	Eryngium serbicum Pan_i_	Eryngium serbicum		Eryngium serbicum Pan_i_	Formatting? _i_			Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium serbicum	559	11	1
560	Eryngium sp. nov.	Eryngium (L.)	Eryngium sp. nov.		Eryngium (L.)	Species Missing. Should Norm Name include sp. nov.?	This should be more specifically mentioned according to the journal article		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium		560	11	1
561	Eryngium species	Eryngium (L.)	Eryngium spp.		Eryngium (L.)	Species Missing. Should Norm Name include sp. nov.?	The specific species (from the article) are already existing in the data	DELETED: [The specific species were already mentioned in the database]	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium		561	11	1
562	Eryngium vesiculosum	Eryngium vesiculosum Labill.	Eryngium vesiculosum		Eryngium vesiculosum Labill.				Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium vesiculosum	562	11	1
563	Eschweilera coriacea	Eschweilera coriacea (DC.) S.A.Mori	Eschweilera coriacea		Eschweilera coriacea (DC.) S.A.Mori				Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Eschweilera	Eschweilera coriacea	563	49	1
564	Espeletia batata	Espeletia batata Cuatrec.	Espeletia batata		Espeletia batata Cuatrec.				Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Espeletia	Espeletia batata	564	15	1
565	Eucalyptus alba	Eucalyptus alba Reinw. ex Blume	Eucalyptus alba		Eucalyptus alba Reinw. ex Blume				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus alba	565	62	1
566	Eucalyptus albens	Eucalyptus albens Miq.	Eucalyptus albens		Eucalyptus albens Miq.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus albens	566	62	1
567	Eucalyptus blakelyi	Eucalyptus blakelyi Maiden	Eucalyptus blakelyi		Eucalyptus blakelyi Maiden				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus blakelyi	567	62	1
568	Eucalyptus brachyphylla	Eucalyptus brachyphylla C.A.Gardner	Eucalyptus brachyphylla		Eucalyptus brachyphylla C.A.Gardner				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus brachyphylla	568	62	1
569	Eucalyptus camaldulensis	Eucalyptus camaldulensis Dehnh.	Eucalyptus camaldulensis		Eucalyptus camaldulensis Dehnh.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus camaldulensis	569	62	1
570	Eucalyptus camaldulensis var. Catharine	Eucalyptus camaldulensis Dehnh.	Eucalyptus camaldulensis		Eucalyptus camaldulensis Dehnh.	Missing Detail? (var.) Catharine			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus camaldulensis	570	62	1
571	Eucalyptus camaldulensis var. mysore	Eucalyptus camaldulensis Dehnh.	Eucalyptus camaldulensis		Eucalyptus camaldulensis Dehnh.	Missing Detail? (var.) mysore			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus camaldulensis	571	62	1
572	Eucalyptus citriodora	Eucalyptus citriodora Hook.	Eucalyptus citriodora		Eucalyptus citriodora Hook.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia citriodora	572	62	1
573	Eucalyptus citriodora x E.torelliana	Plantae	Eucalyptus citriodora [x] E. torelliana		Plantae	Missing Detail? Hybrid. Species Missing. Plantae in Scientific Name and Details, Missing phylum -> genus data	The latter species - mentioned in the cross - could not be found		Plantae							573	62	1
574	Eucalyptus cladocalyx	Eucalyptus cladocalyx F.Muell.	Eucalyptus cladocalyx		Eucalyptus cladocalyx F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus cladocalyx	574	62	1
575	Eucalyptus crucis	Eucalyptus crucis Maiden	Eucalyptus crucis		Eucalyptus crucis Maiden				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus crucis	575	62	1
576	Eucalyptus dalrympleana	Eucalyptus dalrympleana Maiden	Eucalyptus dalrympleana		Eucalyptus dalrympleana Maiden				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus dalrympleana	576	62	1
577	Eucalyptus dealbata	Eucalyptus dealbata Schauer	Eucalyptus dealbata		Eucalyptus dealbata Schauer				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus dealbata	577	62	1
578	Eucalyptus deanei	Eucalyptus deanei Maiden	Eucalyptus deanei		Eucalyptus deanei Maiden				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus deanei	578	62	1
579	Eucalyptus decaisneana	Eucalyptus decaisneana Bl.	Eucalyptus decaisneana		Eucalyptus decaisneana Bl.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus obliqua	579	62	1
580	Eucalyptus deglupta	Eucalyptus deglupta Blume	Eucalyptus deglupta		Eucalyptus deglupta Blume				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus deglupta	580	62	1
581	Eucalyptus dives	Eucalyptus dives Schauer	Eucalyptus dives		Eucalyptus dives Schauer				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus dives	581	62	1
582	Eucalyptus dura	Eucalyptus dura (L.) A.S.Johnson & K.D.Hill	Eucalyptus dura		Eucalyptus dura (L.) A.S.Johnson & K.D.Hill				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus dura	582	62	1
583	Eucalyptus gigantangion	Eucalyptus gigantangion (L.) A.S.Johnson & K.D.Hill	Eucalyptus gigantangion		Eucalyptus gigantangion (L.) A.S.Johnson & K.D.Hill				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus gigantangion	583	62	1
584	Eucalyptus globulus	Eucalyptus globulus Labill.	Eucalyptus globulus		Eucalyptus globulus Labill.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus globulus	584	62	1
585	Eucalyptus grandis	Eucalyptus grandis W.Hill ex Maiden	Eucalyptus grandis		Eucalyptus grandis W.Hill ex Maiden				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus grandis	585	62	1
586	Eucalyptus gunnii	Eucalyptus gunnii Hook.f.	Eucalyptus gunnii		Eucalyptus gunnii Hook.f.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus gunnii	586	62	1
587	Eucalyptus houseana	Eucalyptus houseana Maiden	Eucalyptus houseana		Eucalyptus houseana Maiden				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus houseana	587	62	1
588	Eucalyptus intertexta	Eucalyptus intertexta R.T.Baker	Eucalyptus intertexta		Eucalyptus intertexta R.T.Baker				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus intertexta	588	62	1
589	Eucalyptus kingsmillii	Eucalyptus kingsmillii (Maiden) Maiden & Blakely	Eucalyptus kingsmillii		Eucalyptus kingsmillii (Maiden) Maiden & Blakely	Author Name? (Maiden) Maiden & Blakely			Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus kingsmillii	589	62	1
590	Eucalyptus kruseana	Eucalyptus kruseana F.Muell.	Eucalyptus kruseana		Eucalyptus kruseana F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus kruseana	590	62	1
591	Eucalyptus largiflorens	Eucalyptus largiflorens F.Muell.	Eucalyptus largiflorens		Eucalyptus largiflorens F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus largiflorens	591	62	1
592	Eucalyptus leucoxylon	Eucalyptus leucoxylon F.Muell.	Eucalyptus leucoxylon		Eucalyptus leucoxylon F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus leucoxylon	592	62	1
593	Eucalyptus loxophleba	Eucalyptus loxophleba Benth.	Eucalyptus loxophleba		Eucalyptus loxophleba Benth.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus loxophleba	593	62	1
594	Eucalyptus macrocarpa	Eucalyptus macrocarpa Hook.	Eucalyptus macrocarpa		Eucalyptus macrocarpa Hook.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus macrocarpa	594	62	1
595	Eucalyptus maculata	Eucalyptus maculata Hook.	Eucalyptus maculata		Eucalyptus maculata Hook.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia maculata	595	62	1
596	Eucalyptus microcorys	Eucalyptus microcorys F.Muell.	Eucalyptus microcorys		Eucalyptus microcorys F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus microcorys	596	62	1
597	Eucalyptus microtheca	Eucalyptus microtheca F.Muell.	Eucalyptus microtheca		Eucalyptus microtheca F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus microtheca	597	62	1
598	Eucalyptus miniata	Eucalyptus miniata A.Cunn. ex Schauer	Eucalyptus miniata		Eucalyptus miniata A.Cunn. ex Schauer				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus miniata	598	62	1
599	Eucalyptus nesophila	Eucalyptus nesophila Blakely	Eucalyptus nesophila		Eucalyptus nesophila Blakely				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia nesophila	599	62	1
600	Eucalyptus nitens	Eucalyptus nitens Maiden	Eucalyptus nitens		Eucalyptus nitens Maiden				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus nitens	600	62	1
601	Eucalyptus orbifolia	Eucalyptus orbifolia F.Muell.	Eucalyptus orbifolia		Eucalyptus orbifolia F.Muell.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus orbifolia	601	62	1
602	Eucalyptus ovata	Eucalyptus ovata Labill.	Eucalyptus ovata		Eucalyptus ovata Labill.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus ovata	602	62	1
603	Eucalyptus polycarpa	Eucalyptus polycarpa F.Müll.	Eucalyptus polycarpa	YES	Eucalyptus polycarpa F.Müll.				Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia polycarpa	603	62	1
