CSID	EID	SYNONYM
CS29301	C157	2-PHENYL-ETHANOL, ACETATE
CS29302	C157	LABOTEST-BB LTBB003410
CS29303	C157	LABOTEST-BB LTBB004791
CS29304	C157	ZINC388671
CS29305	C157	Acetic acid beta -phenylethyl ester
CS29306	C157	KS-00000V3H
CS29307	C157	NSC71927
CS29308	C157	Tox21_301027
CS29309	C157	Acetic acid .beta.-phenylethyl ester
CS29310	C157	ANW-14915
CS29311	C157	NSC-71927
CS29312	C157	SBB061194
CS29313	C157	Phenethyl acetate, analytical standard
CS29314	C157	AKOS005207039
CS29315	C157	2-PHENYLETHYL ESTER ACETIC ACID
CS29316	C157	AS02439
CS29317	C157	LS-3024
CS29318	C157	MCULE-2877884154
CS29319	C157	RTR-000818
CS29320	C157	Phenethyl acetate, >=98%, FCC, FG
CS29321	C157	NCGC00248260-01
CS29322	C157	NCGC00254929-01
CS29323	C157	AC-18657
CS29324	C157	AJ-20725
CS29325	C157	AN-24636
CS29326	C157	CAS-103-45-7
CS29327	C157	CJ-03321
CS29328	C157	ZB011647
CS29329	C157	ST2419779
CS29330	C157	A0692
CS29331	C157	A9933
CS29332	C157	FT-0621738
CS29333	C157	ST50405467
CS29334	C157	C12303
CS29335	C157	Phenethyl acetate, natural, >=98%, FCC, FG
CS29336	C157	W-108850
CS29337	C157	I01-10131
CS29338	C157	InChI=1/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H
CS29339	C5689	Propylbenzene
CS29340	C5689	N-PROPYLBENZENE
CS29341	C5689	1-Phenylpropane
CS29342	C5689	103-65-1
CS29343	C5689	Phenylpropane
CS29344	C5689	Benzene, propyl-
CS29345	C5689	Isocumene
CS29346	C5689	1-Propylbenzene
CS29347	C5689	n-Propyl benzene
CS29348	C5689	Propyl-benzene
CS29349	C5689	UNII-0WR86ZHG2Z
CS29350	C5689	Propylbenzene, n-
CS29351	C5689	NSC 16941
CS29352	C5689	Propylbenzene, 98%
CS29353	C5689	HSDB 5353
CS29354	C5689	EINECS 203-132-9
CS29355	C5689	UN2364
CS29356	C5689	Propylbenzene (all isomers)
CS29357	C5689	0WR86ZHG2Z
CS29358	C5689	AI3-23862
CS29359	C5689	CHEMBL286062
CS29360	C5689	CHEBI:42630
CS29361	C5689	ODLMAHJVESYWTB-UHFFFAOYSA-N
CS29362	C5689	MFCD00009377
CS29363	C5689	Propylbenzene, analytical standard
CS29364	C5689	propyl benzene
CS29365	C5689	Benzene, n-propyl-
CS29366	C5689	PRPH
CS29367	C5689	BENZENE,PROPYL
CS29368	C5689	PubChem10852
CS29369	C5689	ACMC-1BYYI
CS29370	C5689	AC1L1PA9
CS29371	C5689	DSSTox_CID_22219
CS29372	C5689	DSSTox_RID_79963
CS29373	C5689	DSSTox_GSID_42219
CS29374	C5689	WLN: 3R
CS29375	C5689	KSC181O1P
CS29376	C5689	AC1Q1I19
CS29377	C5689	Jsp000374
CS29378	C5689	DTXSID3042219
CS29379	C5689	KS-00000XFC
CS29380	C5689	Propylbenzene, >=99.0% (GC)
CS29381	C5689	NSC16941
CS29382	C5689	ZINC1747837
CS29383	C5689	Tox21_300567
CS29384	C5689	7657AH
CS29385	C5689	ANW-14948
CS29386	C5689	BDBM50167945
CS29387	C5689	NSC-16941
CS29388	C5689	SBB061210
CS29389	C5689	AKOS000120950
CS29390	C5689	ZINC100032913
CS29391	C5689	MCULE-1436126757
CS29392	C5689	RP19385
CS29393	C5689	RTR-000852
CS29394	C5689	TRA0058969
CS29395	C5689	UN 2364
CS29396	C5689	NCGC00248093-01
CS29397	C5689	NCGC00254532-01
CS29398	C5689	AN-24650
CS29399	C5689	CAS-103-65-1
CS29400	C5689	CJ-29629
CS29401	C5689	LS-31177
CS29402	C5689	SC-46265
CS29403	C5689	n-Propylbenzene 100 microg/mL in Methanol
CS29404	C5689	TR-000852
CS29405	C5689	FT-0631559
CS29406	C5689	P0523
CS29407	C5689	S0656
CS29408	C5689	ST50409514
CS29409	C5689	28309-EP2289965A1
CS29410	C5689	28309-EP2314577A1
CS29411	C5689	n-Propyl benzene [UN2364]  [Flammable liquid]
CS29412	C5689	n-Propyl benzene [UN2364] [Flammable liquid]
CS29413	C5689	A800778
CS29414	C5689	I01-6119
CS29415	C5689	J-001016
CS29416	C5689	J-523764
CS29417	C5689	InChI=1/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H
CS29418	C5689	3H0
CS29419	C5496	Ethoxybenzene
CS29420	C5496	PHENETOLE
CS29421	C5496	103-73-1
CS29422	C5496	Benzene, ethoxy-
CS29423	C5496	Ethyl phenyl ether
CS29424	C5496	Phenetol
CS29425	C5496	Phenyl ethyl ether
CS29426	C5496	Benzene, ethoxy
CS29427	C5496	Phenoxyethane
CS29428	C5496	A Phenoxyethane
CS29429	C5496	Ether, ethyl phenyl
CS29430	C5496	UNII-RB8LU2C57F
CS29431	C5496	MFCD00009090
CS29432	C5496	HSDB 112
CS29433	C5496	Ether, ethyl phenyl-
CS29434	C5496	EINECS 203-139-7
CS29435	C5496	NSC 406706
CS29436	C5496	RB8LU2C57F
CS29437	C5496	AI3-05616
CS29438	C5496	CHEBI:67129
CS29439	C5496	DLRJIFUOBPOJNS-UHFFFAOYSA-N
CS29440	C5496	Phenetole, 98+%
CS29441	C5496	ethoxy-benzene
CS29442	C5496	Methyl anisole
CS29443	C5496	1-Ethoxybenzene
CS29444	C5496	Ethoxybenzene, 99%
CS29445	C5496	AC1L1PAR
CS29446	C5496	ACMC-1BZP6
CS29447	C5496	EC 203-139-7
CS29448	C5496	WLN: 2OR
CS29449	C5496	SCHEMBL18492
CS29450	C5496	KSC178O3B
CS29451	C5496	CHEMBL499585
CS29452	C5496	DTXSID7059278
CS29453	C5496	CTK0H8730
CS29454	C5496	KS-00000YR9
CS29455	C5496	ZINC1599383
CS29456	C5496	7908AF
CS29457	C5496	ANW-14964
CS29458	C5496	NSC406706
CS29459	C5496	STL282470
CS29460	C5496	AKOS000120160
CS29461	C5496	MCULE-1435278355
CS29462	C5496	NSC-406706
CS29463	C5496	RP19468
CS29464	C5496	RTR-000866
CS29465	C5496	TRA0005629
CS29466	C5496	CJ-05673
CS29467	C5496	CJ-25702
CS29468	C5496	LS-103776
CS29469	C5496	TR-000866
CS29470	C5496	CS-0017190
CS29471	C5496	E0043
CS29472	C5496	FT-0656867
CS29473	C5496	A800791
CS29474	C5496	I01-6181
CS29475	C5496	J-001025
CS29476	C5496	F1908-0060
CS29477	C5496	InChI=1/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H
CS29478	C2402	4-Methoxyphenylacetic acid
CS29479	C2402	0104-01-08
CS29480	C2402	Homoanisic acid
CS29481	C2402	2-(4-methoxyphenyl)acetic acid
CS29482	C2402	4-Methoxybenzeneacetic acid
CS29483	C2402	Benzeneacetic acid, 4-methoxy-
CS29484	C2402	(4-Methoxyphenyl)acetic acid
CS29485	C2402	p-Methoxyphenylacetic acid
CS29486	C2402	2-(p-Anisyl)acetic acid
CS29487	C2402	(p-Methoxyphenyl)acetic acid
CS29488	C2402	4-Methoxyphenyl acetic acid
CS29489	C2402	p-Methoxy-alpha-toluic acid
CS29490	C2402	NSC 27799
CS29491	C2402	CHEBI:55501
CS29492	C2402	Acetic acid, (p-methoxyphenyl)-
CS29493	C2402	EINECS 203-166-4
CS29494	C2402	MFCD00004345
CS29495	C2402	UNII-AJP2V8U5K6
CS29496	C2402	BRN 1101737
CS29497	C2402	AJP2V8U5K6
CS29498	C2402	Acetic acid, p-methoxyphenyl-
CS29499	C2402	(4-Methoxy-phenyl)-acetic acid
CS29500	C2402	NRPFNQUDKRYCNX-UHFFFAOYSA-N
CS29501	C2402	WLN: QV1R DO1
CS29502	C2402	4-Methoxyphenylacetic acid, 99%
CS29503	C2402	Homoanisate
CS29504	C2402	Homo-p-anisic acid
CS29505	C2402	p-Anisylacetic acid
CS29506	C2402	p-Methoxy-a-toluate
CS29507	C2402	2-(p-Anisyl)acetate
CS29508	C2402	p-methoxyphenyl-acetate
CS29509	C2402	4-Methoxybenzeneacetate
CS29510	C2402	PubChem19844
CS29511	C2402	p-Methoxy-alpha-toluate
CS29512	C2402	4-methoxy-benzeneacetate
CS29513	C2402	ACMC-1BSIH
CS29514	C2402	(p-Methoxyphenyl)acetate
CS29515	C2402	p-Methoxy-a-toluic acid
CS29516	C2402	4-Methoxyphenylaceticacid
CS29517	C2402	Epitope ID:119696
CS29518	C2402	p-methoxyphenyl acetic acid
CS29519	C2402	p-methoxyphenyl-acetic acid
CS29520	C2402	4-Methoxy phenylacetic acid
CS29521	C2402	AC1L1PC0
CS29522	C2402	AC1Q4CF9
CS29523	C2402	para-methoxyphenylacetic acid
CS29524	C2402	(4-Methoxy-phenyl)-acetate
CS29525	C2402	4-methoxy-benzeneacetic acid
CS29526	C2402	NCIOpen2_000187
CS29527	C2402	p-methoxy phenyl acetic acid
CS29528	C2402	KSC175I9J
CS29529	C2402	Benzeneaceticacid, 4-methoxy-
CS29530	C2402	SCHEMBL240822
CS29531	C2402	(4-methoxyphenyl)-acetic acid
CS29532	C2402	(4methoxy-phenyl)-acetic acid
CS29533	C2402	p-Methoxy-.alpha.-toluic acid
CS29534	C2402	Jsp000403
CS29535	C2402	CHEMBL1760597
CS29536	C2402	DTXSID1059288
CS29537	C2402	CTK0H5494
CS29538	C2402	2-(4-methoxyphenyl)-acetic acid
CS29539	C2402	[4-(methyloxy)phenyl]acetic acid
CS29540	C2402	BDBM231634
CS29541	C2402	ZINC157067
CS29542	C2402	BCP27492
CS29543	C2402	KS-00000CA4
CS29544	C2402	NSC27799
CS29545	C2402	NSC65597
CS29546	C2402	STR06306
CS29547	C2402	ANW-15012
CS29548	C2402	BBL009361
CS29549	C2402	CM0062
CS29550	C2402	NSC-27799
CS29551	C2402	NSC-65597
CS29552	C2402	SBB058345
CS29553	C2402	STK498739
CS29554	C2402	AKOS000119748
CS29555	C2402	AC-2432
CS29556	C2402	CS-W004206
CS29557	C2402	HY-W004206
CS29558	C2402	LS11415
CS29559	C2402	MCULE-9247963107
CS29560	C2402	PS-3381
CS29561	C2402	RP22897
CS29562	C2402	RTR-000926
CS29563	C2402	TRA0059375
CS29564	C2402	AJ-14868
CS29565	C2402	AK-47564
CS29566	C2402	AN-13945
CS29567	C2402	BC675206
CS29568	C2402	BR-47564
CS29569	C2402	LS-12419
CS29570	C2402	SC-26631
CS29571	C2402	SY001095
CS29572	C2402	AB1003756
CS29573	C2402	ST2411513
CS29574	C2402	TR-000926
CS29575	C2402	AM20060481
CS29576	C2402	FT-0618952
CS29577	C2402	M0742
CS29578	C2402	ST45156750
CS29579	C2402	TL80090519
CS29580	C2402	MFCD00004345 (98%)
CS29581	C2402	M-5953
CS29582	C2402	M13960
CS29583	C2402	79366-EP2305695A2
CS29584	C2402	79366-EP2305696A2
CS29585	C2402	79366-EP2305697A2
CS29586	C2402	79366-EP2305698A2
CS29587	C2402	4-Methoxyphenylacetic acid, ReagentPlus(R), 99%
CS29588	C2402	AE-562/40223956
CS29589	C2402	I01-0452
CS29590	C2402	J-001093
CS29591	C2402	F3308-1732
CS29592	C2402	Z149351090
CS29593	C2402	4-Methoxyphenylacetic acid, Vetec(TM) reagent grade, 98%
CS29594	C2402	InChI=1/C9H10O3/c1-12-8-4-2-7(3-5-8)6-9(10)11/h2-5H,6H2,1H3,(H,10,11
CS29595	C1422	4-Propylanisole
CS29596	C1422	1-Methoxy-4-propylbenzene
CS29597	C1422	4-n-Propylanisole
CS29598	C1422	p-Propylanisole
CS29599	C1422	104-45-0
CS29600	C1422	Dihydroanethole
CS29601	C1422	p-n-Propylanisole
CS29602	C1422	Benzene, 1-methoxy-4-propyl-
CS29603	C1422	Anisole, p-propyl-
CS29604	C1422	p-Propylmethoxybenzene
CS29605	C1422	p-Propyl anisole
CS29606	C1422	p-n-Propyl anisole
CS29607	C1422	Methyl p-propylphenyl ether
CS29608	C1422	4-Propylmethoxybenzene
CS29609	C1422	1-methoxy-4-propyl-benzene
CS29610	C1422	NSC 37996
CS29611	C1422	UNII-932XJ1O77X
CS29612	C1422	FEMA No. 2930
CS29613	C1422	EINECS 203-203-4
CS29614	C1422	p-Propylphenol methyl ether
CS29615	C1422	BRN 2042121
CS29616	C1422	AI3-03434
CS29617	C1422	CHEBI:88473
CS29618	C1422	KBHWKXNXTURZCD-UHFFFAOYSA-N
CS29619	C1422	932XJ1O77X
CS29620	C1422	4-methoxy-1-propylbenzene
CS29621	C1422	propylanisol
CS29622	C1422	p-Propyl-Anisole
CS29623	C1422	ACMC-20ajtw
CS29624	C1422	4-Methoxyphenylpropane
CS29625	C1422	4-methoxy phenylpropane
CS29626	C1422	4-Propylanisole, 8CI
CS29627	C1422	Propylanisole (Related)
CS29628	C1422	PARA-PROPYLANISOLE
CS29629	C1422	AC1L1PCU
CS29630	C1422	4-N-PROPYL ANISOLE
CS29631	C1422	DSSTox_CID_22325
CS29632	C1422	DSSTox_RID_79996
CS29633	C1422	DSSTox_GSID_42325
CS29634	C1422	SCHEMBL91277
CS29635	C1422	Benzene,1-methoxy-4-propyl-
CS29636	C1422	WLN: 3R DO1
CS29637	C1422	CHEMBL3185876
CS29638	C1422	DTXSID0042325
CS29639	C1422	SCHEMBL12015214
CS29640	C1422	CTK6D4858
CS29641	C1422	FEMA 2930
CS29642	C1422	1-Methoxy-4-propylbenzene, 9CI
CS29643	C1422	NSC37996
CS29644	C1422	ZINC1670361
CS29645	C1422	Tox21_301169
CS29646	C1422	5719AF
CS29647	C1422	MFCD00027121
CS29648	C1422	NSC-37996
CS29649	C1422	SBB007737
CS29650	C1422	AKOS015839612
CS29651	C1422	FR-0223
CS29652	C1422	LS-3068
CS29653	C1422	MCULE-1594741770
CS29654	C1422	VZ35541
CS29655	C1422	p-Propyl anisole, >=99%, FCC, FG
CS29656	C1422	NCGC00248314-01
CS29657	C1422	NCGC00255067-01
CS29658	C1422	AN-24678
CS29659	C1422	CAS-104-45-0
CS29660	C1422	CJ-27123
CS29661	C1422	DB-040544
CS29662	C1422	TR-000986
CS29663	C1422	FT-0619436
CS29664	C1422	ST50409329
CS29665	C4691	GAMMA-OCTALACTONE
CS29666	C4691	104-50-7
CS29667	C4691	4-Octanolide
CS29668	C4691	5-Butyldihydrofuran-2(3H)-one
CS29669	C4691	gamma-Octanoic lactone
CS29670	C4691	Octanolide-1,4
CS29671	C4691	2(3H)-Furanone, 5-butyldihydro-
CS29672	C4691	Octan-4-olide
CS29673	C4691	gamma-Octanolactone
CS29674	C4691	4-Hydroxyoctanoic acid lactone
CS29675	C4691	8-Oxo-5-octanolide
CS29676	C4691	5-Butyltetrahydro-2-furanone
CS29677	C4691	5-butyloxolan-2-one
CS29678	C4691	Octanoic acid, gamma lactone
CS29679	C4691	5-Butyldihydro-2(3H)-furanone
CS29680	C4691	4-Butyl-gamma-butyrolactone
CS29681	C4691	2(3H)-Furanone, dihydro-5-butyl-
CS29682	C4691	gamma-Butyl-gamma-butyrolactone
CS29683	C4691	gamma-octanolide
CS29684	C4691	gamma-N-Butyl-gamma-butyrolactone
CS29685	C4691	gamma-Octalactone (natural)
CS29686	C4691	NSC 24270
CS29687	C4691	4-Butyl-4-hydroxybutyric acid lactone
CS29688	C4691	.gamma.-Octalactone
CS29689	C4691	FEMA No. 2796
CS29690	C4691	Octano-1,4-lactone
CS29691	C4691	.gamma.-Octanolactone
CS29692	C4691	.gamma.-Butyl-.gamma.-butyrolactone
CS29693	C4691	EINECS 203-208-1
CS29694	C4691	.gamma.-Butylbutyrolactone
CS29695	C4691	BRN 0111677
CS29696	C4691	4-Butyl-.gamma.-butyrolactone
CS29697	C4691	AI3-35896
CS29698	C4691	Octanoic acid, .gamma. lactone
CS29699	C4691	5-Butyl-dihydrofuran-2(3H)-one
CS29700	C4691	IPBFYZQJXZJBFQ-UHFFFAOYSA-N
CS29701	C4691	Octanoic acid, 4-hydroxy-, lactone
CS29702	C4691	MFCD00005402
CS29703	C4691	.gamma.-N-Butyl-.gamma.-butyrolactone
CS29704	C4691	4-Hydroxyoctanoic acid, .gamma.-lactone
CS29705	C4691	WLN: T5OVTJ E4
CS29706	C4691	gamma-Octanoic lactone, 98%
CS29707	C4691	Octanoic acid, .gamma.-lactone
CS29708	C4691	Gamma Octalactone
CS29709	C4691	2(3H)-Furanone, 5-butyldihydro-, (R)-
CS29710	C4691	2(3H)-Furanone, 5-butyldihydro-, (S)-
CS29711	C4691	Nat.Gamma-Octalactone
CS29712	C4691	.gamma. -0ctalactone
CS29713	C4691	ACMC-20mb6t
CS29714	C4691	ACMC-20mb6u
CS29715	C4691	Octanoic acid, 4-hydroxy-, lactone (6CI)
CS29716	C4691	gamma-OCTALACTONE FCC
CS29717	C4691	AC1L1PD0
CS29718	C4691	DSSTox_CID_27609
CS29719	C4691	DSSTox_RID_82451
CS29720	C4691	DSSTox_GSID_47609
CS29721	C4691	5-butyltetrahydrofuran-2-one
CS29722	C4691	5-17-09-00073 (Beilstein Handbook Reference)
CS29723	C4691	gamma-Octanoic lactone, 97%
CS29724	C4691	SCHEMBL111822
CS29725	C4691	5-Butylhydro-2(3H)-furanone
CS29726	C4691	Jsp000443
CS29727	C4691	5-butyl-tetrahydro-furan-2-one
CS29728	C4691	CHEMBL3559967
CS29729	C4691	DTXSID1047609
CS29730	C4691	FEMA 2796
CS29731	C4691	IPBFYZQJXZJBFQ-UHFFFAOYSA-
CS29732	C4691	5-butyl dihydro-2(3H)-furanone
CS29733	C4691	107797-24-0
CS29734	C4691	107797-25-1
CS29735	C4691	5-Butyldihydro-2(3H)-furanone #
CS29736	C4691	NSC24270
CS29737	C4691	NSC26509
CS29738	C4691	4-Hydroxyoctanoic acid gamma-lactone
CS29739	C4691	Tox21_302569
CS29740	C4691	LMFA07040016
CS29741	C4691	NSC-24270
CS29742	C4691	NSC-26509
CS29743	C4691	5-butyl-3,4,5-trihydrofuran-2-one
CS29744	C4691	gamma-Octalactone, analytical standard
CS29745	C4691	AKOS015904720
CS29746	C4691	LS-2993
CS29747	C4691	gamma-Octalactone, >=97%, FCC, FG
CS29748	C4691	NCGC00256744-01
CS29749	C4691	AN-24680
CS29750	C4691	CAS-104-50-7
CS29751	C4691	gamma-Octalactone, natural, >=97%, FG
CS29752	C4691	M522
CS29753	C4691	SY015123
CS29754	C4691	FT-0618727
CS29755	C4691	Octanoic acid, 4-hydroxy-, .gamma.-lactone
CS29756	C4691	ST24044564
CS29757	C4691	ST50823795
CS29758	C4691	MFCD00005402 (98%)
CS29759	C4691	I14-4532
CS29760	C4691	W-108811
CS29761	C4691	InChI=1/C8H14O2/c1-2-3-4-7-5-6-8(9)10-7/h7H,2-6H2,1H3
CS29762	C5654	Butylbenzene
CS29763	C5654	N-BUTYLBENZENE
CS29764	C5654	104-51-8
CS29765	C5654	1-Phenylbutane
CS29766	C5654	Benzene, butyl-
CS29767	C5654	1-Butylbenzene
CS29768	C5654	butyl-benzene
CS29769	C5654	Butane, phenyl-
CS29770	C5654	UNII-S8XZ2901RZ
CS29771	C5654	HSDB 7211
CS29772	C5654	NSC 8465
CS29773	C5654	EINECS 203-209-7
CS29774	C5654	MFCD00009463
CS29775	C5654	BRN 1903395
CS29776	C5654	AI3-00119
CS29777	C5654	CHEMBL195441
CS29778	C5654	S8XZ2901RZ
CS29779	C5654	CHEBI:44194
CS29780	C5654	OCKPCBLVNKHBMX-UHFFFAOYSA-N
CS29781	C5654	n-Butylbenzene, 99+%
CS29782	C5654	Butylbenzene, analytical standard
CS29783	C5654	n-butyl benzene
CS29784	C5654	N4B
CS29785	C5654	4n-butylbenzene
CS29786	C5654	normalbutylbenzene
CS29787	C5654	3-n-butylbenzene
CS29788	C5654	normal butylbenzene
CS29789	C5654	Normal-butylbenzene
CS29790	C5654	Benzene, n-butyl-
CS29791	C5654	PubChem13571
CS29792	C5654	Butylbenzene, >=99%
CS29793	C5654	ACMC-1C9TX
CS29794	C5654	DSSTox_CID_2472
CS29795	C5654	AC1L1PD3
CS29796	C5654	AC1Q1I1I
CS29797	C5654	DSSTox_RID_76597
CS29798	C5654	DSSTox_GSID_22472
CS29799	C5654	WLN: 4R
CS29800	C5654	4-05-00-01033 (Beilstein Handbook Reference)
CS29801	C5654	KSC177S2T
CS29802	C5654	BIDD:ER0273
CS29803	C5654	Jsp000444
CS29804	C5654	DTXSID6022472
CS29805	C5654	CTK0H7929
CS29806	C5654	KS-00000VWN
CS29807	C5654	NSC8465
CS29808	C5654	186l
CS29809	C5654	NSC-8465
CS29810	C5654	ZINC1586756
CS29811	C5654	Tox21_300511
CS29812	C5654	1015AA
CS29813	C5654	ANW-15078
CS29814	C5654	BDBM50167957
CS29815	C5654	STL483074
CS29816	C5654	AKOS000121610
CS29817	C5654	NE10656
CS29818	C5654	RP20163
CS29819	C5654	RTR-000999
CS29820	C5654	TRA0071960
CS29821	C5654	NCGC00248079-01
CS29822	C5654	NCGC00254529-01
CS29823	C5654	AJ-27584
CS29824	C5654	AN-24681
CS29825	C5654	CAS-104-51-8
CS29826	C5654	CJ-05546
CS29827	C5654	CJ-25304
CS29828	C5654	LS-29362
CS29829	C5654	SC-47201
CS29830	C5654	TR-000999
CS29831	C5654	B0713
CS29832	C5654	FT-0658501
CS29833	C5654	S0667
CS29834	C5654	ST24030233
CS29835	C5654	C18150
CS29836	C5654	I01-6120
CS29837	C5654	J-001189
CS29838	C5654	J-519968
CS29839	C5654	F0001-0089
CS29840	C5654	Z1939437398
CS29841	C5654	InChI=1/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H
CS29842	C177	3-Phenylpropanal
CS29843	C177	Benzenepropanal
CS29844	C177	3-Phenylpropionaldehyde
CS29845	C177	104-53-0
CS29846	C177	HYDROCINNAMALDEHYDE
CS29847	C177	Hydrocinnamic aldehyde
CS29848	C177	Dihydrocinnamaldehyde
CS29849	C177	Benzylacetaldehyde
CS29850	C177	3-Phenylpropylaldehyde
CS29851	C177	3-Phenyl-1-propanal
CS29852	C177	Propanal, phenyl-
CS29853	C177	Hydrocinnamylaldehyde
CS29854	C177	3-Phenylpropyl aldehyde
CS29855	C177	beta-Phenylpropionaldehyde
CS29856	C177	Phenylpropionaldehyde
CS29857	C177	Propionaidehyde, 3-phenyl-
CS29858	C177	Phenylpropyl aldehyde
CS29859	C177	3-Phenyl-propionaldehyde
CS29860	C177	NSC 9271
CS29861	C177	UNII-LP1E86N30T
CS29862	C177	FEMA No. 2887
CS29863	C177	3-Phenylpropan-1-al
CS29864	C177	3-phenyl propionaldehyde
CS29865	C177	EINECS 203-211-8
CS29866	C177	MFCD00007021
CS29867	C177	.beta.-Phenylpropionaldehyde
CS29868	C177	BRN 1071910
CS29869	C177	AI3-01377
CS29870	C177	LP1E86N30T
CS29871	C177	YGCZTXZTJXYWCO-UHFFFAOYSA-N
CS29872	C177	1335-10-0
CS29873	C177	3-Phenylpropionaldehyde, 95%
CS29874	C177	3PL
CS29875	C177	Phenyl-Propanal
CS29876	C177	hydrocinnamaidehyde
CS29877	C177	3-phenyl propanal
CS29878	C177	EINECS 215-620-9
CS29879	C177	3-phenylproionaldehyde
CS29880	C177	Benzenepropanal, 9CI
CS29881	C177	3-Phenyl-Propionaidehyde
CS29882	C177	AC1Q6QJZ
CS29883	C177	beta -phenylpropionaldehyde
CS29884	C177	ACMC-2098ca
CS29885	C177	WLN: VH1UU1R
CS29886	C177	WLN: VH2R
CS29887	C177	AC1L1PD9
CS29888	C177	AC1Q6QK5
CS29889	C177	SCHEMBL1335
CS29890	C177	DSSTox_CID_27610
CS29891	C177	DSSTox_RID_82452
CS29892	C177	DSSTox_GSID_47610
CS29893	C177	3-PHENYLPROPANALDEHYDE
CS29894	C177	UPCMLD00WV-107
CS29895	C177	4-07-00-00692 (Beilstein Handbook Reference)
CS29896	C177	Phenylpropionaldehyde (Related)
CS29897	C177	CHEMBL440161
CS29898	C177	DTXSID0047610
CS29899	C177	FEMA 2887
CS29900	C177	NSC9271
CS29901	C177	NSC-9271
CS29902	C177	ZINC1699889
CS29903	C177	Tox21_302494
CS29904	C177	ANW-15080
CS29905	C177	SBB006730
CS29906	C177	AKOS000120255
CS29907	C177	AB00823
CS29908	C177	CS-W007446
CS29909	C177	LS-3046
CS29910	C177	RTR-001000
CS29911	C177	TRA0044350
CS29912	C177	Hydrocinnamaldehyde, >=95%, FG, FCC
CS29913	C177	NCGC00256683-01
CS29914	C177	AJ-30417
CS29915	C177	AK-41238
CS29916	C177	AN-22308
CS29917	C177	AN-24682
CS29918	C177	BP-11455
CS29919	C177	CAS-104-53-0
CS29920	C177	CJ-28640
CS29921	C177	DS-13816
CS29922	C177	SC-79262
CS29923	C177	Hydrocinnamaldehyde, technical grade, 90%
CS29924	C177	TR-001000
CS29925	C177	FT-0616345
CS29926	C177	P0217
CS29927	C177	ST24028615
CS29928	C177	ST51047367
CS29929	C177	X4988
CS29930	C177	Hydrocinnamaldehyde, analytical reference material
CS29931	C177	101064-EP2374792A1
CS29932	C177	101071-EP2287158A1
CS29933	C177	101071-EP2301544A1
CS29934	C177	161556-EP2272491A1
CS29935	C177	161556-EP2287158A1
CS29936	C177	J-640404
CS29937	C177	J-800439
CS29938	C177	I01-10139
CS29939	C177	F2190-0593
CS29940	C177	InChI=1/C9H10O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,8H,4,7H
CS29941	C3219	Benzyl formate
CS29942	C3219	104-57-4
CS29943	C3219	Benzyl methanoate
CS29944	C3219	Formic acid, phenylmethyl ester
CS29945	C3219	Phenylmethyl formate
CS29946	C3219	Benzyl alcohol, formate
CS29947	C3219	FORMIC ACID BENZYL ESTER
CS29948	C3219	Benzyl formiat
CS29949	C3219	Formic acid, benzyl ester
CS29950	C3219	Benzylester kyseliny mravenci
CS29951	C3219	Ameisensaeurebenzylester
CS29952	C3219	Carbobenzoxy Group
CS29953	C3219	UNII-79GJF97O0Y
CS29954	C3219	FEMA No. 2145
CS29955	C3219	NSC 8049
CS29956	C3219	EINECS 203-214-4
CS29957	C3219	Benzylester kyseliny mravenci [Czech]
CS29958	C3219	BRN 2041319
CS29959	C3219	AI3-02951
CS29960	C3219	79GJF97O0Y
CS29961	C3219	UYWQUFXKFGHYNT-UHFFFAOYSA-N
CS29962	C3219	MFCD00014128
CS29963	C3219	AK113965
CS29964	C3219	BZO
CS29965	C3219	PHQ
CS29966	C3219	(phenylmethyl) methanoate
CS29967	C3219	AC1L1PDC
CS29968	C3219	carbanic acid benzyl ester
CS29969	C3219	SCHEMBL503
CS29970	C3219	WLN: VHO1R
CS29971	C3219	ACMC-2098cd
CS29972	C3219	AC1Q6QY6
CS29973	C3219	4-06-00-02262 (Beilstein Handbook Reference)
CS29974	C3219	KSC492A8R
CS29975	C3219	CHEBI:3057
CS29976	C3219	DTXSID5059298
CS29977	C3219	CTK3J2088
CS29978	C3219	FEMA 2145
CS29979	C3219	formic acid (phenylmethyl) ester
CS29980	C3219	KS-00000FQH
CS29981	C3219	NSC8049
CS29982	C3219	Benzyl formate, analytical standard
CS29983	C3219	NSC-8049
CS29984	C3219	ZINC1530244
CS29985	C3219	Benzyl formate, natural, 97%, FG
CS29986	C3219	ANW-15083
CS29987	C3219	SBB061238
CS29988	C3219	Benzyl formate, >=95%, FCC, FG
CS29989	C3219	AKOS015964923
CS29990	C3219	DB04569
CS29991	C3219	DS-6364
CS29992	C3219	FCH1114915
CS29993	C3219	LS-2576
CS29994	C3219	MCULE-1298671349
CS29995	C3219	RTR-001004
CS29996	C3219	AJ-26646
CS29997	C3219	AN-24685
CS29998	C3219	CC-24482
CS29999	C3219	CJ-05196
CS30000	C3219	CJ-23953
CS30001	C3219	O772
