,title,author,vol,journal,DOI_link,DOI_number,Crossref_link
2627,Composition and Antimicrobial Activity of the Leaf and Fruit Essential Oil of Pittosporum viridiflorum Culofondis var. viridiflorum.,"Voahangy Ramanandraibe, Marcelle Rakotovao, Rabe Nirina Andriamaharavo, Jean-Marie Bessiere, Noro Ravaonindrina, Armand R.P. Ramanoelina.","VOL. 12, 650-652 (Sep/Oct 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712178,10.1080/10412905.2000.9712178,
2628,Composition and Antimicrobial Activity of the Leaf and Fruit Essential Oil of Pittosporum viridiflorum Culofondis var. viridiflorum.,"Voahangy Ramanandraibe, Marcelle Rakotovao, Rabe Nirina Andriamaharavo, Jean-Marie Bessiere, Noro Ravaonindrina, Armand R.P. Ramanoelina.","VOL. 12, 650-652 (Sep/Oct 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9712178,10.1080/10412905.2000.9712178,
2629,Volatile Constituents of Pittosporum tobira (Thunb.) Aiton fil Cultivated in Greece,A. Loukis C. Hatziioannou X,"VOL. 17, 186-187 (Mar/Apr)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2005.9698870,10.1080/10412905.2005.9698870,
2630,Volatile Leaf and Stem Oil of Commercial Limnophila chinensis (Osb.) Merill ssp. aromatica (Lam.) Yamazaki (Scrophulariaceae),"Arthur O. Tuckera, Michael J. Maciarelloa, Mukta Hendib & Kraig A. Wheelerb","VOL. 14, 228-229 (May/June 2002)",Journal of Essential Oil Research,,,
2631,"Chemical composition, anti-angiogenic and cytotoxicity activities of the essential oils of Cymbopogan citratus (lemon grass) against colorectal and breast carcinoma cell lines","Suthagar Pillai Piaru, Shanmugapriya Perumal, Lee Wei Cai, Roziahanim Mahmud, Amin Malik Shah Abdul Majid, Sabariah Ismail & Che Nin Man","VOL. 24, 453-459 (Sep/Oct 2012)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2012.703496,10.1080/10412905.2012.703496,
2632,Essential Oil Yield and Chemical Composition Changes During Leaf Ontogeny of Palmarosa (Cymbopogon martinii var. motia),"Bhaskaruni R. Rajeswara Rao, Dharmendra K. Rajput, Rajendra P. Patel and Somasi Purnanand","VOL. 5 (12), 1947-1950 (2010)",Natural Product Communications,https://doi.org/10.1177/1934578x1000501224,10.1177/1934578x1000501224,
2633,"In vitro antibacterial effect of exotic plants essential oils on the honeybee pathogen Paenibacillus larvae, causal agent of American foulbrood","S. R. Fuselli, S. B. García de la Rosa, M. J. Eguaras and R. Fritz","VOL. 8(3), 651-657 (2010)",Spanish Journal of Agricultural Research,https://doi.org/10.5424/sjar/2010083-1261,10.5424/sjar/2010083-1261,
2634,"In vitro antibacterial effect of exotic plants essential oils on the honeybee pathogen Paenibacillus larvae, causal agent of American foulbrood","S. R. Fuselli, S. B. García de la Rosa, M. J. Eguaras and R. Fritz","VOL. 8(3), 651-657 (2010)",Spanish Journal of Agricultural Research,https://doi.org/10.5424/sjar/2010083-1261,10.5424/sjar/2010083-1261,
2635,Chemical Composition and Antifungal Activity of Essential Oil of some Aromatic Medicinal Plants Growing in the Democratic Republic of Congo,"Kanyanga Cimanga, Sandra Apers, Tess de Bruyne, Sabine Van Miert, Nina Hermans, Jozef Totte, Luc Pieters, Arnold J. Vlietinck, Kabangu Kambu, Lutete Tona","VOL. 14, 382-387 (Sep/Oct 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699894,10.1080/10412905.2002.9699894,
2636,Development of improved clones of Jamrosa through induced mutation,"S.N.KaK,M.K.Bhan, K.Rekha","VOL. 12, 108-110 (Jan/Feb 2000)",Journal of Essential Oil Research,,,
2637,Inhibitory and Compatibility Effects of Essential Oils on Sapstain and Biological Control Fungi,"Benjamin E.Dawson-Andoh,Rawle Lovell,D.Pascal Kamdem","VOL. 12, 109-515 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699577,10.1080/10412905.2000.9699577,
2638,Aromatic plant Oils of the Peruvian amazon,"H.Silva Delgado,J.Garcia,J.E.Hidalgo,T.Cerruttti,M.Mestanza,F.Rios,E.Nina,L.Nonato,R.Alvarado","VOL. 12, 14-18 (Jan/Feb 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.1999.9712012,10.1080/10412905.1999.9712012,
2639,Aromatic Plants of Tropical West Africa,"C. Menut, J.M.BessiereD. Samate, A.K.DjiboG.Buchbauer","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,,,
2640,Aromatic Plants of Tropical West Africa,"C. Menut, J.M.Bessiere,D. Samate, A.K.Djibo P. Schopper","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699499,10.1080/10412905.2000.9699499,
2641,Aromatic Plants of Tropical West Africa,"C. Menut, J.M.Bessiere,D. Samate, A.K.Djibo G.Buchbauer, P. Schopper","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699499,10.1080/10412905.2000.9699499,
2642,Aromatic Plants of Tropical West Africa,"C. Menut, J.M.Bessiere,D. Samate, A.K.Djibo G.Buchbauer, P. Schopper","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699499,10.1080/10412905.2000.9699499,
2643,"Aromatic Plants of Tropical West Africa. XI. Chemical Composition, Antioxidant and Antiradical Properties of the Essential Oils of Three Cymbopogon Species from Burkine Faso.","C. Menut, J. M. Bessiere, D. Samate, A. K. Djibo, G. Buchbauer, B. Schopper.","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699499,10.1080/10412905.2000.9699499,
2644,"Aromatic Plants of Tropical West Africa. XI. Chemical Composition, Antioxidant and Antiradical Properties of the Essential Oils of Three Cymbopogon Species from Burkine Faso.","C. Menut, J. M. Bessiere, D. Samate, A. K. Djibo, G. Buchbauer, B. Schopper.","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699499,10.1080/10412905.2000.9699499,
2645,"Aromatic Plants of Tropical West Africa. XI. Chemical Composition, Antioxidant and Antiradical Properties of the Essential Oils of Three Cymbopogon Species from Burkine Faso.","C. Menut, J. M. Bessiere, D. Samate, A. K. Djibo, G. Buchbauer, B. Schopper.","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699499,10.1080/10412905.2000.9699499,
2646,"Aromatic Plants of Tropical West Africa. XI. Chemical Composition, Antioxidant and Antiradical Properties of the Essential Oils of Three Cymbopogon Species from Burkine Faso.","C. Menut, J. M. Bessiere, D. Samate, A. K. Djibo, G. Buchbauer, B. Schopper.","VOL. 12, 207-212 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699499,10.1080/10412905.2000.9699499,
2647,"Airborne Volatiles from Melinis minutiflora P. Beauv., a Non-Host Plant of the Spotted Stem Borer.","Solomon M. Kimani, Sumesh C. Chhabra, Wilber Lwande, Z. R. Khan, Ahmed Hassanali, John A. Pickett.","VOL. 12, 221-224 (Mar/Apr 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699502,10.1080/10412905.2000.9699502,
2648,Essential Oil of Elyonurus muticus (Sprengel) O.Kuntze (Poaceae/Gramineae),"Shirlei Scramina, Maria Lúcia Saitoa, Arnildo Pottb & Marcia Ortiz Mayo Marquesc","VOL. 12, 298-300 (May/June 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699520,10.1080/10412905.2000.9699520,
2649,Chemical Composition of the Essential Oil of Cymbopogon citratus (DC.) Stapf. from Cuba,Jorge A. Pino & Aristldes Rosado,"VOL. 12, 301-302 (May/June2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699521,10.1080/10412905.2000.9699521,
2650,Essential Oils of cultivated Cymbopogon winterianus and Cymbopogon citratus from Zimbabwe,"Lameck S.Chagonda, Christopher Makanda,Jean-Claude Chalchat","VOL. 12, 478-480 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699570,10.1080/10412905.2000.9699570,
2651,Essential Oils of cultivated Cymbopogon winterianus and Cymbopogon citratus from Zimbabwe,"Lameck S.Chagonda, Christopher Makanda,Jean-Claude Chalchat","VOL. 12, 478-480 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699570,10.1080/10412905.2000.9699570,
2652,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2653,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2654,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2655,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2656,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2657,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2658,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2659,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2660,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2661,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2662,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2663,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2664,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2665,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2666,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2667,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2668,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2669,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2670,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2671,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2672,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2673,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2674,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2675,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2676,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2677,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. <i>martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2678,"Induced Mutants in M2 Generation and Selection for Enhanced Essential Oil Yield and Quality in Palmarosa (Cymbopogon martinii, Roxb.) Wats., var. martinii","H. K. Srivastava, G. K. Satpute & A. A. Naqvi","VOL. 12, 501-506 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699575,10.1080/10412905.2000.9699575,
2679,Volatile Leaf Oil constituents of Cymbopogon citratus(DC) Stapf.,"Adeleke A. Kasali,Adebola O. Oyedeji,Adeolu O. Ashilokun","VOL. 16, 377-378 (2001)",Flavour and Fragrance Journal,https://doi.org/10.1002/ffj.1019,10.1002/ffj.1019,
2680,Antimicrobial Activities of Essential Oils of Nepal,"Minoba Yonzon,Dong Jin Lee,Toshihiro Yokochi,Yasuhiro Kawano, Toro Nakahara","VOL. 17, 107-111(Jan/Feb 2005)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2005.9698846,10.1080/10412905.2005.9698846,
2681,Composition of the Essential Oil of Cymbopogon afronardus Stapf from Uganda,"K.Husnu Can Baser,Temel Ozek, Betul Demirci","VOL. 17, 139-140 (Mar/Apr 2005)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2005.9698857,10.1080/10412905.2005.9698857,
2682,Composition of the Essential Oil of Cymbopogon afronardus Stapf from Uganda,"K.Husnu Can Baser,Temel Ozek, Betul Demirci","VOL. 17, 139-140 (Mar/Apr 2005)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2005.9698857,10.1080/10412905.2005.9698857,
2683,Essential Oil Composition of Cymbopogon microstachys (Hook.) Soenarke Occurring in Manipur,"P. K. Rout, S. Sahoo & Y. R. Rao","VOL. 17, 358-360 (July/Aug 2005)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2005.9698929,10.1080/10412905.2005.9698929,
2684,Nitrogen Compounds from Haitian Vetiver Oil,"Robin A.Clery,Christopher J.Hammond, Anthony C.Wright","VOL. 17, 591-592 (Nov/Dec 2005)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2005.9699005,10.1080/10412905.2005.9699005,
2685,Essential Oil Composition of Cymbopogon martinni from Different places in India,"V.K. Raina,S.K. Srivastava,K.K. Aggarwal,K.V. Syamasunder,S.P.S. Khanuja","VOL. 18, 312-315 (2003)",Flavour and Fragrance Journal,,,
2686,Volatile constituents of Cymbopogon nardus(Linn.) Rendle,"Vijender S. Mahalwal, Mohd. Ali","VOL. 18(1), 73-76 (Jan/Feb 2003)",Flavour and Fragrance Journal,https://doi.org/10.1002/ffj.1144,10.1002/ffj.1144,
2687,Rare terpenoid esters from Hyparrhenia rufa(Nees) Stapf. growing wild in Nigeria.,"Isiaka A. Ogunwande,Nureni O. Olawore,Kasali A. Adeleke,Olusegun Ekundayo, Wilfried A Konig","VOL. 19, 239-243 (2004)",Flavour and Fragrance Journal,https://doi.org/10.1002/ffj.1295,10.1002/ffj.1295,
2688,Yellowing and crinkling disease and it's impact on the yield and Composition of the Essential Oil of citronella (Cymbopogon winterianus Jowitt.),"B.R. Rajeswara Rao, A.K. Bhattacharya,G.R. mallavarapu, S. Ramesh","VOL. 19, 344-350 (2004)",Flavour and Fragrance Journal,https://doi.org/10.1002/ffj.1313,10.1002/ffj.1313,
2689,Yellowing and crinkling disease and it's impact on the yield and Composition of the Essential Oil of citronella (Cymbopogon winterianus Jowitt.),"B.R. Rajeswara Rao, A.K. Bhattacharya,G.R. mallavarapu, S. Ramesh","VOL. 19, 344-350 (2004)",Flavour and Fragrance Journal,https://doi.org/10.1002/ffj.1313,10.1002/ffj.1313,
2690,Essential Oil Profiles of Different Parts of Palmarosa (Cymbopogon martinii (Roxb.) Wats. Var. motia Burk.),"B.R. Rajeshwara Rao, D.K. Rajput, R.P. Patel","VOL. 21, 519-521 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700233,10.1080/10412905.2009.9700233,
2691,Essential Oil Profiles of Different Parts of Palmarosa (Cymbopogon martinii (Roxb.) Wats. Var. motia Burk.),"B.R. Rajeshwara Rao, D.K. Rajput, R.P. Patel","VOL. 21, 519-521 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700233,10.1080/10412905.2009.9700233,
2692,Essential Oil Profiles of Different Parts of Palmarosa (Cymbopogon martinii (Roxb.) Wats. Var. motia Burk.),"B.R. Rajeshwara Rao, D.K. Rajput, R.P. Patel","VOL. 21, 519-521 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700233,10.1080/10412905.2009.9700233,
2693,Essential Oil Profiles of Different Parts of Palmarosa (Cymbopogon martinii (Roxb.) Wats. Var. motia Burk.),"B.R. Rajeshwara Rao, D.K. Rajput, R.P. Patel","VOL. 21, 519-521 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700233,10.1080/10412905.2009.9700233,
2694,"Essential Oils of Australian Gymnosperms, Part 1. The Leaf Oil of Sundacarpus amarus (Blume) C.N. Page (Podocarpaceae).","Joseph J. Brophy, Robert J. Goldsack, Christopher J.R. Fookes, Paul I. Forster.","VOL. 12, 421-423 (July/Aug 2000)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2000.9699554,10.1080/10412905.2000.9699554,
2695,Analysis of Volatile Compounds Released From Flowers and Roots of Polygala cyparissias and Polygala paniculata by Headspace/SPME,"Moacir G. Pizzolatti, Beatriz G. Mendes, Cristian Soldi, Fabiana C. Missau, Janaina H. Bortoluzzi, Eduardo Carasek.","VOL. 21, 255-258 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700163,10.1080/10412905.2009.9700163,
2696,Analysis of Volatile Compounds Released From Flowers and Roots of Polygala cyparissias and Polygala paniculata by Headspace/SPME,"Moacir G. Pizzolatti, Beatriz G. Mendes, Cristian Soldi, Fabiana C. Missau, Janaina H. Bortoluzzi, Eduardo Carasek.","VOL. 21, 255-258 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700163,10.1080/10412905.2009.9700163,
2697,Analysis of Volatile Compounds Released From Flowers and Roots of Polygala cyparissias and Polygala paniculata by Headspace/SPME,"Moacir G. Pizzolatti, Beatriz G. Mendes, Cristian Soldi, Fabiana C. Missau, Janaina H. Bortoluzzi, Eduardo Carasek.","VOL. 21, 255-258 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700163,10.1080/10412905.2009.9700163,
2698,Analysis of Volatile Compounds Released From Flowers and Roots of Polygala cyparissias and Polygala paniculata by Headspace/SPME,"Moacir G. Pizzolatti, Beatriz G. Mendes, Cristian Soldi, Fabiana C. Missau, Janaina H. Bortoluzzi, Eduardo Carasek.","VOL. 21, 255-258 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700163,10.1080/10412905.2009.9700163,
2699,"Volatile constituents of tzitzilché flower (Gymnopodium floribundum Rolfe) from Yucatan Peninsula, Mexico","Luis Cuevas-Glory, Odri Sosa-Moguel, Elizabeth Ortiz-Vázquez, Enrique Sauri-Duch & Jorge A. Pino","VOL. 24, 359-361 (Jul/Aug 2012)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2012.692906,10.1080/10412905.2012.692906,
2700,The Effect of Water Stress on the Seed Oil of Nigella sativa L.,"F. S. Mozaffari, M. Ghorbanli, A. Babal, M. Farzami Sepehr.","VOL. 12, 33-35 (Jan/Feb 2000)",Journal of Essential Oil Research,,,
2701,Essential Oil of Nigella damascena L. (Ranunculaceae) Seeds.,"Gelosmina Fico, Ammar Bader, Guido Flamini, Pier Luigi Cioni, Ivano Morelli.","VOL. 15, 57-59 (Jan/Feb 2003)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2003.9712267,10.1080/10412905.2003.9712267,
2702,Essential Oil of Nigella damascena L. (Ranunculaceae) Seeds.,"Gelosmina Fico, Ammar Bader, Guido Flamini, Pier Luigi Cioni, Ivano Morelli.","VOL. 15, 57-59 (Jan/Feb 2003)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2003.9712267,10.1080/10412905.2003.9712267,
2703,"Volatile Constituents of the Leaves of Ziziphus spina-christi (L.) Willd. from Bushehr, Iran","A.Ghannadi, N.Tavakoli,, M.Mehri-Ardestani","VOL. 15, 191-192 (May/June 2003)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2003.9712109,10.1080/10412905.2003.9712109,
2704,Fruit Volatiles from Laurocerasus occidentalis (Sw.) Roem.,"Jorge A. Pino, Avilio Bello, Armando Urquiola, Juan Aguero, Rolando Marbot.","VOL. 14, 126-127 (Mar/Apr 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699794,10.1080/10412905.2002.9699794,
2705,Composition of the Essential Oil of Polylepis besseri Hieron. ssp. Besseri from Bolivia.,"Daniel Lorenzo, Eduardo Dellacassa, Ingrid Loayza, Walter de Groot.","VOL. 14, 254-256 (July/Aug 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699845,10.1080/10412905.2002.9699845,
2706,Analysis of the Volatile Fraction of Rubus ulmifolius Schott at Two Different Stages.,"C. Caponi, S. Catalano, P.L. Cioni, G. Flamini, I. Morelli.","VOL. 14, 60-62 (Jan/Feb 2002)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2002.9699766,10.1080/10412905.2002.9699766,
