27,17,18,20,18,13,8,3,5,8,8,3,3,2,7,5,4,7,6,7,4,4,4,3,3
18,11,16,15,14,9,6,6,5,7,8,4,2,2,10,7,4,6,4,4,5,2,3,3,4
14,10,7,7,7,5,3,1,2,3,3,1,3,0,3,1,2,2,3,3,1,3,3,3,1
8,3,6,7,4,3,5,2,3,3,3,2,1,1,2,2,3,2,3,4,1,2,4,2,1
7,0,4,3,4,3,1,0,1,2,3,1,1,0,3,2,3,2,0,1,2,1,4,2,3
8,6,7,8,9,4,4,1,3,5,2,3,0,1,2,2,2,1,4,3,1,1,2,1,0
10,5,7,6,5,6,2,1,1,1,2,2,2,0,2,1,1,3,1,2,3,0,3,1,1
10,9,4,4,9,4,3,2,2,4,2,0,2,2,1,2,1,0,3,1,0,2,1,0,0
7,4,6,6,6,3,3,1,2,2,0,1,0,1,2,1,2,3,2,2,1,2,3,1,0
17,17,6,7,8,10,8,5,2,4,1,1,2,2,1,1,1,1,2,3,0,0,0,0,1
10,6,2,2,3,4,2,0,0,2,1,0,2,0,2,1,2,0,1,1,0,1,3,1,0
3,2,2,3,2,1,2,1,1,3,0,2,0,1,0,0,1,0,2,1,0,0,1,0,0
2,0,4,4,4,0,2,0,0,1,1,2,0,0,1,1,3,1,2,2,1,2,1,2,2
4,1,5,3,4,2,2,0,3,1,5,2,0,0,4,2,1,2,0,2,2,0,1,1,2
6,3,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,2,1,0
5,1,4,3,2,2,1,0,1,0,3,1,0,0,2,3,0,2,0,1,2,1,3,1,3
4,5,1,1,2,2,1,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,2,1,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0
3,1,3,2,1,1,2,1,0,2,0,0,0,1,0,0,2,0,2,2,0,0,2,1,0
2,0,3,3,3,2,0,0,0,0,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1
1,0,2,1,1,0,1,0,1,0,2,1,0,0,2,1,0,2,0,1,1,0,0,0,1
3,2,4,2,3,0,2,1,1,1,1,0,1,0,2,2,0,1,1,1,1,0,0,0,1
4,3,1,1,3,2,2,1,1,1,1,0,1,0,3,2,1,1,1,1,1,0,0,0,1
